[2026-05-20 12:04:46] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:04:46] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_027_d1_w28/training_log.txt
[2026-05-20 12:04:46] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_027_d1_w28/training_stats.csv
[2026-05-20 12:04:46] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=27 search_phase=width architecture=[28]
[2026-05-20 12:04:48] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=1 architecture=[28] train_loss=0.341348 val_loss=0.337685 best=0.337685 es=0/5
[2026-05-20 12:04:51] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=2 architecture=[28] train_loss=0.338947 val_loss=0.336174 best=0.336174 es=0/5
[2026-05-20 12:04:54] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=3 architecture=[28] train_loss=0.337490 val_loss=0.335002 best=0.335002 es=0/5
[2026-05-20 12:04:57] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=4 architecture=[28] train_loss=0.335947 val_loss=0.333360 best=0.333360 es=0/5
[2026-05-20 12:05:00] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=5 architecture=[28] train_loss=0.334318 val_loss=0.331436 best=0.331436 es=0/5
[2026-05-20 12:05:02] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=6 architecture=[28] train_loss=0.332404 val_loss=0.329378 best=0.329378 es=0/5
[2026-05-20 12:05:05] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=7 architecture=[28] train_loss=0.330482 val_loss=0.327476 best=0.327476 es=0/5
[2026-05-20 12:05:08] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=8 architecture=[28] train_loss=0.328685 val_loss=0.325611 best=0.325611 es=0/5
[2026-05-20 12:05:11] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=9 architecture=[28] train_loss=0.327105 val_loss=0.324244 best=0.324244 es=0/5
[2026-05-20 12:05:14] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=10 architecture=[28] train_loss=0.325843 val_loss=0.323115 best=0.323115 es=0/5
[2026-05-20 12:05:16] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=11 architecture=[28] train_loss=0.324860 val_loss=0.322219 best=0.322219 es=0/5
[2026-05-20 12:05:19] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=12 architecture=[28] train_loss=0.324131 val_loss=0.321606 best=0.321606 es=0/5
[2026-05-20 12:05:22] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=13 architecture=[28] train_loss=0.323563 val_loss=0.320838 best=0.320838 es=0/5
[2026-05-20 12:05:25] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=14 architecture=[28] train_loss=0.323118 val_loss=0.320212 best=0.320212 es=0/5
[2026-05-20 12:05:28] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=15 architecture=[28] train_loss=0.322792 val_loss=0.319711 best=0.319711 es=0/5
[2026-05-20 12:05:30] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=16 architecture=[28] train_loss=0.322521 val_loss=0.319548 best=0.319548 es=0/5
[2026-05-20 12:05:33] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=17 architecture=[28] train_loss=0.322346 val_loss=0.319468 best=0.319548 es=1/5
[2026-05-20 12:05:36] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=18 architecture=[28] train_loss=0.322144 val_loss=0.319288 best=0.319288 es=0/5
[2026-05-20 12:05:39] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=19 architecture=[28] train_loss=0.321991 val_loss=0.319054 best=0.319054 es=0/5
[2026-05-20 12:05:42] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=20 architecture=[28] train_loss=0.321963 val_loss=0.318912 best=0.318912 es=0/5
[2026-05-20 12:05:45] [autoencoding][ae_width_to_depth][cand_027_d1_w28] epoch=21 architecture=[28] train_loss=0.321902 val_loss=0.319010 best=0.318912 es=1/5
