timestamp,model,mode,epoch,width,depth,train_loss,val_loss,neurons,best_val,es_counter,improved,auroc
2026-06-15 17:45:32,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0033336212421415713,0.0019149255178925822,313,0.0019149255178925822,0,True,0.6660361349851068
2026-06-15 17:45:36,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0022277555003690857,0.0015202436482711307,313,0.0015202436482711307,0,True,0.6688986442772011
2026-06-15 17:45:39,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0018541952771360356,0.001382762585556366,313,0.001382762585556366,0,True,0.6717324515655936
2026-06-15 17:45:42,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0019299412373639307,0.001491070040728806,313,0.001491070040728806,0,True,0.6636234175710489
2026-06-15 17:45:45,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0018771423406643373,0.0013376225323679894,313,0.0013376225323679894,0,True,0.6779322183227585
2026-06-15 17:45:48,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0019121341582340576,0.0014068074515158067,313,0.0014068074515158067,0,True,0.6687212461834244
2026-06-15 17:45:51,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0020140731830232627,0.001439518574215852,313,0.001439518574215852,0,True,0.6704186550615764
2026-06-15 17:45:54,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0020299214002909246,0.0013777105095709125,313,0.0013777105095709125,0,True,0.6855872012264941
2026-06-15 17:45:57,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0020582323871241,0.0014270534186866463,313,0.0014270534186866463,0,True,0.6815786964212435
2026-06-15 17:46:00,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.002028550428307108,0.0016308490316221365,313,0.0016308490316221365,0,True,0.664432077308816
2026-06-15 17:46:03,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.001990803671362554,0.0016958946349591617,313,0.0016958946349591617,0,True,0.6533503462676833
2026-06-15 17:46:06,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0020241405886176097,0.0015875232015444274,313,0.0015875232015444274,0,True,0.6666772986449538
2026-06-15 17:46:10,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0020796211573972994,0.0017875011895307283,313,0.0017875011895307283,0,True,0.6712340401071561
