task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
autoencoding,ae_width_only,width_only,0.0009062614373728289,2,2,,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/autoencoding/repeat_03/d01/autoencoding/ae_width_only/cand_064_d1_w66/checkpoint_best.pt,cand_064_d1_w66
autoencoding,stl_from_ae_width_only,stl_refit,0.001173725529863733,58,68,0.002164633345957602,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/autoencoding/repeat_03/d01/autoencoding/stl_from_ae_width_only/cand_000_d1_w66/checkpoint_best.pt,cand_000_d1_w66
