[2026-05-16 20:39:49] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 20:39:49] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_032_d2_w54/training_log.txt
[2026-05-16 20:39:49] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_032_d2_w54/training_stats.csv
[2026-05-16 20:39:52] [representation][random][cand_032_d2_w54] epoch=1 train_loss=1.028355 val_loss=0.920792 best=0.920792 es=0/5
[2026-05-16 20:39:56] [representation][random][cand_032_d2_w54] epoch=2 train_loss=0.804593 val_loss=0.749046 best=0.749046 es=0/5
[2026-05-16 20:39:59] [representation][random][cand_032_d2_w54] epoch=3 train_loss=0.678484 val_loss=0.619280 best=0.619280 es=0/5
[2026-05-16 20:40:02] [representation][random][cand_032_d2_w54] epoch=4 train_loss=0.584889 val_loss=0.528495 best=0.528495 es=0/5
[2026-05-16 20:40:05] [representation][random][cand_032_d2_w54] epoch=5 train_loss=0.507161 val_loss=0.456025 best=0.456025 es=0/5
[2026-05-16 20:40:08] [representation][random][cand_032_d2_w54] epoch=6 train_loss=0.438834 val_loss=0.393100 best=0.393100 es=0/5
[2026-05-16 20:40:11] [representation][random][cand_032_d2_w54] epoch=7 train_loss=0.378993 val_loss=0.337176 best=0.337176 es=0/5
[2026-05-16 20:40:14] [representation][random][cand_032_d2_w54] epoch=8 train_loss=0.327500 val_loss=0.291345 best=0.291345 es=0/5
[2026-05-16 20:40:18] [representation][random][cand_032_d2_w54] epoch=9 train_loss=0.283376 val_loss=0.250621 best=0.250621 es=0/5
[2026-05-16 20:40:21] [representation][random][cand_032_d2_w54] epoch=10 train_loss=0.245587 val_loss=0.215402 best=0.215402 es=0/5
[2026-05-16 20:40:24] [representation][random][cand_032_d2_w54] epoch=11 train_loss=0.212490 val_loss=0.185189 best=0.185189 es=0/5
[2026-05-16 20:40:27] [representation][random][cand_032_d2_w54] epoch=12 train_loss=0.184682 val_loss=0.159569 best=0.159569 es=0/5
