2025-10-02 22:58:22 - INFO - ======== [Run 5/250] width=50 depth=1 ========
2025-10-02 22:58:22 - INFO - Device=cuda | dataset=cifar10 | batch=64 | max_epochs=50 | patience=10 | lr=1.00e-03 | wd=1.0e-04
2025-10-02 22:58:22 - INFO - Model params=1960 | neurons=100 | pooling=[1, 3]
2025-10-02 22:58:32 - INFO - [epoch 1/50] train_loss=2.0550 | val_loss=1.9702 | val_acc=0.2764 | best_val=1.9702@1 | bad=0/10 | lr=1.00e-03 | dt=9.9s
2025-10-02 22:58:42 - INFO - [epoch 2/50] train_loss=1.9472 | val_loss=1.8950 | val_acc=0.3004 | best_val=1.8950@2 | bad=0/10 | lr=1.00e-03 | dt=9.7s
2025-10-02 22:58:53 - INFO - [epoch 3/50] train_loss=1.8808 | val_loss=1.8264 | val_acc=0.3456 | best_val=1.8264@3 | bad=0/10 | lr=1.00e-03 | dt=11.1s
2025-10-02 22:59:03 - INFO - [epoch 4/50] train_loss=1.8327 | val_loss=1.8126 | val_acc=0.3428 | best_val=1.8126@4 | bad=0/10 | lr=1.00e-03 | dt=10.9s
2025-10-02 22:59:14 - INFO - [epoch 5/50] train_loss=1.8020 | val_loss=1.8304 | val_acc=0.3204 | best_val=1.8126@4 | bad=1/10 | lr=1.00e-03 | dt=10.3s
2025-10-02 22:59:24 - INFO - [epoch 6/50] train_loss=1.7788 | val_loss=1.7897 | val_acc=0.3464 | best_val=1.7897@6 | bad=0/10 | lr=1.00e-03 | dt=10.2s
2025-10-02 22:59:34 - INFO - [epoch 7/50] train_loss=1.7552 | val_loss=1.7565 | val_acc=0.3566 | best_val=1.7565@7 | bad=0/10 | lr=1.00e-03 | dt=10.4s
2025-10-02 22:59:44 - INFO - [epoch 8/50] train_loss=1.7365 | val_loss=1.7548 | val_acc=0.3632 | best_val=1.7548@8 | bad=0/10 | lr=1.00e-03 | dt=9.9s
2025-10-02 22:59:54 - INFO - [epoch 9/50] train_loss=1.7224 | val_loss=1.7714 | val_acc=0.3612 | best_val=1.7548@8 | bad=1/10 | lr=1.00e-03 | dt=10.2s
2025-10-02 23:00:05 - INFO - [epoch 10/50] train_loss=1.7124 | val_loss=1.7471 | val_acc=0.3592 | best_val=1.7471@10 | bad=0/10 | lr=1.00e-03 | dt=10.2s
2025-10-02 23:00:15 - INFO - [epoch 11/50] train_loss=1.7013 | val_loss=1.7489 | val_acc=0.3492 | best_val=1.7471@10 | bad=1/10 | lr=1.00e-03 | dt=10.1s
2025-10-02 23:00:25 - INFO - [epoch 12/50] train_loss=1.6912 | val_loss=1.7362 | val_acc=0.3678 | best_val=1.7362@12 | bad=0/10 | lr=1.00e-03 | dt=10.1s
2025-10-02 23:00:35 - INFO - [epoch 13/50] train_loss=1.6848 | val_loss=1.7286 | val_acc=0.3662 | best_val=1.7286@13 | bad=0/10 | lr=1.00e-03 | dt=10.3s
2025-10-02 23:00:45 - INFO - [epoch 14/50] train_loss=1.6739 | val_loss=1.7618 | val_acc=0.3538 | best_val=1.7286@13 | bad=1/10 | lr=1.00e-03 | dt=9.6s
2025-10-02 23:00:55 - INFO - [epoch 15/50] train_loss=1.6676 | val_loss=1.7130 | val_acc=0.3840 | best_val=1.7130@15 | bad=0/10 | lr=1.00e-03 | dt=10.2s
2025-10-02 23:01:06 - INFO - [epoch 16/50] train_loss=1.6580 | val_loss=1.7160 | val_acc=0.3754 | best_val=1.7130@15 | bad=1/10 | lr=1.00e-03 | dt=11.0s
2025-10-02 23:01:17 - INFO - [epoch 17/50] train_loss=1.6539 | val_loss=1.7224 | val_acc=0.3786 | best_val=1.7130@15 | bad=2/10 | lr=1.00e-03 | dt=10.8s
2025-10-02 23:01:27 - INFO - [epoch 18/50] train_loss=1.6462 | val_loss=1.7338 | val_acc=0.3712 | best_val=1.7130@15 | bad=3/10 | lr=1.00e-03 | dt=10.5s
2025-10-02 23:01:37 - INFO - [epoch 19/50] train_loss=1.6397 | val_loss=1.7070 | val_acc=0.3780 | best_val=1.7070@19 | bad=0/10 | lr=1.00e-03 | dt=10.0s
2025-10-02 23:01:56 - INFO - [epoch 20/50] train_loss=1.6367 | val_loss=1.6829 | val_acc=0.3918 | best_val=1.6829@20 | bad=0/10 | lr=1.00e-03 | dt=18.3s
2025-10-02 23:02:20 - INFO - [epoch 21/50] train_loss=1.6277 | val_loss=1.6970 | val_acc=0.3754 | best_val=1.6829@20 | bad=1/10 | lr=1.00e-03 | dt=24.0s
2025-10-02 23:02:30 - INFO - [epoch 22/50] train_loss=1.6231 | val_loss=1.6790 | val_acc=0.3930 | best_val=1.6790@22 | bad=0/10 | lr=1.00e-03 | dt=10.2s
2025-10-02 23:02:39 - INFO - [epoch 23/50] train_loss=1.6201 | val_loss=1.6675 | val_acc=0.3966 | best_val=1.6675@23 | bad=0/10 | lr=1.00e-03 | dt=9.5s
2025-10-02 23:02:49 - INFO - [epoch 24/50] train_loss=1.6204 | val_loss=1.7001 | val_acc=0.3822 | best_val=1.6675@23 | bad=1/10 | lr=1.00e-03 | dt=9.4s
2025-10-02 23:02:58 - INFO - [epoch 25/50] train_loss=1.6153 | val_loss=1.6798 | val_acc=0.3978 | best_val=1.6675@23 | bad=2/10 | lr=1.00e-03 | dt=9.7s
2025-10-02 23:03:12 - INFO - [epoch 26/50] train_loss=1.6111 | val_loss=1.6949 | val_acc=0.3862 | best_val=1.6675@23 | bad=3/10 | lr=1.00e-03 | dt=13.2s
2025-10-02 23:03:36 - INFO - [epoch 27/50] train_loss=1.6071 | val_loss=1.7158 | val_acc=0.3864 | best_val=1.6675@23 | bad=4/10 | lr=1.00e-03 | dt=24.6s
2025-10-02 23:03:58 - INFO - [epoch 28/50] train_loss=1.6025 | val_loss=1.6490 | val_acc=0.4126 | best_val=1.6490@28 | bad=0/10 | lr=1.00e-03 | dt=22.1s
2025-10-02 23:04:17 - INFO - [epoch 29/50] train_loss=1.6004 | val_loss=1.6566 | val_acc=0.3990 | best_val=1.6490@28 | bad=1/10 | lr=1.00e-03 | dt=19.0s
2025-10-02 23:04:39 - INFO - [epoch 30/50] train_loss=1.5955 | val_loss=1.6394 | val_acc=0.4144 | best_val=1.6394@30 | bad=0/10 | lr=1.00e-03 | dt=22.1s
2025-10-02 23:05:00 - INFO - [epoch 31/50] train_loss=1.5928 | val_loss=1.6549 | val_acc=0.4072 | best_val=1.6394@30 | bad=1/10 | lr=1.00e-03 | dt=20.2s
2025-10-02 23:05:23 - INFO - [epoch 32/50] train_loss=1.5901 | val_loss=1.6500 | val_acc=0.4092 | best_val=1.6394@30 | bad=2/10 | lr=1.00e-03 | dt=22.9s
2025-10-02 23:05:46 - INFO - [epoch 33/50] train_loss=1.5839 | val_loss=1.6493 | val_acc=0.4108 | best_val=1.6394@30 | bad=3/10 | lr=1.00e-03 | dt=23.2s
2025-10-02 23:06:06 - INFO - [epoch 34/50] train_loss=1.5824 | val_loss=1.6755 | val_acc=0.3980 | best_val=1.6394@30 | bad=4/10 | lr=1.00e-03 | dt=19.9s
2025-10-02 23:06:29 - INFO - [epoch 35/50] train_loss=1.5843 | val_loss=1.6336 | val_acc=0.4182 | best_val=1.6336@35 | bad=0/10 | lr=1.00e-03 | dt=23.1s
