[2026-05-16 18:24:35] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 18:24:35] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_032_d2_w34/training_log.txt
[2026-05-16 18:24:35] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_032_d2_w34/training_stats.csv
[2026-05-16 18:24:38] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=1 train_loss=0.239205 val_loss=0.219432 best=0.219432 es=0/5
[2026-05-16 18:24:41] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=2 train_loss=0.231607 val_loss=0.216292 best=0.216292 es=0/5
[2026-05-16 18:24:44] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=3 train_loss=0.230033 val_loss=0.215437 best=0.215437 es=0/5
[2026-05-16 18:24:48] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=4 train_loss=0.229394 val_loss=0.214692 best=0.214692 es=0/5
[2026-05-16 18:24:51] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=5 train_loss=0.228505 val_loss=0.214135 best=0.214135 es=0/5
[2026-05-16 18:24:54] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=6 train_loss=0.228023 val_loss=0.213341 best=0.213341 es=0/5
[2026-05-16 18:24:57] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=7 train_loss=0.227247 val_loss=0.212410 best=0.212410 es=0/5
[2026-05-16 18:25:00] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=8 train_loss=0.225646 val_loss=0.210938 best=0.210938 es=0/5
[2026-05-16 18:25:03] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=9 train_loss=0.224411 val_loss=0.209551 best=0.209551 es=0/5
[2026-05-16 18:25:06] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=10 train_loss=0.222138 val_loss=0.207543 best=0.207543 es=0/5
[2026-05-16 18:25:09] [autoencoding][ae_width_to_depth][cand_032_d2_w34] epoch=11 train_loss=0.219528 val_loss=0.204772 best=0.204772 es=0/5
