[2026-05-20 12:17:05] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:17:05] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_036_d1_w37/training_log.txt
[2026-05-20 12:17:05] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_036_d1_w37/training_stats.csv
[2026-05-20 12:17:05] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=36 search_phase=width architecture=[37]
[2026-05-20 12:17:08] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=1 architecture=[37] train_loss=0.173322 val_loss=0.162714 best=0.162714 es=0/5
[2026-05-20 12:17:11] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=2 architecture=[37] train_loss=0.170404 val_loss=0.160715 best=0.160715 es=0/5
[2026-05-20 12:17:14] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=3 architecture=[37] train_loss=0.168502 val_loss=0.159215 best=0.159215 es=0/5
[2026-05-20 12:17:17] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=4 architecture=[37] train_loss=0.166487 val_loss=0.157222 best=0.157222 es=0/5
[2026-05-20 12:17:20] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=5 architecture=[37] train_loss=0.164312 val_loss=0.154983 best=0.154983 es=0/5
[2026-05-20 12:17:22] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=6 architecture=[37] train_loss=0.162133 val_loss=0.153158 best=0.153158 es=0/5
[2026-05-20 12:17:25] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=7 architecture=[37] train_loss=0.160163 val_loss=0.151381 best=0.151381 es=0/5
[2026-05-20 12:17:28] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=8 architecture=[37] train_loss=0.158643 val_loss=0.150009 best=0.150009 es=0/5
[2026-05-20 12:17:31] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=9 architecture=[37] train_loss=0.157434 val_loss=0.148887 best=0.148887 es=0/5
[2026-05-20 12:17:34] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=10 architecture=[37] train_loss=0.156402 val_loss=0.148148 best=0.148148 es=0/5
[2026-05-20 12:17:37] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=11 architecture=[37] train_loss=0.155628 val_loss=0.147415 best=0.147415 es=0/5
[2026-05-20 12:17:40] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=12 architecture=[37] train_loss=0.154931 val_loss=0.146787 best=0.146787 es=0/5
[2026-05-20 12:17:43] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=13 architecture=[37] train_loss=0.154550 val_loss=0.146484 best=0.146484 es=0/5
[2026-05-20 12:17:46] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=14 architecture=[37] train_loss=0.154157 val_loss=0.146252 best=0.146252 es=0/5
[2026-05-20 12:17:48] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=15 architecture=[37] train_loss=0.153886 val_loss=0.146012 best=0.146012 es=0/5
[2026-05-20 12:17:51] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=16 architecture=[37] train_loss=0.153607 val_loss=0.145768 best=0.145768 es=0/5
[2026-05-20 12:17:54] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=17 architecture=[37] train_loss=0.153388 val_loss=0.145645 best=0.145645 es=0/5
[2026-05-20 12:17:57] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=18 architecture=[37] train_loss=0.153279 val_loss=0.145444 best=0.145444 es=0/5
[2026-05-20 12:18:00] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=19 architecture=[37] train_loss=0.153024 val_loss=0.145404 best=0.145444 es=1/5
[2026-05-20 12:18:03] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=20 architecture=[37] train_loss=0.152901 val_loss=0.145455 best=0.145444 es=2/5
[2026-05-20 12:18:06] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=21 architecture=[37] train_loss=0.152907 val_loss=0.145443 best=0.145444 es=3/5
[2026-05-20 12:18:09] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=22 architecture=[37] train_loss=0.152904 val_loss=0.145375 best=0.145444 es=4/5
[2026-05-20 12:18:12] [autoencoding][ae_width_to_depth][cand_036_d1_w37] epoch=23 architecture=[37] train_loss=0.152917 val_loss=0.145440 best=0.145444 es=5/5
