[2026-05-18 03:24:18] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:24:18] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_200_d1_w201/training_log.txt
[2026-05-18 03:24:18] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_200_d1_w201/training_stats.csv
[2026-05-18 03:24:18] [CANDIDATE] task=representation phase=ae_alt_width index=200 search_phase=width architecture=[201]
[2026-05-18 03:24:26] [representation][ae_alt_width][cand_200_d1_w201] epoch=1 architecture=[201] train_loss=0.313853 val_loss=0.304356 best=0.293833 es=0/5
[2026-05-18 03:24:28] [representation][ae_alt_width][cand_200_d1_w201] epoch=2 architecture=[201] train_loss=0.291299 val_loss=0.296189 best=0.293833 es=0/5
[2026-05-18 03:24:30] [representation][ae_alt_width][cand_200_d1_w201] epoch=3 architecture=[201] train_loss=0.289413 val_loss=0.296150 best=0.293833 es=1/5
[2026-05-18 03:24:33] [representation][ae_alt_width][cand_200_d1_w201] epoch=4 architecture=[201] train_loss=0.289222 val_loss=0.296945 best=0.293833 es=2/5
[2026-05-18 03:24:40] [representation][ae_alt_width][cand_200_d1_w201] epoch=5 architecture=[201] train_loss=0.288672 val_loss=0.295886 best=0.293833 es=0/5
[2026-05-18 03:24:42] [representation][ae_alt_width][cand_200_d1_w201] epoch=6 architecture=[201] train_loss=0.288916 val_loss=0.295203 best=0.293833 es=0/5
[2026-05-18 03:24:45] [representation][ae_alt_width][cand_200_d1_w201] epoch=7 architecture=[201] train_loss=0.288549 val_loss=0.298522 best=0.293833 es=1/5
[2026-05-18 03:24:47] [representation][ae_alt_width][cand_200_d1_w201] epoch=8 architecture=[201] train_loss=0.289830 val_loss=0.297611 best=0.293833 es=2/5
[2026-05-18 03:24:50] [representation][ae_alt_width][cand_200_d1_w201] epoch=9 architecture=[201] train_loss=0.287935 val_loss=0.294531 best=0.293833 es=0/5
[2026-05-18 03:24:57] [representation][ae_alt_width][cand_200_d1_w201] epoch=10 architecture=[201] train_loss=0.288217 val_loss=0.294596 best=0.293833 es=1/5
[2026-05-18 03:25:00] [representation][ae_alt_width][cand_200_d1_w201] epoch=11 architecture=[201] train_loss=0.288084 val_loss=0.291960 best=0.291960 es=0/5
[2026-05-18 03:25:02] [representation][ae_alt_width][cand_200_d1_w201] epoch=12 architecture=[201] train_loss=0.287445 val_loss=0.295808 best=0.291960 es=1/5
[2026-05-18 03:25:05] [representation][ae_alt_width][cand_200_d1_w201] epoch=13 architecture=[201] train_loss=0.287865 val_loss=0.299910 best=0.291960 es=2/5
[2026-05-18 03:25:07] [representation][ae_alt_width][cand_200_d1_w201] epoch=14 architecture=[201] train_loss=0.289730 val_loss=0.296809 best=0.291960 es=3/5
[2026-05-18 03:25:14] [representation][ae_alt_width][cand_200_d1_w201] epoch=15 architecture=[201] train_loss=0.288979 val_loss=0.294930 best=0.291960 es=4/5
[2026-05-18 03:25:17] [representation][ae_alt_width][cand_200_d1_w201] epoch=16 architecture=[201] train_loss=0.287656 val_loss=0.294995 best=0.291960 es=5/5
