timestamp,model,mode,epoch,width,depth,train_loss,val_loss,neurons,train_acc,val_acc,best_val,es_counter,improved,grid
2025-12-19 21:01:57,mlp_cls_stl,grid,1,12,2,1.5482682736714681,1.1452382465998332,34,0.6220185185185185,0.7845,1.1452382465998332,0,True,True
2025-12-19 21:02:16,mlp_cls_stl,grid,2,12,2,0.9272546424689116,0.7389743593533834,34,0.8071666666666667,0.834,0.7389743593533834,0,True,True
2025-12-19 21:02:36,mlp_cls_stl,grid,3,12,2,0.6099175796685395,0.5075665547053019,34,0.8822777777777778,0.9121666666666667,0.5075665547053019,0,True,True
2025-12-19 21:02:52,mlp_cls_stl,grid,4,12,2,0.4303972032688282,0.36540259019533794,34,0.9202037037037037,0.924,0.36540259019533794,0,True,True
2025-12-19 21:03:07,mlp_cls_stl,grid,5,12,2,0.3298767380007991,0.30823340050379433,34,0.9286666666666666,0.9298333333333333,0.30823340050379433,0,True,True
2025-12-19 21:03:20,mlp_cls_stl,grid,6,12,2,0.27638317711706517,0.26948002298672996,34,0.9352962962962963,0.9366666666666666,0.26948002298672996,0,True,True
2025-12-19 21:03:41,mlp_cls_stl,grid,7,12,2,0.24668568504298174,0.24456497331460317,34,0.9385185185185185,0.9375,0.24456497331460317,0,True,True
2025-12-19 21:03:56,mlp_cls_stl,grid,8,12,2,0.226441570714668,0.22832754667599997,34,0.9418703703703704,0.9388333333333333,0.22832754667599997,0,True,True
2025-12-19 21:04:11,mlp_cls_stl,grid,9,12,2,0.21223285540386483,0.21895127248764037,34,0.943962962962963,0.9381666666666667,0.21895127248764037,0,True,True
2025-12-19 21:04:26,mlp_cls_stl,grid,10,12,2,0.2007187151555662,0.2130872178475062,34,0.946,0.9385,0.2130872178475062,0,True,True
2025-12-19 21:04:43,mlp_cls_stl,grid,11,12,2,0.1919859198111075,0.20823668932914735,34,0.9465740740740741,0.9416666666666667,0.20823668932914735,0,True,True
2025-12-19 21:04:56,mlp_cls_stl,grid,12,12,2,0.18369655946007482,0.19937684480349221,34,0.9488888888888889,0.9426666666666667,0.19937684480349221,0,True,True
2025-12-19 21:05:09,mlp_cls_stl,grid,13,12,2,0.17699799236544855,0.19702015300591788,34,0.9507407407407408,0.9438333333333333,0.19702015300591788,0,True,True
2025-12-19 21:05:25,mlp_cls_stl,grid,14,12,2,0.17148415462396763,0.19157156165440878,34,0.9510925925925926,0.9461666666666667,0.19157156165440878,0,True,True
2025-12-19 21:05:39,mlp_cls_stl,grid,15,12,2,0.16596823481277184,0.19132268850008646,34,0.9532592592592593,0.9453333333333334,0.19132268850008646,0,True,True
2025-12-19 21:05:54,mlp_cls_stl,grid,16,12,2,0.16153935830681412,0.1836996841430664,34,0.9542407407407407,0.9495,0.1836996841430664,0,True,True
2025-12-19 21:06:08,mlp_cls_stl,grid,17,12,2,0.15834481491424418,0.19520906428496043,34,0.9543148148148148,0.9453333333333334,0.1836996841430664,1,False,True
2025-12-19 21:06:20,mlp_cls_stl,grid,18,12,2,0.15455184181972786,0.18961227635542552,34,0.9550740740740741,0.9446666666666667,0.1836996841430664,2,False,True
2025-12-19 21:06:31,mlp_cls_stl,grid,19,12,2,0.1520514080701051,0.18153085760275522,34,0.9558333333333333,0.947,0.18153085760275522,0,True,True
2025-12-19 21:06:41,mlp_cls_stl,grid,20,12,2,0.14936327434910668,0.18160381722450256,34,0.9565185185185185,0.9478333333333333,0.18153085760275522,1,False,True
2025-12-19 21:06:50,mlp_cls_stl,grid,21,12,2,0.14699086640499257,0.18202626677354178,34,0.9566481481481481,0.9468333333333333,0.18153085760275522,2,False,True
2025-12-19 21:07:00,mlp_cls_stl,grid,22,12,2,0.14305505503548516,0.18163261743386586,34,0.9576851851851852,0.9486666666666667,0.18153085760275522,3,False,True
2025-12-19 21:07:10,mlp_cls_stl,grid,23,12,2,0.14137040980656942,0.17890624876817068,34,0.9585185185185185,0.9495,0.17890624876817068,0,True,True
2025-12-19 21:07:19,mlp_cls_stl,grid,24,12,2,0.13845303260838543,0.1769800583124161,34,0.9594074074074074,0.9491666666666667,0.1769800583124161,0,True,True
2025-12-19 21:07:29,mlp_cls_stl,grid,25,12,2,0.1370092460402736,0.18875519212086994,34,0.959962962962963,0.9451666666666667,0.1769800583124161,1,False,True
2025-12-19 21:07:38,mlp_cls_stl,grid,26,12,2,0.13448752250715537,0.179628737449646,34,0.9599444444444445,0.9486666666666667,0.1769800583124161,2,False,True
2025-12-19 21:07:48,mlp_cls_stl,grid,27,12,2,0.13235646917422614,0.17954670870304107,34,0.9604814814814815,0.9488333333333333,0.1769800583124161,3,False,True
2025-12-19 21:07:58,mlp_cls_stl,grid,28,12,2,0.12980388859466271,0.18171262458960216,34,0.9613148148148148,0.947,0.1769800583124161,4,False,True
2025-12-19 21:08:08,mlp_cls_stl,grid,29,12,2,0.12907636852176102,0.17903285471598307,34,0.9616851851851852,0.9495,0.1769800583124161,5,False,True
2025-12-19 21:08:17,mlp_cls_stl,grid,30,12,2,0.12694383964273664,0.17944198441505432,34,0.9623888888888888,0.949,0.1769800583124161,6,False,True
2025-12-19 21:08:28,mlp_cls_stl,grid,31,12,2,0.12632847823699314,0.18209477575620014,34,0.9617037037037037,0.9478333333333333,0.1769800583124161,7,False,True
2025-12-19 21:08:38,mlp_cls_stl,grid,32,12,2,0.12433539622139048,0.18307212913036347,34,0.9631481481481482,0.9458333333333333,0.1769800583124161,8,False,True
2025-12-19 21:08:48,mlp_cls_stl,grid,33,12,2,0.1232648368720655,0.1801354320049286,34,0.9629814814814814,0.9471666666666667,0.1769800583124161,9,False,True
2025-12-19 21:08:57,mlp_cls_stl,grid,34,12,2,0.12186897956883466,0.18198980748653412,34,0.9635925925925926,0.95,0.1769800583124161,10,False,True
