[2026-05-16 20:55:18] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 20:55:18] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_036_d2_w108/training_log.txt
[2026-05-16 20:55:18] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_036_d2_w108/training_stats.csv
[2026-05-16 20:55:21] [representation][random][cand_036_d2_w108] epoch=1 train_loss=0.890699 val_loss=0.781765 best=0.781765 es=0/5
[2026-05-16 20:55:24] [representation][random][cand_036_d2_w108] epoch=2 train_loss=0.567395 val_loss=0.489070 best=0.489070 es=0/5
[2026-05-16 20:55:28] [representation][random][cand_036_d2_w108] epoch=3 train_loss=0.398279 val_loss=0.315394 best=0.315394 es=0/5
[2026-05-16 20:55:31] [representation][random][cand_036_d2_w108] epoch=4 train_loss=0.279551 val_loss=0.211820 best=0.211820 es=0/5
[2026-05-16 20:55:34] [representation][random][cand_036_d2_w108] epoch=5 train_loss=0.192300 val_loss=0.141565 best=0.141565 es=0/5
[2026-05-16 20:55:37] [representation][random][cand_036_d2_w108] epoch=6 train_loss=0.131345 val_loss=0.095448 best=0.095448 es=0/5
[2026-05-16 20:55:40] [representation][random][cand_036_d2_w108] epoch=7 train_loss=0.092277 val_loss=0.068739 best=0.068739 es=0/5
[2026-05-16 20:55:43] [representation][random][cand_036_d2_w108] epoch=8 train_loss=0.068106 val_loss=0.053235 best=0.053235 es=0/5
[2026-05-16 20:55:46] [representation][random][cand_036_d2_w108] epoch=9 train_loss=0.053805 val_loss=0.043162 best=0.043162 es=0/5
[2026-05-16 20:55:49] [representation][random][cand_036_d2_w108] epoch=10 train_loss=0.043773 val_loss=0.035678 best=0.035678 es=0/5
[2026-05-16 20:55:53] [representation][random][cand_036_d2_w108] epoch=11 train_loss=0.036908 val_loss=0.030452 best=0.030452 es=0/5
[2026-05-16 20:55:56] [representation][random][cand_036_d2_w108] epoch=12 train_loss=0.032012 val_loss=0.026463 best=0.026463 es=0/5
[2026-05-16 20:55:59] [representation][random][cand_036_d2_w108] epoch=13 train_loss=0.028360 val_loss=0.023451 best=0.023451 es=0/5
[2026-05-16 20:56:02] [representation][random][cand_036_d2_w108] epoch=14 train_loss=0.024975 val_loss=0.020944 best=0.020944 es=0/5
[2026-05-16 20:56:06] [representation][random][cand_036_d2_w108] epoch=15 train_loss=0.022524 val_loss=0.018995 best=0.018995 es=0/5
[2026-05-16 20:56:09] [representation][random][cand_036_d2_w108] epoch=16 train_loss=0.020613 val_loss=0.017120 best=0.017120 es=0/5
[2026-05-16 20:56:12] [representation][random][cand_036_d2_w108] epoch=17 train_loss=0.018767 val_loss=0.015757 best=0.015757 es=0/5
[2026-05-16 20:56:15] [representation][random][cand_036_d2_w108] epoch=18 train_loss=0.017242 val_loss=0.014753 best=0.014753 es=0/5
