[2026-05-16 22:34:02] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 22:34:02] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_054_d3_w108/training_log.txt
[2026-05-16 22:34:02] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_054_d3_w108/training_stats.csv
[2026-05-16 22:34:05] [representation][random][cand_054_d3_w108] epoch=1 train_loss=0.858918 val_loss=0.829006 best=0.829006 es=0/5
[2026-05-16 22:34:08] [representation][random][cand_054_d3_w108] epoch=2 train_loss=0.552659 val_loss=0.501104 best=0.501104 es=0/5
[2026-05-16 22:34:11] [representation][random][cand_054_d3_w108] epoch=3 train_loss=0.388360 val_loss=0.310474 best=0.310474 es=0/5
[2026-05-16 22:34:14] [representation][random][cand_054_d3_w108] epoch=4 train_loss=0.271991 val_loss=0.207141 best=0.207141 es=0/5
[2026-05-16 22:34:17] [representation][random][cand_054_d3_w108] epoch=5 train_loss=0.187689 val_loss=0.136545 best=0.136545 es=0/5
[2026-05-16 22:34:21] [representation][random][cand_054_d3_w108] epoch=6 train_loss=0.129327 val_loss=0.094814 best=0.094814 es=0/5
[2026-05-16 22:34:24] [representation][random][cand_054_d3_w108] epoch=7 train_loss=0.092953 val_loss=0.070486 best=0.070486 es=0/5
[2026-05-16 22:34:27] [representation][random][cand_054_d3_w108] epoch=8 train_loss=0.071438 val_loss=0.056191 best=0.056191 es=0/5
[2026-05-16 22:34:31] [representation][random][cand_054_d3_w108] epoch=9 train_loss=0.059052 val_loss=0.047918 best=0.047918 es=0/5
[2026-05-16 22:34:34] [representation][random][cand_054_d3_w108] epoch=10 train_loss=0.049630 val_loss=0.041476 best=0.041476 es=0/5
[2026-05-16 22:34:37] [representation][random][cand_054_d3_w108] epoch=11 train_loss=0.042871 val_loss=0.035585 best=0.035585 es=0/5
[2026-05-16 22:34:40] [representation][random][cand_054_d3_w108] epoch=12 train_loss=0.037248 val_loss=0.031180 best=0.031180 es=0/5
[2026-05-16 22:34:43] [representation][random][cand_054_d3_w108] epoch=13 train_loss=0.032702 val_loss=0.027653 best=0.027653 es=0/5
[2026-05-16 22:34:46] [representation][random][cand_054_d3_w108] epoch=14 train_loss=0.029419 val_loss=0.025233 best=0.025233 es=0/5
[2026-05-16 22:34:50] [representation][random][cand_054_d3_w108] epoch=15 train_loss=0.026562 val_loss=0.022298 best=0.022298 es=0/5
[2026-05-16 22:34:53] [representation][random][cand_054_d3_w108] epoch=16 train_loss=0.024221 val_loss=0.020920 best=0.020920 es=0/5
[2026-05-16 22:34:56] [representation][random][cand_054_d3_w108] epoch=17 train_loss=0.022592 val_loss=0.019155 best=0.019155 es=0/5
[2026-05-16 22:34:59] [representation][random][cand_054_d3_w108] epoch=18 train_loss=0.020480 val_loss=0.017938 best=0.017938 es=0/5
