task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct,warmup_to_uniform
anomaly,ae_width_to_depth,0,cand_000_d1_w1,[1],0.7162997126579285,519,524,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_000_d1_w1/checkpoint_last.pt,True,width,0,0,0,False,0,0.7162997126579285,inf,False
anomaly,ae_width_to_depth,1,cand_001_d1_w2,[2],0.7380790710449219,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_001_d1_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_001_d1_w2/checkpoint_last.pt,False,width,1,0,1,False,1,0.7162997126579285,0.0,False
anomaly,ae_width_to_depth,2,cand_002_d1_w3,[3],0.6212624311447144,252,257,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_002_d1_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_002_d1_w3/checkpoint_last.pt,True,width,0,0,0,False,0,0.6212624311447144,13.267809526345506,False
anomaly,ae_width_to_depth,3,cand_003_d1_w4,[4],0.5776384472846985,343,348,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_003_d1_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_003_d1_w4/checkpoint_last.pt,True,width,0,0,0,False,0,0.5776384472846985,7.0218287269738795,False
anomaly,ae_width_to_depth,4,cand_004_d1_w5,[5],0.544185996055603,141,146,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_004_d1_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_004_d1_w5/checkpoint_last.pt,True,width,0,0,0,False,0,0.544185996055603,5.791243880379707,False
anomaly,ae_width_to_depth,5,cand_005_d1_w6,[6],0.5066466927528381,208,213,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_005_d1_w6/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_005_d1_w6/checkpoint_last.pt,True,width,0,0,0,False,0,0.5066466927528381,6.898248682409911,False
anomaly,ae_width_to_depth,6,cand_006_d1_w7,[7],0.46241042017936707,268,273,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_006_d1_w7/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_006_d1_w7/checkpoint_last.pt,True,width,0,0,0,False,0,0.46241042017936707,8.731187473684198,False
anomaly,ae_width_to_depth,7,cand_007_d1_w8,[8],0.4310591220855713,128,133,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_007_d1_w8/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_007_d1_w8/checkpoint_last.pt,True,width,0,0,0,False,0,0.4310591220855713,6.7799722336781985,False
anomaly,ae_width_to_depth,8,cand_008_d1_w9,[9],0.39760565757751465,192,197,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_008_d1_w9/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_008_d1_w9/checkpoint_last.pt,True,width,0,0,0,False,0,0.39760565757751465,7.7607601356863665,False
anomaly,ae_width_to_depth,9,cand_009_d1_w10,[10],0.36373525857925415,139,144,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_009_d1_w10/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_009_d1_w10/checkpoint_last.pt,True,width,0,0,0,False,0,0.36373525857925415,8.518590807943255,False
anomaly,ae_width_to_depth,10,cand_010_d1_w11,[11],0.33538076281547546,105,110,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_010_d1_w11/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_010_d1_w11/checkpoint_last.pt,True,width,0,0,0,False,0,0.33538076281547546,7.795366298700607,False
anomaly,ae_width_to_depth,11,cand_011_d1_w12,[12],0.30925023555755615,108,113,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_011_d1_w12/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_011_d1_w12/checkpoint_last.pt,True,width,0,0,0,False,0,0.30925023555755615,7.791301754625735,False
anomaly,ae_width_to_depth,12,cand_012_d1_w13,[13],0.28163856267929077,137,142,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_012_d1_w13/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_012_d1_w13/checkpoint_last.pt,True,width,0,0,0,False,0,0.28163856267929077,8.92858588401186,False
anomaly,ae_width_to_depth,13,cand_013_d1_w14,[14],0.25739240646362305,111,116,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_013_d1_w14/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_013_d1_w14/checkpoint_last.pt,True,width,0,0,0,False,0,0.25739240646362305,8.608961778887311,False
anomaly,ae_width_to_depth,14,cand_014_d1_w15,[15],0.2339065819978714,85,90,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_014_d1_w15/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_014_d1_w15/checkpoint_last.pt,True,width,0,0,0,False,0,0.2339065819978714,9.124521110948496,False
anomaly,ae_width_to_depth,15,cand_015_d1_w16,[16],0.20895124971866608,96,101,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_015_d1_w16/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_015_d1_w16/checkpoint_last.pt,True,width,0,0,0,False,0,0.20895124971866608,10.668931188705251,False
anomaly,ae_width_to_depth,16,cand_016_d1_w17,[17],0.19395095109939575,84,89,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_016_d1_w17/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/anomaly/ae_width_to_depth/cand_016_d1_w17/checkpoint_last.pt,True,width,0,0,0,False,0,0.19395095109939575,7.178850875248111,False
