[2026-06-12 22:11:06] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 22:11:06] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_801_d7_w126/training_log.txt
[2026-06-12 22:11:06] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_801_d7_w126/training_stats.csv
[2026-06-12 22:11:07] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.006810 val_loss=0.001556 best=0.001556 es=0/10
[2026-06-12 22:11:07] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.002174 val_loss=0.001542 best=0.001542 es=0/10
[2026-06-12 22:11:07] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.006900 val_loss=0.001190 best=0.001190 es=0/10
[2026-06-12 22:11:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.002955 val_loss=0.002169 best=0.002169 es=0/10
[2026-06-12 22:11:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.011853 val_loss=0.002783 best=0.002783 es=0/10
[2026-06-12 22:11:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.003737 val_loss=0.002366 best=0.002366 es=0/10
[2026-06-12 22:11:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.003607 val_loss=0.001467 best=0.001467 es=0/10
[2026-06-12 22:11:09] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.003218 val_loss=0.001026 best=0.001026 es=0/10
[2026-06-12 22:11:09] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.003501 val_loss=0.001387 best=0.001387 es=0/10
[2026-06-12 22:11:09] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.002840 val_loss=0.001300 best=0.001300 es=0/10
[2026-06-12 22:11:10] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.002168 val_loss=0.001011 best=0.001011 es=0/10
[2026-06-12 22:11:10] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000989 val_loss=0.001000 best=0.001000 es=0/10
[2026-06-12 22:11:10] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000869 val_loss=0.000818 best=0.000818 es=0/10
[2026-06-12 22:11:10] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.001489 val_loss=0.000315 best=0.000315 es=0/10
[2026-06-12 22:11:11] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000519 val_loss=0.000354 best=0.000354 es=0/10
[2026-06-12 22:11:11] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.001345 val_loss=0.000613 best=0.000613 es=0/10
[2026-06-12 22:11:11] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.001295 val_loss=0.000261 best=0.000261 es=0/10
[2026-06-12 22:11:11] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.001976 val_loss=0.000183 best=0.000183 es=0/10
[2026-06-12 22:11:12] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.001238 val_loss=0.000183 best=0.000183 es=0/10
[2026-06-12 22:11:12] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000562 val_loss=0.000164 best=0.000164 es=0/10
[2026-06-12 22:11:12] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.001138 val_loss=0.000337 best=0.000337 es=0/10
[2026-06-12 22:11:13] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000437 val_loss=0.000252 best=0.000252 es=0/10
[2026-06-12 22:11:13] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.001386 val_loss=0.000157 best=0.000157 es=0/10
[2026-06-12 22:11:13] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000431 val_loss=0.000187 best=0.000187 es=0/10
[2026-06-12 22:11:13] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000499 val_loss=0.000164 best=0.000164 es=0/10
[2026-06-12 22:11:14] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000261 val_loss=0.000223 best=0.000223 es=0/10
[2026-06-12 22:11:14] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000930 val_loss=0.000232 best=0.000232 es=0/10
[2026-06-12 22:11:14] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 46] train_loss=0.000301 val_loss=0.000135 best=0.000135 es=0/10
