[2026-06-11 00:54:28] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 00:54:28] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_142_d2_w72/training_log.txt
[2026-06-11 00:54:28] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_142_d2_w72/training_stats.csv
[2026-06-11 00:54:28] Epoch 1 | architecture=[72, 71] train_loss=0.016489 val_loss=0.010393 best=0.010393 es=0/10
[2026-06-11 00:54:28] Epoch 1 | architecture=[72, 71] train_loss=0.006404 val_loss=0.009765 best=0.009765 es=0/10
[2026-06-11 00:54:28] Epoch 1 | architecture=[72, 71] train_loss=0.005986 val_loss=0.008786 best=0.008786 es=0/10
[2026-06-11 00:54:29] Epoch 1 | architecture=[72, 71] train_loss=0.006164 val_loss=0.007456 best=0.007456 es=0/10
[2026-06-11 00:54:29] Epoch 1 | architecture=[72, 71] train_loss=0.003842 val_loss=0.006890 best=0.006890 es=0/10
[2026-06-11 00:54:29] Epoch 1 | architecture=[72, 71] train_loss=0.003419 val_loss=0.005101 best=0.005101 es=0/10
[2026-06-11 00:54:29] Epoch 1 | architecture=[72, 71] train_loss=0.003574 val_loss=0.003823 best=0.003823 es=0/10
[2026-06-11 00:54:30] Epoch 1 | architecture=[72, 71] train_loss=0.003884 val_loss=0.002902 best=0.002902 es=0/10
[2026-06-11 00:54:30] Epoch 1 | architecture=[72, 71] train_loss=0.002254 val_loss=0.003010 best=0.003010 es=0/10
[2026-06-11 00:54:30] Epoch 1 | architecture=[72, 71] train_loss=0.003526 val_loss=0.003280 best=0.003280 es=0/10
[2026-06-11 00:54:30] Epoch 1 | architecture=[72, 71] train_loss=0.002341 val_loss=0.002821 best=0.002821 es=0/10
[2026-06-11 00:54:31] Epoch 1 | architecture=[72, 71] train_loss=0.002673 val_loss=0.002862 best=0.002862 es=0/10
[2026-06-11 00:54:31] Epoch 1 | architecture=[72, 71] train_loss=0.002410 val_loss=0.002470 best=0.002470 es=0/10
[2026-06-11 00:54:31] Epoch 1 | architecture=[72, 71] train_loss=0.002792 val_loss=0.002953 best=0.002953 es=0/10
[2026-06-11 00:54:31] Epoch 1 | architecture=[72, 71] train_loss=0.002458 val_loss=0.003335 best=0.003335 es=0/10
[2026-06-11 00:54:32] Epoch 1 | architecture=[72, 71] train_loss=0.002074 val_loss=0.003066 best=0.003066 es=0/10
[2026-06-11 00:54:32] Epoch 1 | architecture=[72, 71] train_loss=0.002917 val_loss=0.002702 best=0.002702 es=0/10
[2026-06-11 00:54:32] Epoch 1 | architecture=[72, 71] train_loss=0.001870 val_loss=0.002275 best=0.002275 es=0/10
[2026-06-11 00:54:32] Epoch 1 | architecture=[72, 71] train_loss=0.002970 val_loss=0.002377 best=0.002377 es=0/10
[2026-06-11 00:54:33] Epoch 1 | architecture=[72, 71] train_loss=0.001586 val_loss=0.002526 best=0.002526 es=0/10
[2026-06-11 00:54:33] Epoch 1 | architecture=[72, 71] train_loss=0.001815 val_loss=0.002543 best=0.002543 es=0/10
[2026-06-11 00:54:33] Epoch 1 | architecture=[72, 71] train_loss=0.001707 val_loss=0.002465 best=0.002465 es=0/10
[2026-06-11 00:54:33] Epoch 1 | architecture=[72, 71] train_loss=0.002075 val_loss=0.002293 best=0.002293 es=0/10
[2026-06-11 00:54:34] Epoch 1 | architecture=[72, 71] train_loss=0.001628 val_loss=0.002345 best=0.002345 es=0/10
[2026-06-11 00:54:34] Epoch 1 | architecture=[72, 71] train_loss=0.002045 val_loss=0.002345 best=0.002345 es=0/10
[2026-06-11 00:54:34] Epoch 1 | architecture=[72, 71] train_loss=0.001337 val_loss=0.002497 best=0.002497 es=0/10
[2026-06-11 00:54:34] Epoch 1 | architecture=[72, 71] train_loss=0.002013 val_loss=0.002307 best=0.002307 es=0/10
[2026-06-11 00:54:35] Epoch 1 | architecture=[72, 71] train_loss=0.001790 val_loss=0.002102 best=0.002102 es=0/10
[2026-06-11 00:54:35] Epoch 1 | architecture=[72, 71] train_loss=0.001889 val_loss=0.002103 best=0.002103 es=0/10
[2026-06-11 00:54:35] Epoch 1 | architecture=[72, 71] train_loss=0.001545 val_loss=0.002345 best=0.002345 es=0/10
[2026-06-11 00:54:35] Epoch 1 | architecture=[72, 71] train_loss=0.001625 val_loss=0.002802 best=0.002802 es=0/10
[2026-06-11 00:54:36] Epoch 1 | architecture=[72, 71] train_loss=0.002911 val_loss=0.002303 best=0.002303 es=0/10
[2026-06-11 00:54:36] Epoch 1 | architecture=[72, 71] train_loss=0.001823 val_loss=0.002547 best=0.002547 es=0/10
[2026-06-11 00:54:36] Epoch 1 | architecture=[72, 71] train_loss=0.002068 val_loss=0.002261 best=0.002261 es=0/10
[2026-06-11 00:54:36] Epoch 1 | architecture=[72, 71] train_loss=0.002013 val_loss=0.002438 best=0.002438 es=0/10
[2026-06-11 00:54:37] Epoch 1 | architecture=[72, 71] train_loss=0.001632 val_loss=0.002339 best=0.002339 es=0/10
[2026-06-11 00:54:37] Epoch 1 | architecture=[72, 71] train_loss=0.001386 val_loss=0.002282 best=0.002282 es=0/10
[2026-06-11 00:54:37] Epoch 1 | architecture=[72, 71] train_loss=0.001525 val_loss=0.002209 best=0.002209 es=0/10
