timestamp,model,mode,epoch,width,depth,train_loss,val_loss,neurons,best_val,es_counter,improved,train_acc,val_acc
2026-06-11 18:55:52,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.03097261349001145,0.11063706258319274,801,0.11063706258319274,0,True,0.9880209117704009,0.9700005163422316
2026-06-11 18:55:56,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.025747814136755344,0.11403061513773466,801,0.11403061513773466,0,True,0.9900626062261999,0.9685375466859435
2026-06-11 18:55:59,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.02660356106178511,0.11272453644482236,801,0.11272453644482236,0,True,0.9896624427185301,0.9697423452264161
2026-06-11 18:56:02,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.024532021576492317,0.11145560636830981,801,0.11145560636830981,0,True,0.9905359179019384,0.9709815665823308
2026-06-11 18:56:05,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.024813590516151503,0.11380811976544432,801,0.11380811976544432,0,True,0.9903939243992169,0.9698456136727422
2026-06-11 18:56:09,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.026475399304583272,0.11410102464780715,801,0.11410102464780715,0,True,0.989600051634001,0.9690194661021325
2026-06-11 18:56:12,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.026915554389197596,0.11768806198733134,801,0.11768806198733134,0,True,0.9893741528796712,0.969260425810227
2026-06-11 18:56:15,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.028476169489364007,0.11547183041719189,801,0.11547183041719189,0,True,0.9890772573739808,0.9689334090635273
2026-06-11 18:56:18,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.02834501604887745,0.11544920762076304,801,0.11544920762076304,0,True,0.9889029926206407,0.9689850432866904
2026-06-11 18:56:21,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.026573079237719018,0.11178724839225455,801,0.11178724839225455,0,True,0.9897226823863514,0.9696218653723688
2026-06-11 18:56:24,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.027366557228157045,0.11260305957585649,801,0.11260305957585649,0,True,0.9894193326305372,0.9697767680418582
