[2026-05-16 11:33:41] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:33:41] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_034_d2_w36/training_log.txt
[2026-05-16 11:33:41] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_034_d2_w36/training_stats.csv
[2026-05-16 11:33:43] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=1 train_loss=0.198273 val_loss=0.184969 best=0.184969 es=0/5
[2026-05-16 11:33:46] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=2 train_loss=0.193193 val_loss=0.183360 best=0.183360 es=0/5
[2026-05-16 11:33:48] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=3 train_loss=0.192307 val_loss=0.182723 best=0.182723 es=0/5
[2026-05-16 11:33:51] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=4 train_loss=0.191548 val_loss=0.182053 best=0.182053 es=0/5
[2026-05-16 11:33:53] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=5 train_loss=0.191135 val_loss=0.181391 best=0.181391 es=0/5
[2026-05-16 11:33:56] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=6 train_loss=0.190613 val_loss=0.180786 best=0.180786 es=0/5
[2026-05-16 11:33:58] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=7 train_loss=0.189623 val_loss=0.179800 best=0.179800 es=0/5
[2026-05-16 11:34:01] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=8 train_loss=0.189041 val_loss=0.179116 best=0.179116 es=0/5
[2026-05-16 11:34:03] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=9 train_loss=0.188237 val_loss=0.178353 best=0.178353 es=0/5
[2026-05-16 11:34:06] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=10 train_loss=0.187388 val_loss=0.177418 best=0.177418 es=0/5
[2026-05-16 11:34:08] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=11 train_loss=0.186617 val_loss=0.176371 best=0.176371 es=0/5
[2026-05-16 11:34:11] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=12 train_loss=0.185430 val_loss=0.175310 best=0.175310 es=0/5
[2026-05-16 11:34:13] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=13 train_loss=0.184631 val_loss=0.174445 best=0.174445 es=0/5
[2026-05-16 11:34:16] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=14 train_loss=0.183555 val_loss=0.173051 best=0.173051 es=0/5
[2026-05-16 11:34:18] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=15 train_loss=0.182436 val_loss=0.172179 best=0.172179 es=0/5
[2026-05-16 11:34:21] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=16 train_loss=0.181513 val_loss=0.171413 best=0.171413 es=0/5
[2026-05-16 11:34:23] [representation][ae_width_to_depth][cand_034_d2_w36] epoch=17 train_loss=0.180708 val_loss=0.170639 best=0.170639 es=0/5
