[2026-05-16 12:17:29] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 12:17:29] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_071_d2_w73/training_log.txt
[2026-05-16 12:17:29] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_071_d2_w73/training_stats.csv
[2026-05-16 12:17:31] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=1 train_loss=0.008962 val_loss=0.006208 best=0.006208 es=0/5
[2026-05-16 12:17:34] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=2 train_loss=0.005906 val_loss=0.004916 best=0.004916 es=0/5
[2026-05-16 12:17:36] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=3 train_loss=0.005737 val_loss=0.005071 best=0.004916 es=1/5
[2026-05-16 12:17:39] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=4 train_loss=0.005771 val_loss=0.004549 best=0.004549 es=0/5
[2026-05-16 12:17:41] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=5 train_loss=0.005217 val_loss=0.004512 best=0.004549 es=1/5
[2026-05-16 12:17:44] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=6 train_loss=0.005239 val_loss=0.004401 best=0.004401 es=0/5
[2026-05-16 12:17:46] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=7 train_loss=0.005253 val_loss=0.004431 best=0.004401 es=1/5
[2026-05-16 12:17:49] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=8 train_loss=0.005203 val_loss=0.004643 best=0.004401 es=2/5
[2026-05-16 12:17:51] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=9 train_loss=0.005268 val_loss=0.004373 best=0.004401 es=3/5
[2026-05-16 12:17:54] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=10 train_loss=0.005107 val_loss=0.004349 best=0.004401 es=4/5
[2026-05-16 12:17:56] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=11 train_loss=0.005108 val_loss=0.004276 best=0.004276 es=0/5
[2026-05-16 12:17:59] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=12 train_loss=0.005061 val_loss=0.004515 best=0.004276 es=1/5
[2026-05-16 12:18:01] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=13 train_loss=0.005019 val_loss=0.004197 best=0.004276 es=2/5
[2026-05-16 12:18:04] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=14 train_loss=0.005151 val_loss=0.004336 best=0.004276 es=3/5
[2026-05-16 12:18:06] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=15 train_loss=0.005502 val_loss=0.004562 best=0.004276 es=4/5
[2026-05-16 12:18:09] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=16 train_loss=0.005019 val_loss=0.004077 best=0.004077 es=0/5
[2026-05-16 12:18:11] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=17 train_loss=0.004686 val_loss=0.004226 best=0.004077 es=1/5
[2026-05-16 12:18:14] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=18 train_loss=0.005000 val_loss=0.004127 best=0.004077 es=2/5
[2026-05-16 12:18:17] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=19 train_loss=0.005087 val_loss=0.004563 best=0.004077 es=3/5
[2026-05-16 12:18:19] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=20 train_loss=0.005559 val_loss=0.004395 best=0.004077 es=4/5
[2026-05-16 12:18:22] [representation][ae_width_to_depth][cand_071_d2_w73] epoch=21 train_loss=0.005036 val_loss=0.004028 best=0.004077 es=5/5
