[2026-06-11 00:36:22] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 00:36:22] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_032_d1_w33/training_log.txt
[2026-06-11 00:36:22] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_032_d1_w33/training_stats.csv
[2026-06-11 00:36:22] Epoch 1 | architecture=[33] train_loss=0.024163 val_loss=0.018895 best=0.018895 es=0/10
[2026-06-11 00:36:22] Epoch 1 | architecture=[33] train_loss=0.016836 val_loss=0.017283 best=0.017283 es=0/10
[2026-06-11 00:36:22] Epoch 1 | architecture=[33] train_loss=0.016058 val_loss=0.018560 best=0.018560 es=0/10
[2026-06-11 00:36:22] Epoch 1 | architecture=[33] train_loss=0.016824 val_loss=0.017922 best=0.017922 es=0/10
[2026-06-11 00:36:23] Epoch 1 | architecture=[33] train_loss=0.015984 val_loss=0.017317 best=0.017317 es=0/10
[2026-06-11 00:36:23] Epoch 1 | architecture=[33] train_loss=0.015321 val_loss=0.017557 best=0.017557 es=0/10
[2026-06-11 00:36:23] Epoch 1 | architecture=[33] train_loss=0.015908 val_loss=0.017163 best=0.017163 es=0/10
[2026-06-11 00:36:23] Epoch 1 | architecture=[33] train_loss=0.015455 val_loss=0.015327 best=0.015327 es=0/10
[2026-06-11 00:36:24] Epoch 1 | architecture=[33] train_loss=0.014696 val_loss=0.014678 best=0.014678 es=0/10
[2026-06-11 00:36:24] Epoch 1 | architecture=[33] train_loss=0.014585 val_loss=0.014555 best=0.014555 es=0/10
[2026-06-11 00:36:24] Epoch 1 | architecture=[33] train_loss=0.014246 val_loss=0.014963 best=0.014963 es=0/10
[2026-06-11 00:36:24] Epoch 1 | architecture=[33] train_loss=0.014810 val_loss=0.015753 best=0.015753 es=0/10
[2026-06-11 00:36:24] Epoch 1 | architecture=[33] train_loss=0.014431 val_loss=0.016195 best=0.016195 es=0/10
[2026-06-11 00:36:25] Epoch 1 | architecture=[33] train_loss=0.014120 val_loss=0.015999 best=0.015999 es=0/10
[2026-06-11 00:36:25] Epoch 1 | architecture=[33] train_loss=0.014200 val_loss=0.014922 best=0.014922 es=0/10
[2026-06-11 00:36:25] Epoch 1 | architecture=[33] train_loss=0.014265 val_loss=0.014583 best=0.014583 es=0/10
[2026-06-11 00:36:26] Epoch 1 | architecture=[33] train_loss=0.014325 val_loss=0.014778 best=0.014778 es=0/10
[2026-06-11 00:36:26] Epoch 1 | architecture=[33] train_loss=0.014483 val_loss=0.015184 best=0.015184 es=0/10
[2026-06-11 00:36:26] Epoch 1 | architecture=[33] train_loss=0.015014 val_loss=0.015582 best=0.015582 es=0/10
[2026-06-11 00:36:26] Epoch 1 | architecture=[33] train_loss=0.013979 val_loss=0.015230 best=0.015230 es=0/10
