[2026-05-18 01:00:59] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:00:59] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_021_d1_w22/training_log.txt
[2026-05-18 01:00:59] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_021_d1_w22/training_stats.csv
[2026-05-18 01:00:59] [CANDIDATE] task=representation phase=ae_alt_width index=21 search_phase=width architecture=[22]
[2026-05-18 01:01:03] [representation][ae_alt_width][cand_021_d1_w22] epoch=1 architecture=[22] train_loss=0.493086 val_loss=0.492395 best=0.491936 es=0/5
[2026-05-18 01:01:06] [representation][ae_alt_width][cand_021_d1_w22] epoch=2 architecture=[22] train_loss=0.492077 val_loss=0.492195 best=0.491936 es=0/5
[2026-05-18 01:01:08] [representation][ae_alt_width][cand_021_d1_w22] epoch=3 architecture=[22] train_loss=0.491942 val_loss=0.491658 best=0.491658 es=0/5
[2026-05-18 01:01:10] [representation][ae_alt_width][cand_021_d1_w22] epoch=4 architecture=[22] train_loss=0.491912 val_loss=0.491667 best=0.491658 es=1/5
[2026-05-18 01:01:14] [representation][ae_alt_width][cand_021_d1_w22] epoch=5 architecture=[22] train_loss=0.491626 val_loss=0.491550 best=0.491550 es=0/5
[2026-05-18 01:01:16] [representation][ae_alt_width][cand_021_d1_w22] epoch=6 architecture=[22] train_loss=0.491661 val_loss=0.491541 best=0.491550 es=1/5
[2026-05-18 01:01:19] [representation][ae_alt_width][cand_021_d1_w22] epoch=7 architecture=[22] train_loss=0.491469 val_loss=0.491059 best=0.491059 es=0/5
[2026-05-18 01:01:21] [representation][ae_alt_width][cand_021_d1_w22] epoch=8 architecture=[22] train_loss=0.491068 val_loss=0.490855 best=0.490855 es=0/5
[2026-05-18 01:01:23] [representation][ae_alt_width][cand_021_d1_w22] epoch=9 architecture=[22] train_loss=0.490928 val_loss=0.490754 best=0.490754 es=0/5
[2026-05-18 01:01:27] [representation][ae_alt_width][cand_021_d1_w22] epoch=10 architecture=[22] train_loss=0.490830 val_loss=0.490875 best=0.490754 es=1/5
[2026-05-18 01:01:30] [representation][ae_alt_width][cand_021_d1_w22] epoch=11 architecture=[22] train_loss=0.490591 val_loss=0.490533 best=0.490533 es=0/5
[2026-05-18 01:01:32] [representation][ae_alt_width][cand_021_d1_w22] epoch=12 architecture=[22] train_loss=0.490540 val_loss=0.490882 best=0.490533 es=1/5
[2026-05-18 01:01:34] [representation][ae_alt_width][cand_021_d1_w22] epoch=13 architecture=[22] train_loss=0.490442 val_loss=0.490144 best=0.490144 es=0/5
[2026-05-18 01:01:36] [representation][ae_alt_width][cand_021_d1_w22] epoch=14 architecture=[22] train_loss=0.490398 val_loss=0.490513 best=0.490144 es=1/5
[2026-05-18 01:01:40] [representation][ae_alt_width][cand_021_d1_w22] epoch=15 architecture=[22] train_loss=0.490392 val_loss=0.490351 best=0.490144 es=2/5
[2026-05-18 01:01:42] [representation][ae_alt_width][cand_021_d1_w22] epoch=16 architecture=[22] train_loss=0.490330 val_loss=0.490222 best=0.490144 es=3/5
[2026-05-18 01:01:45] [representation][ae_alt_width][cand_021_d1_w22] epoch=17 architecture=[22] train_loss=0.490129 val_loss=0.489992 best=0.489992 es=0/5
[2026-05-18 01:01:47] [representation][ae_alt_width][cand_021_d1_w22] epoch=18 architecture=[22] train_loss=0.489628 val_loss=0.489955 best=0.489992 es=1/5
[2026-05-18 01:01:49] [representation][ae_alt_width][cand_021_d1_w22] epoch=19 architecture=[22] train_loss=0.489781 val_loss=0.489787 best=0.489787 es=0/5
[2026-05-18 01:01:53] [representation][ae_alt_width][cand_021_d1_w22] epoch=20 architecture=[22] train_loss=0.489567 val_loss=0.489908 best=0.489787 es=1/5
[2026-05-18 01:01:55] [representation][ae_alt_width][cand_021_d1_w22] epoch=21 architecture=[22] train_loss=0.489421 val_loss=0.489255 best=0.489255 es=0/5
[2026-05-18 01:01:58] [representation][ae_alt_width][cand_021_d1_w22] epoch=22 architecture=[22] train_loss=0.488946 val_loss=0.489018 best=0.489018 es=0/5
[2026-05-18 01:02:00] [representation][ae_alt_width][cand_021_d1_w22] epoch=23 architecture=[22] train_loss=0.488721 val_loss=0.488629 best=0.488629 es=0/5
[2026-05-18 01:02:02] [representation][ae_alt_width][cand_021_d1_w22] epoch=24 architecture=[22] train_loss=0.488951 val_loss=0.488745 best=0.488629 es=1/5
[2026-05-18 01:02:06] [representation][ae_alt_width][cand_021_d1_w22] epoch=25 architecture=[22] train_loss=0.488759 val_loss=0.488916 best=0.488629 es=2/5
[2026-05-18 01:02:09] [representation][ae_alt_width][cand_021_d1_w22] epoch=26 architecture=[22] train_loss=0.488870 val_loss=0.488407 best=0.488407 es=0/5
[2026-05-18 01:02:11] [representation][ae_alt_width][cand_021_d1_w22] epoch=27 architecture=[22] train_loss=0.488208 val_loss=0.488697 best=0.488407 es=1/5
[2026-05-18 01:02:13] [representation][ae_alt_width][cand_021_d1_w22] epoch=28 architecture=[22] train_loss=0.488206 val_loss=0.488478 best=0.488407 es=2/5
[2026-05-18 01:02:15] [representation][ae_alt_width][cand_021_d1_w22] epoch=29 architecture=[22] train_loss=0.488137 val_loss=0.488043 best=0.488043 es=0/5
[2026-05-18 01:02:19] [representation][ae_alt_width][cand_021_d1_w22] epoch=30 architecture=[22] train_loss=0.488319 val_loss=0.489027 best=0.488043 es=1/5
[2026-05-18 01:02:21] [representation][ae_alt_width][cand_021_d1_w22] epoch=31 architecture=[22] train_loss=0.487896 val_loss=0.487486 best=0.487486 es=0/5
[2026-05-18 01:02:24] [representation][ae_alt_width][cand_021_d1_w22] epoch=32 architecture=[22] train_loss=0.487533 val_loss=0.488062 best=0.487486 es=1/5
[2026-05-18 01:02:26] [representation][ae_alt_width][cand_021_d1_w22] epoch=33 architecture=[22] train_loss=0.487435 val_loss=0.488051 best=0.487486 es=2/5
[2026-05-18 01:02:28] [representation][ae_alt_width][cand_021_d1_w22] epoch=34 architecture=[22] train_loss=0.487478 val_loss=0.487421 best=0.487486 es=3/5
[2026-05-18 01:02:32] [representation][ae_alt_width][cand_021_d1_w22] epoch=35 architecture=[22] train_loss=0.486950 val_loss=0.487302 best=0.487302 es=0/5
[2026-05-18 01:02:34] [representation][ae_alt_width][cand_021_d1_w22] epoch=36 architecture=[22] train_loss=0.486917 val_loss=0.487285 best=0.487302 es=1/5
[2026-05-18 01:02:36] [representation][ae_alt_width][cand_021_d1_w22] epoch=37 architecture=[22] train_loss=0.486914 val_loss=0.486984 best=0.486984 es=0/5
[2026-05-18 01:02:39] [representation][ae_alt_width][cand_021_d1_w22] epoch=38 architecture=[22] train_loss=0.486956 val_loss=0.487401 best=0.486984 es=1/5
[2026-05-18 01:02:41] [representation][ae_alt_width][cand_021_d1_w22] epoch=39 architecture=[22] train_loss=0.486738 val_loss=0.486699 best=0.486699 es=0/5
[2026-05-18 01:02:45] [representation][ae_alt_width][cand_021_d1_w22] epoch=40 architecture=[22] train_loss=0.486633 val_loss=0.487260 best=0.486699 es=1/5
[2026-05-18 01:02:48] [representation][ae_alt_width][cand_021_d1_w22] epoch=41 architecture=[22] train_loss=0.486597 val_loss=0.486489 best=0.486489 es=0/5
[2026-05-18 01:02:50] [representation][ae_alt_width][cand_021_d1_w22] epoch=42 architecture=[22] train_loss=0.486005 val_loss=0.487238 best=0.486489 es=1/5
