[2026-05-16 17:45:27] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 17:45:27] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_010_d3_w16/training_log.txt
[2026-05-16 17:45:27] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_010_d3_w16/training_stats.csv
[2026-05-16 17:45:30] [representation][random][cand_010_d3_w16] epoch=1 train_loss=1.100953 val_loss=1.008936 best=1.008936 es=0/5
[2026-05-16 17:45:32] [representation][random][cand_010_d3_w16] epoch=2 train_loss=0.991695 val_loss=0.962629 best=0.962629 es=0/5
[2026-05-16 17:45:35] [representation][random][cand_010_d3_w16] epoch=3 train_loss=0.934709 val_loss=0.920836 best=0.920836 es=0/5
[2026-05-16 17:45:37] [representation][random][cand_010_d3_w16] epoch=4 train_loss=0.896331 val_loss=0.886186 best=0.886186 es=0/5
[2026-05-16 17:45:40] [representation][random][cand_010_d3_w16] epoch=5 train_loss=0.864932 val_loss=0.856705 best=0.856705 es=0/5
[2026-05-16 17:45:42] [representation][random][cand_010_d3_w16] epoch=6 train_loss=0.836967 val_loss=0.830359 best=0.830359 es=0/5
[2026-05-16 17:45:44] [representation][random][cand_010_d3_w16] epoch=7 train_loss=0.812451 val_loss=0.809033 best=0.809033 es=0/5
[2026-05-16 17:45:47] [representation][random][cand_010_d3_w16] epoch=8 train_loss=0.790555 val_loss=0.788033 best=0.788033 es=0/5
[2026-05-16 17:45:49] [representation][random][cand_010_d3_w16] epoch=9 train_loss=0.770663 val_loss=0.768582 best=0.768582 es=0/5
[2026-05-16 17:45:52] [representation][random][cand_010_d3_w16] epoch=10 train_loss=0.752572 val_loss=0.751062 best=0.751062 es=0/5
[2026-05-16 17:45:54] [representation][random][cand_010_d3_w16] epoch=11 train_loss=0.736082 val_loss=0.735079 best=0.735079 es=0/5
[2026-05-16 17:45:57] [representation][random][cand_010_d3_w16] epoch=12 train_loss=0.721152 val_loss=0.720943 best=0.720943 es=0/5
[2026-05-16 17:45:59] [representation][random][cand_010_d3_w16] epoch=13 train_loss=0.707756 val_loss=0.708453 best=0.708453 es=0/5
[2026-05-16 17:46:02] [representation][random][cand_010_d3_w16] epoch=14 train_loss=0.695783 val_loss=0.697346 best=0.697346 es=0/5
[2026-05-16 17:46:04] [representation][random][cand_010_d3_w16] epoch=15 train_loss=0.684938 val_loss=0.686744 best=0.686744 es=0/5
[2026-05-16 17:46:06] [representation][random][cand_010_d3_w16] epoch=16 train_loss=0.674909 val_loss=0.677022 best=0.677022 es=0/5
[2026-05-16 17:46:09] [representation][random][cand_010_d3_w16] epoch=17 train_loss=0.665722 val_loss=0.668631 best=0.668631 es=0/5
[2026-05-16 17:46:12] [representation][random][cand_010_d3_w16] epoch=18 train_loss=0.657720 val_loss=0.661287 best=0.661287 es=0/5
[2026-05-16 17:46:14] [representation][random][cand_010_d3_w16] epoch=19 train_loss=0.650420 val_loss=0.654344 best=0.654344 es=0/5
[2026-05-16 17:46:16] [representation][random][cand_010_d3_w16] epoch=20 train_loss=0.643752 val_loss=0.648149 best=0.648149 es=0/5
[2026-05-16 17:46:19] [representation][random][cand_010_d3_w16] epoch=21 train_loss=0.637611 val_loss=0.642220 best=0.642220 es=0/5
[2026-05-16 17:46:21] [representation][random][cand_010_d3_w16] epoch=22 train_loss=0.631968 val_loss=0.637157 best=0.637157 es=0/5
[2026-05-16 17:46:24] [representation][random][cand_010_d3_w16] epoch=23 train_loss=0.626870 val_loss=0.632101 best=0.632101 es=0/5
[2026-05-16 17:46:26] [representation][random][cand_010_d3_w16] epoch=24 train_loss=0.622301 val_loss=0.627938 best=0.627938 es=0/5
[2026-05-16 17:46:29] [representation][random][cand_010_d3_w16] epoch=25 train_loss=0.618278 val_loss=0.624099 best=0.624099 es=0/5
[2026-05-16 17:46:31] [representation][random][cand_010_d3_w16] epoch=26 train_loss=0.614506 val_loss=0.620404 best=0.620404 es=0/5
[2026-05-16 17:46:34] [representation][random][cand_010_d3_w16] epoch=27 train_loss=0.611374 val_loss=0.617252 best=0.617252 es=0/5
[2026-05-16 17:46:36] [representation][random][cand_010_d3_w16] epoch=28 train_loss=0.608234 val_loss=0.614506 best=0.614506 es=0/5
[2026-05-16 17:46:38] [representation][random][cand_010_d3_w16] epoch=29 train_loss=0.605521 val_loss=0.611923 best=0.611923 es=0/5
[2026-05-16 17:46:41] [representation][random][cand_010_d3_w16] epoch=30 train_loss=0.603009 val_loss=0.609452 best=0.609452 es=0/5
[2026-05-16 17:46:43] [representation][random][cand_010_d3_w16] epoch=31 train_loss=0.600858 val_loss=0.607394 best=0.607394 es=0/5
