[2026-05-20 08:59:11] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:59:11] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_032_d1_w33/training_log.txt
[2026-05-20 08:59:11] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_032_d1_w33/training_stats.csv
[2026-05-20 08:59:11] [CANDIDATE] task=autoencoding phase=ae_alt_width index=32 search_phase=width architecture=[33]
[2026-05-20 08:59:13] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=1 architecture=[33] train_loss=0.246573 val_loss=0.243017 best=0.243017 es=0/5
[2026-05-20 08:59:15] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=2 architecture=[33] train_loss=0.244405 val_loss=0.241748 best=0.241748 es=0/5
[2026-05-20 08:59:17] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=3 architecture=[33] train_loss=0.243093 val_loss=0.240430 best=0.240430 es=0/5
[2026-05-20 08:59:20] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=4 architecture=[33] train_loss=0.241730 val_loss=0.238973 best=0.238973 es=0/5
[2026-05-20 08:59:22] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=5 architecture=[33] train_loss=0.240197 val_loss=0.237251 best=0.237251 es=0/5
[2026-05-20 08:59:24] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=6 architecture=[33] train_loss=0.238414 val_loss=0.235429 best=0.235429 es=0/5
[2026-05-20 08:59:26] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=7 architecture=[33] train_loss=0.236923 val_loss=0.234042 best=0.234042 es=0/5
[2026-05-20 08:59:28] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=8 architecture=[33] train_loss=0.235401 val_loss=0.232358 best=0.232358 es=0/5
[2026-05-20 08:59:30] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=9 architecture=[33] train_loss=0.234143 val_loss=0.230986 best=0.230986 es=0/5
[2026-05-20 08:59:32] [autoencoding][ae_alt_width][cand_032_d1_w33] epoch=10 architecture=[33] train_loss=0.232954 val_loss=0.229995 best=0.229995 es=0/5
