[2026-05-16 12:00:56] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 12:00:56] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_048_d2_w50/training_log.txt
[2026-05-16 12:00:56] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_048_d2_w50/training_stats.csv
[2026-05-16 12:00:58] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=1 train_loss=0.032907 val_loss=0.025171 best=0.025171 es=0/5
[2026-05-16 12:01:01] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=2 train_loss=0.024090 val_loss=0.021892 best=0.021892 es=0/5
[2026-05-16 12:01:04] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=3 train_loss=0.022373 val_loss=0.021336 best=0.021336 es=0/5
[2026-05-16 12:01:06] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=4 train_loss=0.021859 val_loss=0.020771 best=0.020771 es=0/5
[2026-05-16 12:01:09] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=5 train_loss=0.021715 val_loss=0.020676 best=0.020771 es=1/5
[2026-05-16 12:01:11] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=6 train_loss=0.021687 val_loss=0.020379 best=0.020379 es=0/5
[2026-05-16 12:01:13] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=7 train_loss=0.021386 val_loss=0.020519 best=0.020379 es=1/5
[2026-05-16 12:01:16] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=8 train_loss=0.021445 val_loss=0.020367 best=0.020379 es=2/5
[2026-05-16 12:01:18] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=9 train_loss=0.021670 val_loss=0.020288 best=0.020379 es=3/5
[2026-05-16 12:01:21] [representation][ae_width_to_depth][cand_048_d2_w50] epoch=10 train_loss=0.021346 val_loss=0.020289 best=0.020379 es=4/5
