[2026-06-13 20:52:45] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:52:45] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_269_d3_w90/training_log.txt
[2026-06-13 20:52:45] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_269_d3_w90/training_stats.csv
[2026-06-13 20:52:46] Epoch 1 | architecture=[90, 90, 90] train_loss=0.005969 val_loss=0.002127 best=0.002127 es=0/10
[2026-06-13 20:52:46] Epoch 1 | architecture=[90, 90, 90] train_loss=0.002499 val_loss=0.003518 best=0.003518 es=0/10
[2026-06-13 20:52:46] Epoch 1 | architecture=[90, 90, 90] train_loss=0.005207 val_loss=0.001718 best=0.001718 es=0/10
[2026-06-13 20:52:46] Epoch 1 | architecture=[90, 90, 90] train_loss=0.002517 val_loss=0.001004 best=0.001004 es=0/10
[2026-06-13 20:52:47] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001122 val_loss=0.001853 best=0.001853 es=0/10
[2026-06-13 20:52:47] Epoch 1 | architecture=[90, 90, 90] train_loss=0.004551 val_loss=0.001517 best=0.001517 es=0/10
[2026-06-13 20:52:47] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001547 val_loss=0.000873 best=0.000873 es=0/10
[2026-06-13 20:52:47] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001365 val_loss=0.001015 best=0.001015 es=0/10
[2026-06-13 20:52:47] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001369 val_loss=0.001386 best=0.001386 es=0/10
[2026-06-13 20:52:48] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001901 val_loss=0.000722 best=0.000722 es=0/10
[2026-06-13 20:52:48] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001016 val_loss=0.000731 best=0.000731 es=0/10
[2026-06-13 20:52:48] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001012 val_loss=0.001002 best=0.001002 es=0/10
[2026-06-13 20:52:49] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001145 val_loss=0.000704 best=0.000704 es=0/10
[2026-06-13 20:52:49] Epoch 1 | architecture=[90, 90, 90] train_loss=0.000708 val_loss=0.000439 best=0.000439 es=0/10
[2026-06-13 20:52:49] Epoch 1 | architecture=[90, 90, 90] train_loss=0.000687 val_loss=0.000637 best=0.000637 es=0/10
[2026-06-13 20:52:49] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001000 val_loss=0.000538 best=0.000538 es=0/10
[2026-06-13 20:52:50] Epoch 1 | architecture=[90, 90, 90] train_loss=0.000420 val_loss=0.000719 best=0.000719 es=0/10
[2026-06-13 20:52:50] Epoch 1 | architecture=[90, 90, 90] train_loss=0.000648 val_loss=0.000595 best=0.000595 es=0/10
[2026-06-13 20:52:50] Epoch 1 | architecture=[90, 90, 90] train_loss=0.000666 val_loss=0.000580 best=0.000580 es=0/10
[2026-06-13 20:52:50] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001304 val_loss=0.000443 best=0.000443 es=0/10
[2026-06-13 20:52:50] Epoch 1 | architecture=[90, 90, 90] train_loss=0.000682 val_loss=0.000621 best=0.000621 es=0/10
[2026-06-13 20:52:51] Epoch 1 | architecture=[90, 90, 90] train_loss=0.000782 val_loss=0.000563 best=0.000563 es=0/10
[2026-06-13 20:52:51] Epoch 1 | architecture=[90, 90, 90] train_loss=0.001297 val_loss=0.000521 best=0.000521 es=0/10
[2026-06-13 20:52:51] Epoch 1 | architecture=[90, 90, 90] train_loss=0.000756 val_loss=0.000640 best=0.000640 es=0/10
