[2026-05-20 12:18:12] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:18:12] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_037_d1_w38/training_log.txt
[2026-05-20 12:18:12] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_037_d1_w38/training_stats.csv
[2026-05-20 12:18:12] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=37 search_phase=width architecture=[38]
[2026-05-20 12:18:14] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=1 architecture=[38] train_loss=0.154048 val_loss=0.144718 best=0.144718 es=0/5
[2026-05-20 12:18:17] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=2 architecture=[38] train_loss=0.152180 val_loss=0.143316 best=0.143316 es=0/5
[2026-05-20 12:18:20] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=3 architecture=[38] train_loss=0.150759 val_loss=0.141996 best=0.141996 es=0/5
[2026-05-20 12:18:23] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=4 architecture=[38] train_loss=0.149363 val_loss=0.140140 best=0.140140 es=0/5
[2026-05-20 12:18:26] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=5 architecture=[38] train_loss=0.147370 val_loss=0.137555 best=0.137555 es=0/5
[2026-05-20 12:18:29] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=6 architecture=[38] train_loss=0.145009 val_loss=0.134429 best=0.134429 es=0/5
[2026-05-20 12:18:32] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=7 architecture=[38] train_loss=0.142620 val_loss=0.131329 best=0.131329 es=0/5
[2026-05-20 12:18:35] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=8 architecture=[38] train_loss=0.140597 val_loss=0.129262 best=0.129262 es=0/5
[2026-05-20 12:18:38] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=9 architecture=[38] train_loss=0.139113 val_loss=0.127454 best=0.127454 es=0/5
[2026-05-20 12:18:41] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=10 architecture=[38] train_loss=0.137961 val_loss=0.125955 best=0.125955 es=0/5
[2026-05-20 12:18:44] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=11 architecture=[38] train_loss=0.136829 val_loss=0.124950 best=0.124950 es=0/5
[2026-05-20 12:18:47] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=12 architecture=[38] train_loss=0.136126 val_loss=0.124103 best=0.124103 es=0/5
[2026-05-20 12:18:50] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=13 architecture=[38] train_loss=0.135633 val_loss=0.123487 best=0.123487 es=0/5
[2026-05-20 12:18:52] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=14 architecture=[38] train_loss=0.135225 val_loss=0.122952 best=0.122952 es=0/5
[2026-05-20 12:18:55] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=15 architecture=[38] train_loss=0.134902 val_loss=0.122337 best=0.122337 es=0/5
[2026-05-20 12:18:58] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=16 architecture=[38] train_loss=0.134676 val_loss=0.122289 best=0.122337 es=1/5
[2026-05-20 12:19:01] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=17 architecture=[38] train_loss=0.134580 val_loss=0.121928 best=0.121928 es=0/5
[2026-05-20 12:19:04] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=18 architecture=[38] train_loss=0.134346 val_loss=0.121710 best=0.121710 es=0/5
[2026-05-20 12:19:07] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=19 architecture=[38] train_loss=0.134356 val_loss=0.121717 best=0.121710 es=1/5
[2026-05-20 12:19:10] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=20 architecture=[38] train_loss=0.134231 val_loss=0.121506 best=0.121506 es=0/5
[2026-05-20 12:19:13] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=21 architecture=[38] train_loss=0.134058 val_loss=0.121566 best=0.121506 es=1/5
[2026-05-20 12:19:16] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=22 architecture=[38] train_loss=0.134087 val_loss=0.121623 best=0.121506 es=2/5
[2026-05-20 12:19:19] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=23 architecture=[38] train_loss=0.134039 val_loss=0.121820 best=0.121506 es=3/5
[2026-05-20 12:19:22] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=24 architecture=[38] train_loss=0.134046 val_loss=0.121932 best=0.121506 es=4/5
[2026-05-20 12:19:25] [autoencoding][ae_width_to_depth][cand_037_d1_w38] epoch=25 architecture=[38] train_loss=0.134151 val_loss=0.121899 best=0.121506 es=5/5
