[2026-06-13 21:11:19] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:11:19] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_447_d5_w106/training_log.txt
[2026-06-13 21:11:19] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_447_d5_w106/training_stats.csv
[2026-06-13 21:11:19] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.009400 val_loss=0.003241 best=0.003241 es=0/10
[2026-06-13 21:11:19] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.005648 val_loss=0.001687 best=0.001687 es=0/10
[2026-06-13 21:11:20] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.005078 val_loss=0.001716 best=0.001716 es=0/10
[2026-06-13 21:11:20] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.004330 val_loss=0.001603 best=0.001603 es=0/10
[2026-06-13 21:11:20] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.002945 val_loss=0.002148 best=0.002148 es=0/10
[2026-06-13 21:11:20] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.001926 val_loss=0.001156 best=0.001156 es=0/10
[2026-06-13 21:11:20] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.004160 val_loss=0.001521 best=0.001521 es=0/10
[2026-06-13 21:11:21] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.002736 val_loss=0.001163 best=0.001163 es=0/10
[2026-06-13 21:11:21] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.003529 val_loss=0.000476 best=0.000476 es=0/10
[2026-06-13 21:11:21] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.002190 val_loss=0.001773 best=0.001773 es=0/10
[2026-06-13 21:11:21] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.002839 val_loss=0.000975 best=0.000975 es=0/10
[2026-06-13 21:11:22] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.002607 val_loss=0.000595 best=0.000595 es=0/10
[2026-06-13 21:11:22] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.001279 val_loss=0.000838 best=0.000838 es=0/10
[2026-06-13 21:11:22] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.002328 val_loss=0.000654 best=0.000654 es=0/10
[2026-06-13 21:11:22] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.001400 val_loss=0.000635 best=0.000635 es=0/10
[2026-06-13 21:11:22] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.001407 val_loss=0.000704 best=0.000704 es=0/10
[2026-06-13 21:11:23] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.001133 val_loss=0.000873 best=0.000873 es=0/10
[2026-06-13 21:11:23] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.001676 val_loss=0.000455 best=0.000455 es=0/10
[2026-06-13 21:11:23] Epoch 1 | architecture=[106, 106, 106, 106, 24] train_loss=0.001574 val_loss=0.000572 best=0.000572 es=0/10
