[2026-05-16 11:08:12] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:08:12] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_017_d2_w19/training_log.txt
[2026-05-16 11:08:12] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_017_d2_w19/training_stats.csv
[2026-05-16 11:08:15] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=1 train_loss=0.524626 val_loss=0.520565 best=0.520565 es=0/5
[2026-05-16 11:08:19] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=2 train_loss=0.515916 val_loss=0.516960 best=0.516960 es=0/5
[2026-05-16 11:08:22] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=3 train_loss=0.512972 val_loss=0.513946 best=0.513946 es=0/5
[2026-05-16 11:08:25] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=4 train_loss=0.510869 val_loss=0.511975 best=0.511975 es=0/5
[2026-05-16 11:08:28] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=5 train_loss=0.508952 val_loss=0.509903 best=0.509903 es=0/5
[2026-05-16 11:08:32] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=6 train_loss=0.506885 val_loss=0.507859 best=0.507859 es=0/5
[2026-05-16 11:08:35] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=7 train_loss=0.504968 val_loss=0.505787 best=0.505787 es=0/5
[2026-05-16 11:08:38] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=8 train_loss=0.503059 val_loss=0.504010 best=0.504010 es=0/5
[2026-05-16 11:08:42] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=9 train_loss=0.501504 val_loss=0.502407 best=0.502407 es=0/5
[2026-05-16 11:08:45] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=10 train_loss=0.500134 val_loss=0.501186 best=0.501186 es=0/5
[2026-05-16 11:08:47] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=11 train_loss=0.499065 val_loss=0.500275 best=0.500275 es=0/5
[2026-05-16 11:08:50] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=12 train_loss=0.498277 val_loss=0.499710 best=0.499710 es=0/5
[2026-05-16 11:08:52] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=13 train_loss=0.497568 val_loss=0.499107 best=0.499107 es=0/5
[2026-05-16 11:08:55] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=14 train_loss=0.497170 val_loss=0.498698 best=0.498698 es=0/5
[2026-05-16 11:08:57] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=15 train_loss=0.496868 val_loss=0.498442 best=0.498442 es=0/5
[2026-05-16 11:09:00] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=16 train_loss=0.496538 val_loss=0.498208 best=0.498208 es=0/5
[2026-05-16 11:09:02] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=17 train_loss=0.496463 val_loss=0.497907 best=0.497907 es=0/5
[2026-05-16 11:09:05] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=18 train_loss=0.496292 val_loss=0.497878 best=0.497907 es=1/5
[2026-05-16 11:09:07] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=19 train_loss=0.496052 val_loss=0.497807 best=0.497907 es=2/5
[2026-05-16 11:09:10] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=20 train_loss=0.495984 val_loss=0.497554 best=0.497554 es=0/5
[2026-05-16 11:09:13] [representation][ae_width_to_depth][cand_017_d2_w19] epoch=21 train_loss=0.495957 val_loss=0.497512 best=0.497554 es=1/5
