[2026-05-20 12:53:48] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:53:48] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_070_d1_w71/training_log.txt
[2026-05-20 12:53:48] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_070_d1_w71/training_stats.csv
[2026-05-20 12:53:48] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=70 search_phase=width architecture=[71]
[2026-05-20 12:53:51] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=1 architecture=[71] train_loss=0.003717 val_loss=0.002612 best=0.002160 es=0/5
[2026-05-20 12:53:54] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=2 architecture=[71] train_loss=0.003286 val_loss=0.002432 best=0.002160 es=0/5
[2026-05-20 12:53:57] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=3 architecture=[71] train_loss=0.003175 val_loss=0.002332 best=0.002160 es=0/5
[2026-05-20 12:54:00] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=4 architecture=[71] train_loss=0.002877 val_loss=0.002275 best=0.002160 es=1/5
[2026-05-20 12:54:03] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=5 architecture=[71] train_loss=0.002647 val_loss=0.002137 best=0.002137 es=0/5
[2026-05-20 12:54:06] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=6 architecture=[71] train_loss=0.002549 val_loss=0.002111 best=0.002137 es=1/5
[2026-05-20 12:54:09] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=7 architecture=[71] train_loss=0.002736 val_loss=0.002205 best=0.002137 es=2/5
[2026-05-20 12:54:12] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=8 architecture=[71] train_loss=0.002779 val_loss=0.002219 best=0.002137 es=3/5
[2026-05-20 12:54:15] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=9 architecture=[71] train_loss=0.002655 val_loss=0.002117 best=0.002137 es=4/5
[2026-05-20 12:54:18] [autoencoding][ae_width_to_depth][cand_070_d1_w71] epoch=10 architecture=[71] train_loss=0.002543 val_loss=0.002133 best=0.002137 es=5/5
