[2026-05-18 02:17:51] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:17:51] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_108_d1_w109/training_log.txt
[2026-05-18 02:17:51] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_108_d1_w109/training_stats.csv
[2026-05-18 02:17:51] [CANDIDATE] task=representation phase=ae_alt_width index=108 search_phase=width architecture=[109]
[2026-05-18 02:17:56] [representation][ae_alt_width][cand_108_d1_w109] epoch=1 architecture=[109] train_loss=0.360844 val_loss=0.352434 best=0.349362 es=0/5
[2026-05-18 02:17:59] [representation][ae_alt_width][cand_108_d1_w109] epoch=2 architecture=[109] train_loss=0.348184 val_loss=0.351008 best=0.349362 es=0/5
[2026-05-18 02:18:01] [representation][ae_alt_width][cand_108_d1_w109] epoch=3 architecture=[109] train_loss=0.347188 val_loss=0.350045 best=0.349362 es=0/5
[2026-05-18 02:18:03] [representation][ae_alt_width][cand_108_d1_w109] epoch=4 architecture=[109] train_loss=0.346798 val_loss=0.351391 best=0.349362 es=1/5
[2026-05-18 02:18:09] [representation][ae_alt_width][cand_108_d1_w109] epoch=5 architecture=[109] train_loss=0.346893 val_loss=0.348865 best=0.348865 es=0/5
[2026-05-18 02:18:11] [representation][ae_alt_width][cand_108_d1_w109] epoch=6 architecture=[109] train_loss=0.346405 val_loss=0.349130 best=0.348865 es=1/5
[2026-05-18 02:18:13] [representation][ae_alt_width][cand_108_d1_w109] epoch=7 architecture=[109] train_loss=0.346451 val_loss=0.351683 best=0.348865 es=2/5
[2026-05-18 02:18:16] [representation][ae_alt_width][cand_108_d1_w109] epoch=8 architecture=[109] train_loss=0.347591 val_loss=0.351046 best=0.348865 es=3/5
[2026-05-18 02:18:18] [representation][ae_alt_width][cand_108_d1_w109] epoch=9 architecture=[109] train_loss=0.346182 val_loss=0.349135 best=0.348865 es=4/5
[2026-05-18 02:18:24] [representation][ae_alt_width][cand_108_d1_w109] epoch=10 architecture=[109] train_loss=0.345639 val_loss=0.349517 best=0.348865 es=5/5
