[2026-05-16 11:51:46] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:51:46] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_043_d2_w45/training_log.txt
[2026-05-16 11:51:46] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_043_d2_w45/training_stats.csv
[2026-05-16 11:51:49] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=1 train_loss=0.062118 val_loss=0.041506 best=0.041506 es=0/5
[2026-05-16 11:51:51] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=2 train_loss=0.057709 val_loss=0.040095 best=0.040095 es=0/5
[2026-05-16 11:51:54] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=3 train_loss=0.056873 val_loss=0.039823 best=0.039823 es=0/5
[2026-05-16 11:51:56] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=4 train_loss=0.056495 val_loss=0.039513 best=0.039513 es=0/5
[2026-05-16 11:51:59] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=5 train_loss=0.056286 val_loss=0.039352 best=0.039352 es=0/5
[2026-05-16 11:52:01] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=6 train_loss=0.055907 val_loss=0.039257 best=0.039352 es=1/5
[2026-05-16 11:52:04] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=7 train_loss=0.055974 val_loss=0.039319 best=0.039352 es=2/5
[2026-05-16 11:52:06] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=8 train_loss=0.055667 val_loss=0.039167 best=0.039167 es=0/5
[2026-05-16 11:52:09] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=9 train_loss=0.055603 val_loss=0.039086 best=0.039167 es=1/5
[2026-05-16 11:52:11] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=10 train_loss=0.055338 val_loss=0.038965 best=0.038965 es=0/5
[2026-05-16 11:52:14] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=11 train_loss=0.055099 val_loss=0.038821 best=0.038821 es=0/5
[2026-05-16 11:52:17] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=12 train_loss=0.054959 val_loss=0.038985 best=0.038821 es=1/5
[2026-05-16 11:52:20] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=13 train_loss=0.054901 val_loss=0.038821 best=0.038821 es=2/5
[2026-05-16 11:52:24] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=14 train_loss=0.054675 val_loss=0.038591 best=0.038591 es=0/5
[2026-05-16 11:52:27] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=15 train_loss=0.054432 val_loss=0.038559 best=0.038591 es=1/5
[2026-05-16 11:52:30] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=16 train_loss=0.053968 val_loss=0.038302 best=0.038302 es=0/5
[2026-05-16 11:52:33] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=17 train_loss=0.053711 val_loss=0.038616 best=0.038302 es=1/5
[2026-05-16 11:52:36] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=18 train_loss=0.053641 val_loss=0.038311 best=0.038302 es=2/5
[2026-05-16 11:52:40] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=19 train_loss=0.052972 val_loss=0.038197 best=0.038197 es=0/5
[2026-05-16 11:52:43] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=20 train_loss=0.052436 val_loss=0.037873 best=0.037873 es=0/5
[2026-05-16 11:52:46] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=21 train_loss=0.051547 val_loss=0.037270 best=0.037270 es=0/5
[2026-05-16 11:52:49] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=22 train_loss=0.050638 val_loss=0.036661 best=0.036661 es=0/5
[2026-05-16 11:52:53] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=23 train_loss=0.050323 val_loss=0.036209 best=0.036209 es=0/5
[2026-05-16 11:52:56] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=24 train_loss=0.049421 val_loss=0.036001 best=0.036001 es=0/5
[2026-05-16 11:52:59] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=25 train_loss=0.049108 val_loss=0.035830 best=0.035830 es=0/5
[2026-05-16 11:53:02] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=26 train_loss=0.048770 val_loss=0.036071 best=0.035830 es=1/5
[2026-05-16 11:53:05] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=27 train_loss=0.049020 val_loss=0.036041 best=0.035830 es=2/5
[2026-05-16 11:53:08] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=28 train_loss=0.047984 val_loss=0.035695 best=0.035695 es=0/5
[2026-05-16 11:53:11] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=29 train_loss=0.048082 val_loss=0.035717 best=0.035695 es=1/5
[2026-05-16 11:53:14] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=30 train_loss=0.047010 val_loss=0.035432 best=0.035432 es=0/5
[2026-05-16 11:53:17] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=31 train_loss=0.046432 val_loss=0.035453 best=0.035432 es=1/5
[2026-05-16 11:53:21] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=32 train_loss=0.046729 val_loss=0.035970 best=0.035432 es=2/5
[2026-05-16 11:53:24] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=33 train_loss=0.046271 val_loss=0.036069 best=0.035432 es=3/5
[2026-05-16 11:53:27] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=34 train_loss=0.045606 val_loss=0.035751 best=0.035432 es=4/5
[2026-05-16 11:53:30] [representation][ae_width_to_depth][cand_043_d2_w45] epoch=35 train_loss=0.046628 val_loss=0.036317 best=0.035432 es=5/5
