[2026-05-20 09:00:15] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:00:15] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_033_d1_w34/training_log.txt
[2026-05-20 09:00:15] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_033_d1_w34/training_stats.csv
[2026-05-20 09:00:15] [CANDIDATE] task=autoencoding phase=ae_alt_width index=33 search_phase=width architecture=[34]
[2026-05-20 09:00:17] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=1 architecture=[34] train_loss=0.227695 val_loss=0.224264 best=0.224264 es=0/5
[2026-05-20 09:00:19] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=2 architecture=[34] train_loss=0.225492 val_loss=0.222742 best=0.222742 es=0/5
[2026-05-20 09:00:22] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=3 architecture=[34] train_loss=0.224075 val_loss=0.221092 best=0.221092 es=0/5
[2026-05-20 09:00:24] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=4 architecture=[34] train_loss=0.222348 val_loss=0.219292 best=0.219292 es=0/5
[2026-05-20 09:00:26] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=5 architecture=[34] train_loss=0.220351 val_loss=0.217073 best=0.217073 es=0/5
[2026-05-20 09:00:28] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=6 architecture=[34] train_loss=0.218170 val_loss=0.214869 best=0.214869 es=0/5
[2026-05-20 09:00:30] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=7 architecture=[34] train_loss=0.216109 val_loss=0.212935 best=0.212935 es=0/5
[2026-05-20 09:00:32] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=8 architecture=[34] train_loss=0.214365 val_loss=0.211366 best=0.211366 es=0/5
[2026-05-20 09:00:34] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=9 architecture=[34] train_loss=0.212891 val_loss=0.209867 best=0.209867 es=0/5
[2026-05-20 09:00:36] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=10 architecture=[34] train_loss=0.211733 val_loss=0.208832 best=0.208832 es=0/5
[2026-05-20 09:00:39] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=11 architecture=[34] train_loss=0.210842 val_loss=0.208035 best=0.208035 es=0/5
[2026-05-20 09:00:41] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=12 architecture=[34] train_loss=0.210014 val_loss=0.207353 best=0.207353 es=0/5
[2026-05-20 09:00:43] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=13 architecture=[34] train_loss=0.209563 val_loss=0.206812 best=0.206812 es=0/5
[2026-05-20 09:00:45] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=14 architecture=[34] train_loss=0.209148 val_loss=0.206528 best=0.206528 es=0/5
[2026-05-20 09:00:47] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=15 architecture=[34] train_loss=0.208799 val_loss=0.206245 best=0.206245 es=0/5
[2026-05-20 09:00:49] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=16 architecture=[34] train_loss=0.208546 val_loss=0.206017 best=0.206017 es=0/5
[2026-05-20 09:00:51] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=17 architecture=[34] train_loss=0.208367 val_loss=0.205816 best=0.205816 es=0/5
[2026-05-20 09:00:54] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=18 architecture=[34] train_loss=0.208304 val_loss=0.205760 best=0.205816 es=1/5
[2026-05-20 09:00:56] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=19 architecture=[34] train_loss=0.208130 val_loss=0.205620 best=0.205620 es=0/5
[2026-05-20 09:00:58] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=20 architecture=[34] train_loss=0.208123 val_loss=0.205652 best=0.205620 es=1/5
[2026-05-20 09:01:00] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=21 architecture=[34] train_loss=0.208103 val_loss=0.205663 best=0.205620 es=2/5
[2026-05-20 09:01:02] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=22 architecture=[34] train_loss=0.208029 val_loss=0.205708 best=0.205620 es=3/5
[2026-05-20 09:01:04] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=23 architecture=[34] train_loss=0.207940 val_loss=0.205558 best=0.205620 es=4/5
[2026-05-20 09:01:06] [autoencoding][ae_alt_width][cand_033_d1_w34] epoch=24 architecture=[34] train_loss=0.207877 val_loss=0.205604 best=0.205620 es=5/5
