[2026-06-14 01:35:18] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 01:35:18] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_014_d1_w15/training_log.txt
[2026-06-14 01:35:18] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_014_d1_w15/training_stats.csv
[2026-06-14 01:35:19] Epoch 1 | architecture=[15] train_loss=0.023346 val_loss=0.022344 best=0.022344 es=0/10
[2026-06-14 01:35:19] Epoch 1 | architecture=[15] train_loss=0.022174 val_loss=0.022305 best=0.022305 es=0/10
[2026-06-14 01:35:19] Epoch 1 | architecture=[15] train_loss=0.021883 val_loss=0.023326 best=0.023326 es=0/10
[2026-06-14 01:35:20] Epoch 1 | architecture=[15] train_loss=0.021952 val_loss=0.024001 best=0.024001 es=0/10
[2026-06-14 01:35:20] Epoch 1 | architecture=[15] train_loss=0.021943 val_loss=0.023073 best=0.023073 es=0/10
[2026-06-14 01:35:20] Epoch 1 | architecture=[15] train_loss=0.021617 val_loss=0.021680 best=0.021680 es=0/10
[2026-06-14 01:35:20] Epoch 1 | architecture=[15] train_loss=0.022073 val_loss=0.021494 best=0.021494 es=0/10
[2026-06-14 01:35:21] Epoch 1 | architecture=[15] train_loss=0.021794 val_loss=0.021394 best=0.021394 es=0/10
[2026-06-14 01:35:21] Epoch 1 | architecture=[15] train_loss=0.021411 val_loss=0.021315 best=0.021315 es=0/10
[2026-06-14 01:35:21] Epoch 1 | architecture=[15] train_loss=0.020952 val_loss=0.022052 best=0.022052 es=0/10
[2026-06-14 01:35:22] Epoch 1 | architecture=[15] train_loss=0.021533 val_loss=0.023177 best=0.023177 es=0/10
[2026-06-14 01:35:22] Epoch 1 | architecture=[15] train_loss=0.021050 val_loss=0.023638 best=0.023638 es=0/10
[2026-06-14 01:35:22] Epoch 1 | architecture=[15] train_loss=0.021294 val_loss=0.022777 best=0.022777 es=0/10
[2026-06-14 01:35:23] Epoch 1 | architecture=[15] train_loss=0.021105 val_loss=0.021915 best=0.021915 es=0/10
[2026-06-14 01:35:23] Epoch 1 | architecture=[15] train_loss=0.021033 val_loss=0.021640 best=0.021640 es=0/10
[2026-06-14 01:35:23] Epoch 1 | architecture=[15] train_loss=0.020791 val_loss=0.021512 best=0.021512 es=0/10
[2026-06-14 01:35:23] Epoch 1 | architecture=[15] train_loss=0.021757 val_loss=0.021596 best=0.021596 es=0/10
[2026-06-14 01:35:24] Epoch 1 | architecture=[15] train_loss=0.020646 val_loss=0.022066 best=0.022066 es=0/10
