task,row_type,adp_phase,adp_mode,stl_phase,adp_best_val,stl_best_val,winner,winner_phase,winner_value,adp_architecture,stl_architecture,adp_test_loss,adp_test_acc,adp_knn_acc,adp_cluster_nmi,stl_test_loss,stl_test_acc,stl_knn_acc,stl_cluster_nmi
representation,adp_vs_stl,ae_width_only,width_only,stl_from_ae_width_only,0.0878763967233977,0.16020771858998947,adp,ae_width_only,0.0878763967233977,"[105, 105, 105, 105, 105, 105]","[105, 105, 105, 105, 105, 105]",,,,,,,,
