[2026-05-20 09:29:33] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:29:33] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_061_d1_w62/training_log.txt
[2026-05-20 09:29:33] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_061_d1_w62/training_stats.csv
[2026-05-20 09:29:33] [CANDIDATE] task=autoencoding phase=ae_alt_width index=61 search_phase=width architecture=[62]
[2026-05-20 09:29:35] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=1 architecture=[62] train_loss=0.004780 val_loss=0.003435 best=0.002952 es=0/5
[2026-05-20 09:29:38] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=2 architecture=[62] train_loss=0.003776 val_loss=0.003121 best=0.002952 es=0/5
[2026-05-20 09:29:40] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=3 architecture=[62] train_loss=0.003527 val_loss=0.003056 best=0.002952 es=1/5
[2026-05-20 09:29:42] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=4 architecture=[62] train_loss=0.003497 val_loss=0.002979 best=0.002952 es=0/5
[2026-05-20 09:29:45] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=5 architecture=[62] train_loss=0.003727 val_loss=0.003073 best=0.002952 es=1/5
[2026-05-20 09:29:47] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=6 architecture=[62] train_loss=0.003446 val_loss=0.002871 best=0.002871 es=0/5
[2026-05-20 09:29:50] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=7 architecture=[62] train_loss=0.003364 val_loss=0.002907 best=0.002871 es=1/5
[2026-05-20 09:29:52] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=8 architecture=[62] train_loss=0.003422 val_loss=0.002929 best=0.002871 es=2/5
[2026-05-20 09:29:54] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=9 architecture=[62] train_loss=0.003532 val_loss=0.002955 best=0.002871 es=3/5
[2026-05-20 09:29:57] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=10 architecture=[62] train_loss=0.003447 val_loss=0.002845 best=0.002871 es=4/5
[2026-05-20 09:29:59] [autoencoding][ae_alt_width][cand_061_d1_w62] epoch=11 architecture=[62] train_loss=0.003354 val_loss=0.002853 best=0.002871 es=5/5
