[2026-05-18 03:40:03] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:40:03] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_221_d1_w222/training_log.txt
[2026-05-18 03:40:03] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_221_d1_w222/training_stats.csv
[2026-05-18 03:40:03] [CANDIDATE] task=representation phase=ae_alt_width index=221 search_phase=width architecture=[222]
[2026-05-18 03:40:11] [representation][ae_alt_width][cand_221_d1_w222] epoch=1 architecture=[222] train_loss=0.307865 val_loss=0.290868 best=0.284859 es=0/5
[2026-05-18 03:40:13] [representation][ae_alt_width][cand_221_d1_w222] epoch=2 architecture=[222] train_loss=0.281795 val_loss=0.289613 best=0.284859 es=0/5
[2026-05-18 03:40:15] [representation][ae_alt_width][cand_221_d1_w222] epoch=3 architecture=[222] train_loss=0.280282 val_loss=0.289025 best=0.284859 es=0/5
[2026-05-18 03:40:17] [representation][ae_alt_width][cand_221_d1_w222] epoch=4 architecture=[222] train_loss=0.279055 val_loss=0.287584 best=0.284859 es=0/5
[2026-05-18 03:40:25] [representation][ae_alt_width][cand_221_d1_w222] epoch=5 architecture=[222] train_loss=0.278967 val_loss=0.285625 best=0.284859 es=0/5
[2026-05-18 03:40:28] [representation][ae_alt_width][cand_221_d1_w222] epoch=6 architecture=[222] train_loss=0.278716 val_loss=0.287547 best=0.284859 es=1/5
[2026-05-18 03:40:30] [representation][ae_alt_width][cand_221_d1_w222] epoch=7 architecture=[222] train_loss=0.279236 val_loss=0.285576 best=0.284859 es=2/5
[2026-05-18 03:40:32] [representation][ae_alt_width][cand_221_d1_w222] epoch=8 architecture=[222] train_loss=0.278083 val_loss=0.284903 best=0.284859 es=0/5
[2026-05-18 03:40:35] [representation][ae_alt_width][cand_221_d1_w222] epoch=9 architecture=[222] train_loss=0.279189 val_loss=0.290443 best=0.284859 es=1/5
[2026-05-18 03:40:43] [representation][ae_alt_width][cand_221_d1_w222] epoch=10 architecture=[222] train_loss=0.279910 val_loss=0.290119 best=0.284859 es=2/5
[2026-05-18 03:40:45] [representation][ae_alt_width][cand_221_d1_w222] epoch=11 architecture=[222] train_loss=0.279664 val_loss=0.289496 best=0.284859 es=3/5
[2026-05-18 03:40:47] [representation][ae_alt_width][cand_221_d1_w222] epoch=12 architecture=[222] train_loss=0.278904 val_loss=0.284931 best=0.284859 es=4/5
[2026-05-18 03:40:50] [representation][ae_alt_width][cand_221_d1_w222] epoch=13 architecture=[222] train_loss=0.277443 val_loss=0.287484 best=0.284859 es=5/5
