[2026-06-13 20:33:16] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:33:16] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_126_d2_w64/training_log.txt
[2026-06-13 20:33:16] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_126_d2_w64/training_stats.csv
[2026-06-13 20:33:16] Epoch 1 | architecture=[64, 63] train_loss=0.013517 val_loss=0.021042 best=0.021042 es=0/10
[2026-06-13 20:33:16] Epoch 1 | architecture=[64, 63] train_loss=0.010525 val_loss=0.014730 best=0.014730 es=0/10
[2026-06-13 20:33:16] Epoch 1 | architecture=[64, 63] train_loss=0.010939 val_loss=0.006661 best=0.006661 es=0/10
[2026-06-13 20:33:17] Epoch 1 | architecture=[64, 63] train_loss=0.005588 val_loss=0.005258 best=0.005258 es=0/10
[2026-06-13 20:33:17] Epoch 1 | architecture=[64, 63] train_loss=0.004587 val_loss=0.005378 best=0.005378 es=0/10
[2026-06-13 20:33:17] Epoch 1 | architecture=[64, 63] train_loss=0.005477 val_loss=0.006395 best=0.006395 es=0/10
[2026-06-13 20:33:17] Epoch 1 | architecture=[64, 63] train_loss=0.003627 val_loss=0.004865 best=0.004865 es=0/10
[2026-06-13 20:33:18] Epoch 1 | architecture=[64, 63] train_loss=0.003656 val_loss=0.003963 best=0.003963 es=0/10
[2026-06-13 20:33:18] Epoch 1 | architecture=[64, 63] train_loss=0.003148 val_loss=0.003084 best=0.003084 es=0/10
[2026-06-13 20:33:18] Epoch 1 | architecture=[64, 63] train_loss=0.002846 val_loss=0.002938 best=0.002938 es=0/10
[2026-06-13 20:33:18] Epoch 1 | architecture=[64, 63] train_loss=0.002950 val_loss=0.003280 best=0.003280 es=0/10
[2026-06-13 20:33:18] Epoch 1 | architecture=[64, 63] train_loss=0.002340 val_loss=0.002737 best=0.002737 es=0/10
[2026-06-13 20:33:19] Epoch 1 | architecture=[64, 63] train_loss=0.002314 val_loss=0.002422 best=0.002422 es=0/10
[2026-06-13 20:33:19] Epoch 1 | architecture=[64, 63] train_loss=0.002323 val_loss=0.002832 best=0.002832 es=0/10
[2026-06-13 20:33:19] Epoch 1 | architecture=[64, 63] train_loss=0.002397 val_loss=0.003412 best=0.003412 es=0/10
[2026-06-13 20:33:19] Epoch 1 | architecture=[64, 63] train_loss=0.002295 val_loss=0.002900 best=0.002900 es=0/10
[2026-06-13 20:33:19] Epoch 1 | architecture=[64, 63] train_loss=0.002168 val_loss=0.002188 best=0.002188 es=0/10
[2026-06-13 20:33:19] Epoch 1 | architecture=[64, 63] train_loss=0.002051 val_loss=0.002350 best=0.002350 es=0/10
[2026-06-13 20:33:19] Epoch 1 | architecture=[64, 63] train_loss=0.004088 val_loss=0.002345 best=0.002345 es=0/10
[2026-06-13 20:33:20] Epoch 1 | architecture=[64, 63] train_loss=0.002525 val_loss=0.002832 best=0.002832 es=0/10
[2026-06-13 20:33:20] Epoch 1 | architecture=[64, 63] train_loss=0.002511 val_loss=0.003185 best=0.003185 es=0/10
[2026-06-13 20:33:20] Epoch 1 | architecture=[64, 63] train_loss=0.002710 val_loss=0.002322 best=0.002322 es=0/10
[2026-06-13 20:33:20] Epoch 1 | architecture=[64, 63] train_loss=0.001771 val_loss=0.002563 best=0.002563 es=0/10
[2026-06-13 20:33:20] Epoch 1 | architecture=[64, 63] train_loss=0.001890 val_loss=0.002546 best=0.002546 es=0/10
[2026-06-13 20:33:20] Epoch 1 | architecture=[64, 63] train_loss=0.002525 val_loss=0.002328 best=0.002328 es=0/10
[2026-06-13 20:33:21] Epoch 1 | architecture=[64, 63] train_loss=0.001946 val_loss=0.002466 best=0.002466 es=0/10
[2026-06-13 20:33:21] Epoch 1 | architecture=[64, 63] train_loss=0.002090 val_loss=0.002335 best=0.002335 es=0/10
