[2026-05-16 18:20:04] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 18:20:04] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_029_d2_w31/training_log.txt
[2026-05-16 18:20:04] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_029_d2_w31/training_stats.csv
[2026-05-16 18:20:07] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=1 train_loss=0.291480 val_loss=0.285116 best=0.285116 es=0/5
[2026-05-16 18:20:10] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=2 train_loss=0.284797 val_loss=0.282043 best=0.282043 es=0/5
[2026-05-16 18:20:13] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=3 train_loss=0.282203 val_loss=0.280137 best=0.280137 es=0/5
[2026-05-16 18:20:16] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=4 train_loss=0.280216 val_loss=0.278059 best=0.278059 es=0/5
[2026-05-16 18:20:19] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=5 train_loss=0.278065 val_loss=0.275699 best=0.275699 es=0/5
[2026-05-16 18:20:22] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=6 train_loss=0.276108 val_loss=0.273246 best=0.273246 es=0/5
[2026-05-16 18:20:25] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=7 train_loss=0.274094 val_loss=0.270828 best=0.270828 es=0/5
[2026-05-16 18:20:28] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=8 train_loss=0.272325 val_loss=0.268738 best=0.268738 es=0/5
[2026-05-16 18:20:31] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=9 train_loss=0.270788 val_loss=0.266963 best=0.266963 es=0/5
[2026-05-16 18:20:34] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=10 train_loss=0.269627 val_loss=0.265722 best=0.265722 es=0/5
[2026-05-16 18:20:37] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=11 train_loss=0.268689 val_loss=0.264933 best=0.264933 es=0/5
[2026-05-16 18:20:40] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=12 train_loss=0.267928 val_loss=0.264068 best=0.264068 es=0/5
[2026-05-16 18:20:43] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=13 train_loss=0.267355 val_loss=0.263661 best=0.263661 es=0/5
[2026-05-16 18:20:46] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=14 train_loss=0.267034 val_loss=0.263205 best=0.263205 es=0/5
[2026-05-16 18:20:50] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=15 train_loss=0.266775 val_loss=0.263030 best=0.263030 es=0/5
[2026-05-16 18:20:53] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=16 train_loss=0.266621 val_loss=0.263019 best=0.263030 es=1/5
[2026-05-16 18:20:56] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=17 train_loss=0.266427 val_loss=0.262745 best=0.262745 es=0/5
[2026-05-16 18:20:59] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=18 train_loss=0.266413 val_loss=0.262571 best=0.262571 es=0/5
[2026-05-16 18:21:02] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=19 train_loss=0.266399 val_loss=0.262587 best=0.262571 es=1/5
[2026-05-16 18:21:05] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=20 train_loss=0.266329 val_loss=0.262567 best=0.262571 es=2/5
[2026-05-16 18:21:08] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=21 train_loss=0.266238 val_loss=0.262563 best=0.262571 es=3/5
[2026-05-16 18:21:11] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=22 train_loss=0.266238 val_loss=0.262403 best=0.262403 es=0/5
[2026-05-16 18:21:14] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=23 train_loss=0.266184 val_loss=0.262427 best=0.262403 es=1/5
[2026-05-16 18:21:17] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=24 train_loss=0.266105 val_loss=0.262428 best=0.262403 es=2/5
[2026-05-16 18:21:20] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=25 train_loss=0.266091 val_loss=0.262538 best=0.262403 es=3/5
[2026-05-16 18:21:23] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=26 train_loss=0.265996 val_loss=0.262281 best=0.262281 es=0/5
[2026-05-16 18:21:26] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=27 train_loss=0.265902 val_loss=0.262227 best=0.262281 es=1/5
[2026-05-16 18:21:29] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=28 train_loss=0.265886 val_loss=0.262272 best=0.262281 es=2/5
[2026-05-16 18:21:32] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=29 train_loss=0.266026 val_loss=0.262287 best=0.262281 es=3/5
[2026-05-16 18:21:35] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=30 train_loss=0.265874 val_loss=0.262368 best=0.262281 es=4/5
[2026-05-16 18:21:37] [autoencoding][ae_width_to_depth][cand_029_d2_w31] epoch=31 train_loss=0.266029 val_loss=0.262324 best=0.262281 es=5/5
