[2026-05-16 20:46:36] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 20:46:36] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_035_d2_w2/training_log.txt
[2026-05-16 20:46:36] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_035_d2_w2/training_stats.csv
[2026-05-16 20:46:39] [representation][random][cand_035_d2_w2] epoch=1 train_loss=1.312489 val_loss=1.137336 best=1.137336 es=0/5
[2026-05-16 20:46:43] [representation][random][cand_035_d2_w2] epoch=2 train_loss=1.267147 val_loss=1.141343 best=1.137336 es=1/5
[2026-05-16 20:46:46] [representation][random][cand_035_d2_w2] epoch=3 train_loss=1.226021 val_loss=1.151212 best=1.137336 es=2/5
[2026-05-16 20:46:49] [representation][random][cand_035_d2_w2] epoch=4 train_loss=1.188859 val_loss=1.152316 best=1.137336 es=3/5
[2026-05-16 20:46:52] [representation][random][cand_035_d2_w2] epoch=5 train_loss=1.159233 val_loss=1.145903 best=1.137336 es=4/5
[2026-05-16 20:46:56] [representation][random][cand_035_d2_w2] epoch=6 train_loss=1.135684 val_loss=1.130268 best=1.130268 es=0/5
[2026-05-16 20:46:59] [representation][random][cand_035_d2_w2] epoch=7 train_loss=1.117739 val_loss=1.115246 best=1.115246 es=0/5
[2026-05-16 20:47:02] [representation][random][cand_035_d2_w2] epoch=8 train_loss=1.102390 val_loss=1.100646 best=1.100646 es=0/5
[2026-05-16 20:47:05] [representation][random][cand_035_d2_w2] epoch=9 train_loss=1.089422 val_loss=1.088933 best=1.088933 es=0/5
[2026-05-16 20:47:08] [representation][random][cand_035_d2_w2] epoch=10 train_loss=1.078292 val_loss=1.077883 best=1.077883 es=0/5
[2026-05-16 20:47:11] [representation][random][cand_035_d2_w2] epoch=11 train_loss=1.069062 val_loss=1.071172 best=1.071172 es=0/5
[2026-05-16 20:47:15] [representation][random][cand_035_d2_w2] epoch=12 train_loss=1.061022 val_loss=1.064728 best=1.064728 es=0/5
[2026-05-16 20:47:18] [representation][random][cand_035_d2_w2] epoch=13 train_loss=1.054045 val_loss=1.058595 best=1.058595 es=0/5
[2026-05-16 20:47:21] [representation][random][cand_035_d2_w2] epoch=14 train_loss=1.047797 val_loss=1.053284 best=1.053284 es=0/5
[2026-05-16 20:47:24] [representation][random][cand_035_d2_w2] epoch=15 train_loss=1.042153 val_loss=1.047234 best=1.047234 es=0/5
[2026-05-16 20:47:27] [representation][random][cand_035_d2_w2] epoch=16 train_loss=1.037105 val_loss=1.042871 best=1.042871 es=0/5
[2026-05-16 20:47:30] [representation][random][cand_035_d2_w2] epoch=17 train_loss=1.032515 val_loss=1.038021 best=1.038021 es=0/5
[2026-05-16 20:47:33] [representation][random][cand_035_d2_w2] epoch=18 train_loss=1.028252 val_loss=1.033533 best=1.033533 es=0/5
[2026-05-16 20:47:36] [representation][random][cand_035_d2_w2] epoch=19 train_loss=1.023947 val_loss=1.029884 best=1.029884 es=0/5
[2026-05-16 20:47:39] [representation][random][cand_035_d2_w2] epoch=20 train_loss=1.020436 val_loss=1.026647 best=1.026647 es=0/5
[2026-05-16 20:47:42] [representation][random][cand_035_d2_w2] epoch=21 train_loss=1.017312 val_loss=1.023741 best=1.023741 es=0/5
[2026-05-16 20:47:45] [representation][random][cand_035_d2_w2] epoch=22 train_loss=1.014425 val_loss=1.021169 best=1.021169 es=0/5
[2026-05-16 20:47:49] [representation][random][cand_035_d2_w2] epoch=23 train_loss=1.011774 val_loss=1.018406 best=1.018406 es=0/5
[2026-05-16 20:47:52] [representation][random][cand_035_d2_w2] epoch=24 train_loss=1.009356 val_loss=1.016096 best=1.016096 es=0/5
[2026-05-16 20:47:55] [representation][random][cand_035_d2_w2] epoch=25 train_loss=1.007097 val_loss=1.014023 best=1.014023 es=0/5
[2026-05-16 20:47:58] [representation][random][cand_035_d2_w2] epoch=26 train_loss=1.004988 val_loss=1.011866 best=1.011866 es=0/5
[2026-05-16 20:48:01] [representation][random][cand_035_d2_w2] epoch=27 train_loss=1.003030 val_loss=1.009868 best=1.009868 es=0/5
[2026-05-16 20:48:04] [representation][random][cand_035_d2_w2] epoch=28 train_loss=1.001177 val_loss=1.008112 best=1.008112 es=0/5
[2026-05-16 20:48:08] [representation][random][cand_035_d2_w2] epoch=29 train_loss=0.999440 val_loss=1.006431 best=1.006431 es=0/5
[2026-05-16 20:48:11] [representation][random][cand_035_d2_w2] epoch=30 train_loss=0.997769 val_loss=1.004839 best=1.004839 es=0/5
[2026-05-16 20:48:14] [representation][random][cand_035_d2_w2] epoch=31 train_loss=0.996197 val_loss=1.003251 best=1.003251 es=0/5
[2026-05-16 20:48:17] [representation][random][cand_035_d2_w2] epoch=32 train_loss=0.994702 val_loss=1.001746 best=1.001746 es=0/5
[2026-05-16 20:48:20] [representation][random][cand_035_d2_w2] epoch=33 train_loss=0.993274 val_loss=1.000375 best=1.000375 es=0/5
[2026-05-16 20:48:23] [representation][random][cand_035_d2_w2] epoch=34 train_loss=0.991914 val_loss=0.999042 best=0.999042 es=0/5
[2026-05-16 20:48:27] [representation][random][cand_035_d2_w2] epoch=35 train_loss=0.990598 val_loss=0.997718 best=0.997718 es=0/5
[2026-05-16 20:48:30] [representation][random][cand_035_d2_w2] epoch=36 train_loss=0.989330 val_loss=0.996472 best=0.996472 es=0/5
[2026-05-16 20:48:33] [representation][random][cand_035_d2_w2] epoch=37 train_loss=0.988117 val_loss=0.995256 best=0.995256 es=0/5
[2026-05-16 20:48:36] [representation][random][cand_035_d2_w2] epoch=38 train_loss=0.986933 val_loss=0.994076 best=0.994076 es=0/5
