[2026-05-20 09:27:26] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:27:26] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_056_d1_w57/training_log.txt
[2026-05-20 09:27:26] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_056_d1_w57/training_stats.csv
[2026-05-20 09:27:26] [CANDIDATE] task=autoencoding phase=ae_alt_width index=56 search_phase=width architecture=[57]
[2026-05-20 09:27:28] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=1 architecture=[57] train_loss=0.004998 val_loss=0.003789 best=0.003291 es=0/5
[2026-05-20 09:27:31] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=2 architecture=[57] train_loss=0.004029 val_loss=0.003450 best=0.003291 es=0/5
[2026-05-20 09:27:33] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=3 architecture=[57] train_loss=0.003770 val_loss=0.003373 best=0.003291 es=1/5
[2026-05-20 09:27:36] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=4 architecture=[57] train_loss=0.003884 val_loss=0.003307 best=0.003291 es=0/5
[2026-05-20 09:27:39] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=5 architecture=[57] train_loss=0.003862 val_loss=0.003319 best=0.003291 es=1/5
[2026-05-20 09:27:41] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=6 architecture=[57] train_loss=0.003722 val_loss=0.003305 best=0.003291 es=2/5
[2026-05-20 09:27:43] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=7 architecture=[57] train_loss=0.003856 val_loss=0.003348 best=0.003291 es=3/5
[2026-05-20 09:27:46] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=8 architecture=[57] train_loss=0.003746 val_loss=0.003267 best=0.003291 es=4/5
[2026-05-20 09:27:48] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=9 architecture=[57] train_loss=0.004016 val_loss=0.003186 best=0.003186 es=0/5
[2026-05-20 09:27:51] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=10 architecture=[57] train_loss=0.003670 val_loss=0.003174 best=0.003186 es=1/5
[2026-05-20 09:27:53] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=11 architecture=[57] train_loss=0.003658 val_loss=0.003261 best=0.003186 es=2/5
[2026-05-20 09:27:55] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=12 architecture=[57] train_loss=0.004177 val_loss=0.003506 best=0.003186 es=3/5
[2026-05-20 09:27:58] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=13 architecture=[57] train_loss=0.004135 val_loss=0.003382 best=0.003186 es=4/5
[2026-05-20 09:28:00] [autoencoding][ae_alt_width][cand_056_d1_w57] epoch=14 architecture=[57] train_loss=0.003825 val_loss=0.003137 best=0.003186 es=5/5
