[2026-05-18 00:37:24] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 00:37:24] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_011_d1_w12/training_log.txt
[2026-05-18 00:37:24] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_011_d1_w12/training_stats.csv
[2026-05-18 00:37:24] [CANDIDATE] task=representation phase=ae_alt_width index=11 search_phase=width architecture=[12]
[2026-05-18 00:37:27] [representation][ae_alt_width][cand_011_d1_w12] epoch=1 architecture=[12] train_loss=0.555290 val_loss=0.555767 best=0.555179 es=0/5
[2026-05-18 00:37:29] [representation][ae_alt_width][cand_011_d1_w12] epoch=2 architecture=[12] train_loss=0.555081 val_loss=0.555654 best=0.555179 es=0/5
[2026-05-18 00:37:32] [representation][ae_alt_width][cand_011_d1_w12] epoch=3 architecture=[12] train_loss=0.554633 val_loss=0.555254 best=0.555179 es=0/5
[2026-05-18 00:37:34] [representation][ae_alt_width][cand_011_d1_w12] epoch=4 architecture=[12] train_loss=0.554388 val_loss=0.554983 best=0.554983 es=0/5
[2026-05-18 00:37:37] [representation][ae_alt_width][cand_011_d1_w12] epoch=5 architecture=[12] train_loss=0.554359 val_loss=0.555059 best=0.554983 es=1/5
[2026-05-18 00:37:39] [representation][ae_alt_width][cand_011_d1_w12] epoch=6 architecture=[12] train_loss=0.554153 val_loss=0.555038 best=0.554983 es=2/5
[2026-05-18 00:37:41] [representation][ae_alt_width][cand_011_d1_w12] epoch=7 architecture=[12] train_loss=0.554268 val_loss=0.555086 best=0.554983 es=3/5
[2026-05-18 00:37:43] [representation][ae_alt_width][cand_011_d1_w12] epoch=8 architecture=[12] train_loss=0.554160 val_loss=0.554875 best=0.554875 es=0/5
[2026-05-18 00:37:45] [representation][ae_alt_width][cand_011_d1_w12] epoch=9 architecture=[12] train_loss=0.554169 val_loss=0.554790 best=0.554875 es=1/5
[2026-05-18 00:37:48] [representation][ae_alt_width][cand_011_d1_w12] epoch=10 architecture=[12] train_loss=0.553953 val_loss=0.554684 best=0.554684 es=0/5
[2026-05-18 00:37:50] [representation][ae_alt_width][cand_011_d1_w12] epoch=11 architecture=[12] train_loss=0.553679 val_loss=0.554687 best=0.554684 es=1/5
[2026-05-18 00:37:53] [representation][ae_alt_width][cand_011_d1_w12] epoch=12 architecture=[12] train_loss=0.553720 val_loss=0.554339 best=0.554339 es=0/5
[2026-05-18 00:37:55] [representation][ae_alt_width][cand_011_d1_w12] epoch=13 architecture=[12] train_loss=0.553574 val_loss=0.554424 best=0.554339 es=1/5
[2026-05-18 00:37:57] [representation][ae_alt_width][cand_011_d1_w12] epoch=14 architecture=[12] train_loss=0.553551 val_loss=0.554330 best=0.554339 es=2/5
[2026-05-18 00:38:00] [representation][ae_alt_width][cand_011_d1_w12] epoch=15 architecture=[12] train_loss=0.553276 val_loss=0.554113 best=0.554113 es=0/5
[2026-05-18 00:38:02] [representation][ae_alt_width][cand_011_d1_w12] epoch=16 architecture=[12] train_loss=0.553147 val_loss=0.553891 best=0.553891 es=0/5
[2026-05-18 00:38:04] [representation][ae_alt_width][cand_011_d1_w12] epoch=17 architecture=[12] train_loss=0.553004 val_loss=0.553617 best=0.553617 es=0/5
[2026-05-18 00:38:06] [representation][ae_alt_width][cand_011_d1_w12] epoch=18 architecture=[12] train_loss=0.552808 val_loss=0.553367 best=0.553367 es=0/5
[2026-05-18 00:38:08] [representation][ae_alt_width][cand_011_d1_w12] epoch=19 architecture=[12] train_loss=0.552499 val_loss=0.553002 best=0.553002 es=0/5
[2026-05-18 00:38:11] [representation][ae_alt_width][cand_011_d1_w12] epoch=20 architecture=[12] train_loss=0.552179 val_loss=0.552826 best=0.552826 es=0/5
[2026-05-18 00:38:13] [representation][ae_alt_width][cand_011_d1_w12] epoch=21 architecture=[12] train_loss=0.552176 val_loss=0.553145 best=0.552826 es=1/5
[2026-05-18 00:38:16] [representation][ae_alt_width][cand_011_d1_w12] epoch=22 architecture=[12] train_loss=0.552130 val_loss=0.552495 best=0.552495 es=0/5
[2026-05-18 00:38:18] [representation][ae_alt_width][cand_011_d1_w12] epoch=23 architecture=[12] train_loss=0.551877 val_loss=0.552415 best=0.552495 es=1/5
[2026-05-18 00:38:20] [representation][ae_alt_width][cand_011_d1_w12] epoch=24 architecture=[12] train_loss=0.551705 val_loss=0.552449 best=0.552495 es=2/5
[2026-05-18 00:38:23] [representation][ae_alt_width][cand_011_d1_w12] epoch=25 architecture=[12] train_loss=0.551749 val_loss=0.552282 best=0.552282 es=0/5
[2026-05-18 00:38:25] [representation][ae_alt_width][cand_011_d1_w12] epoch=26 architecture=[12] train_loss=0.551439 val_loss=0.551914 best=0.551914 es=0/5
[2026-05-18 00:38:27] [representation][ae_alt_width][cand_011_d1_w12] epoch=27 architecture=[12] train_loss=0.551024 val_loss=0.551534 best=0.551534 es=0/5
[2026-05-18 00:38:29] [representation][ae_alt_width][cand_011_d1_w12] epoch=28 architecture=[12] train_loss=0.550973 val_loss=0.551744 best=0.551534 es=1/5
[2026-05-18 00:38:31] [representation][ae_alt_width][cand_011_d1_w12] epoch=29 architecture=[12] train_loss=0.551004 val_loss=0.551398 best=0.551398 es=0/5
[2026-05-18 00:38:34] [representation][ae_alt_width][cand_011_d1_w12] epoch=30 architecture=[12] train_loss=0.550819 val_loss=0.551688 best=0.551398 es=1/5
[2026-05-18 00:38:36] [representation][ae_alt_width][cand_011_d1_w12] epoch=31 architecture=[12] train_loss=0.550746 val_loss=0.551212 best=0.551212 es=0/5
[2026-05-18 00:38:38] [representation][ae_alt_width][cand_011_d1_w12] epoch=32 architecture=[12] train_loss=0.550523 val_loss=0.551489 best=0.551212 es=1/5
[2026-05-18 00:38:40] [representation][ae_alt_width][cand_011_d1_w12] epoch=33 architecture=[12] train_loss=0.550611 val_loss=0.551355 best=0.551212 es=2/5
[2026-05-18 00:38:43] [representation][ae_alt_width][cand_011_d1_w12] epoch=34 architecture=[12] train_loss=0.550603 val_loss=0.550989 best=0.550989 es=0/5
[2026-05-18 00:38:46] [representation][ae_alt_width][cand_011_d1_w12] epoch=35 architecture=[12] train_loss=0.550102 val_loss=0.550781 best=0.550781 es=0/5
[2026-05-18 00:38:48] [representation][ae_alt_width][cand_011_d1_w12] epoch=36 architecture=[12] train_loss=0.550073 val_loss=0.550605 best=0.550605 es=0/5
[2026-05-18 00:38:50] [representation][ae_alt_width][cand_011_d1_w12] epoch=37 architecture=[12] train_loss=0.549968 val_loss=0.550785 best=0.550605 es=1/5
[2026-05-18 00:38:52] [representation][ae_alt_width][cand_011_d1_w12] epoch=38 architecture=[12] train_loss=0.549869 val_loss=0.550594 best=0.550605 es=2/5
[2026-05-18 00:38:54] [representation][ae_alt_width][cand_011_d1_w12] epoch=39 architecture=[12] train_loss=0.549689 val_loss=0.550539 best=0.550605 es=3/5
[2026-05-18 00:38:57] [representation][ae_alt_width][cand_011_d1_w12] epoch=40 architecture=[12] train_loss=0.549480 val_loss=0.550511 best=0.550605 es=4/5
[2026-05-18 00:38:59] [representation][ae_alt_width][cand_011_d1_w12] epoch=41 architecture=[12] train_loss=0.549381 val_loss=0.550006 best=0.550006 es=0/5
[2026-05-18 00:39:01] [representation][ae_alt_width][cand_011_d1_w12] epoch=42 architecture=[12] train_loss=0.549267 val_loss=0.549655 best=0.549655 es=0/5
[2026-05-18 00:39:03] [representation][ae_alt_width][cand_011_d1_w12] epoch=43 architecture=[12] train_loss=0.549106 val_loss=0.549957 best=0.549655 es=1/5
[2026-05-18 00:39:05] [representation][ae_alt_width][cand_011_d1_w12] epoch=44 architecture=[12] train_loss=0.548795 val_loss=0.549501 best=0.549501 es=0/5
[2026-05-18 00:39:08] [representation][ae_alt_width][cand_011_d1_w12] epoch=45 architecture=[12] train_loss=0.548923 val_loss=0.549823 best=0.549501 es=1/5
[2026-05-18 00:39:10] [representation][ae_alt_width][cand_011_d1_w12] epoch=46 architecture=[12] train_loss=0.548808 val_loss=0.549472 best=0.549501 es=2/5
[2026-05-18 00:39:12] [representation][ae_alt_width][cand_011_d1_w12] epoch=47 architecture=[12] train_loss=0.548680 val_loss=0.549128 best=0.549128 es=0/5
[2026-05-18 00:39:15] [representation][ae_alt_width][cand_011_d1_w12] epoch=48 architecture=[12] train_loss=0.548346 val_loss=0.548802 best=0.548802 es=0/5
[2026-05-18 00:39:17] [representation][ae_alt_width][cand_011_d1_w12] epoch=49 architecture=[12] train_loss=0.548292 val_loss=0.549016 best=0.548802 es=1/5
[2026-05-18 00:39:20] [representation][ae_alt_width][cand_011_d1_w12] epoch=50 architecture=[12] train_loss=0.548582 val_loss=0.549481 best=0.548802 es=2/5
[2026-05-18 00:39:22] [representation][ae_alt_width][cand_011_d1_w12] epoch=51 architecture=[12] train_loss=0.548293 val_loss=0.548817 best=0.548802 es=3/5
[2026-05-18 00:39:24] [representation][ae_alt_width][cand_011_d1_w12] epoch=52 architecture=[12] train_loss=0.547911 val_loss=0.548444 best=0.548444 es=0/5
[2026-05-18 00:39:26] [representation][ae_alt_width][cand_011_d1_w12] epoch=53 architecture=[12] train_loss=0.547770 val_loss=0.548334 best=0.548334 es=0/5
[2026-05-18 00:39:28] [representation][ae_alt_width][cand_011_d1_w12] epoch=54 architecture=[12] train_loss=0.547894 val_loss=0.548224 best=0.548224 es=0/5
[2026-05-18 00:39:31] [representation][ae_alt_width][cand_011_d1_w12] epoch=55 architecture=[12] train_loss=0.547759 val_loss=0.548284 best=0.548224 es=1/5
[2026-05-18 00:39:33] [representation][ae_alt_width][cand_011_d1_w12] epoch=56 architecture=[12] train_loss=0.547543 val_loss=0.548100 best=0.548100 es=0/5
[2026-05-18 00:39:36] [representation][ae_alt_width][cand_011_d1_w12] epoch=57 architecture=[12] train_loss=0.547485 val_loss=0.548218 best=0.548100 es=1/5
[2026-05-18 00:39:38] [representation][ae_alt_width][cand_011_d1_w12] epoch=58 architecture=[12] train_loss=0.547486 val_loss=0.548026 best=0.548100 es=2/5
[2026-05-18 00:39:40] [representation][ae_alt_width][cand_011_d1_w12] epoch=59 architecture=[12] train_loss=0.547281 val_loss=0.547762 best=0.547762 es=0/5
[2026-05-18 00:39:44] [representation][ae_alt_width][cand_011_d1_w12] epoch=60 architecture=[12] train_loss=0.547346 val_loss=0.547906 best=0.547762 es=1/5
[2026-05-18 00:39:46] [representation][ae_alt_width][cand_011_d1_w12] epoch=61 architecture=[12] train_loss=0.547179 val_loss=0.547857 best=0.547762 es=2/5
