[2026-05-18 01:47:14] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:47:14] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_068_d1_w69/training_log.txt
[2026-05-18 01:47:14] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_068_d1_w69/training_stats.csv
[2026-05-18 01:47:14] [CANDIDATE] task=representation phase=ae_alt_width index=68 search_phase=width architecture=[69]
[2026-05-18 01:47:19] [representation][ae_alt_width][cand_068_d1_w69] epoch=1 architecture=[69] train_loss=0.399507 val_loss=0.397368 best=0.395439 es=0/5
[2026-05-18 01:47:21] [representation][ae_alt_width][cand_068_d1_w69] epoch=2 architecture=[69] train_loss=0.393380 val_loss=0.396999 best=0.395439 es=0/5
[2026-05-18 01:47:24] [representation][ae_alt_width][cand_068_d1_w69] epoch=3 architecture=[69] train_loss=0.392855 val_loss=0.396150 best=0.395439 es=0/5
[2026-05-18 01:47:26] [representation][ae_alt_width][cand_068_d1_w69] epoch=4 architecture=[69] train_loss=0.392401 val_loss=0.397354 best=0.395439 es=1/5
[2026-05-18 01:47:30] [representation][ae_alt_width][cand_068_d1_w69] epoch=5 architecture=[69] train_loss=0.392827 val_loss=0.395274 best=0.395274 es=0/5
[2026-05-18 01:47:33] [representation][ae_alt_width][cand_068_d1_w69] epoch=6 architecture=[69] train_loss=0.392770 val_loss=0.395742 best=0.395274 es=1/5
[2026-05-18 01:47:35] [representation][ae_alt_width][cand_068_d1_w69] epoch=7 architecture=[69] train_loss=0.392687 val_loss=0.397666 best=0.395274 es=2/5
[2026-05-18 01:47:37] [representation][ae_alt_width][cand_068_d1_w69] epoch=8 architecture=[69] train_loss=0.393002 val_loss=0.395859 best=0.395274 es=3/5
[2026-05-18 01:47:40] [representation][ae_alt_width][cand_068_d1_w69] epoch=9 architecture=[69] train_loss=0.392205 val_loss=0.394438 best=0.394438 es=0/5
[2026-05-18 01:47:45] [representation][ae_alt_width][cand_068_d1_w69] epoch=10 architecture=[69] train_loss=0.391514 val_loss=0.394395 best=0.394438 es=1/5
[2026-05-18 01:47:47] [representation][ae_alt_width][cand_068_d1_w69] epoch=11 architecture=[69] train_loss=0.391690 val_loss=0.395159 best=0.394438 es=2/5
[2026-05-18 01:47:49] [representation][ae_alt_width][cand_068_d1_w69] epoch=12 architecture=[69] train_loss=0.391287 val_loss=0.395739 best=0.394438 es=3/5
[2026-05-18 01:47:52] [representation][ae_alt_width][cand_068_d1_w69] epoch=13 architecture=[69] train_loss=0.391928 val_loss=0.395065 best=0.394438 es=4/5
[2026-05-18 01:47:54] [representation][ae_alt_width][cand_068_d1_w69] epoch=14 architecture=[69] train_loss=0.391631 val_loss=0.393976 best=0.393976 es=0/5
[2026-05-18 01:47:59] [representation][ae_alt_width][cand_068_d1_w69] epoch=15 architecture=[69] train_loss=0.391252 val_loss=0.394285 best=0.393976 es=1/5
[2026-05-18 01:48:01] [representation][ae_alt_width][cand_068_d1_w69] epoch=16 architecture=[69] train_loss=0.391088 val_loss=0.394257 best=0.393976 es=2/5
[2026-05-18 01:48:04] [representation][ae_alt_width][cand_068_d1_w69] epoch=17 architecture=[69] train_loss=0.390984 val_loss=0.394096 best=0.393976 es=3/5
[2026-05-18 01:48:06] [representation][ae_alt_width][cand_068_d1_w69] epoch=18 architecture=[69] train_loss=0.390755 val_loss=0.394692 best=0.393976 es=4/5
[2026-05-18 01:48:08] [representation][ae_alt_width][cand_068_d1_w69] epoch=19 architecture=[69] train_loss=0.390825 val_loss=0.392844 best=0.392844 es=0/5
[2026-05-18 01:48:13] [representation][ae_alt_width][cand_068_d1_w69] epoch=20 architecture=[69] train_loss=0.390049 val_loss=0.394339 best=0.392844 es=1/5
[2026-05-18 01:48:16] [representation][ae_alt_width][cand_068_d1_w69] epoch=21 architecture=[69] train_loss=0.391490 val_loss=0.394870 best=0.392844 es=2/5
[2026-05-18 01:48:18] [representation][ae_alt_width][cand_068_d1_w69] epoch=22 architecture=[69] train_loss=0.391345 val_loss=0.394041 best=0.392844 es=3/5
[2026-05-18 01:48:21] [representation][ae_alt_width][cand_068_d1_w69] epoch=23 architecture=[69] train_loss=0.390446 val_loss=0.393453 best=0.392844 es=4/5
[2026-05-18 01:48:23] [representation][ae_alt_width][cand_068_d1_w69] epoch=24 architecture=[69] train_loss=0.390079 val_loss=0.393539 best=0.392844 es=5/5
