[2026-05-18 03:38:10] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:38:10] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_218_d1_w219/training_log.txt
[2026-05-18 03:38:10] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_218_d1_w219/training_stats.csv
[2026-05-18 03:38:10] [CANDIDATE] task=representation phase=ae_alt_width index=218 search_phase=width architecture=[219]
[2026-05-18 03:38:17] [representation][ae_alt_width][cand_218_d1_w219] epoch=1 architecture=[219] train_loss=0.325889 val_loss=0.294387 best=0.284859 es=0/5
[2026-05-18 03:38:20] [representation][ae_alt_width][cand_218_d1_w219] epoch=2 architecture=[219] train_loss=0.283634 val_loss=0.293860 best=0.284859 es=0/5
[2026-05-18 03:38:22] [representation][ae_alt_width][cand_218_d1_w219] epoch=3 architecture=[219] train_loss=0.282354 val_loss=0.289631 best=0.284859 es=0/5
[2026-05-18 03:38:25] [representation][ae_alt_width][cand_218_d1_w219] epoch=4 architecture=[219] train_loss=0.280143 val_loss=0.291750 best=0.284859 es=1/5
[2026-05-18 03:38:32] [representation][ae_alt_width][cand_218_d1_w219] epoch=5 architecture=[219] train_loss=0.281527 val_loss=0.287683 best=0.284859 es=0/5
[2026-05-18 03:38:34] [representation][ae_alt_width][cand_218_d1_w219] epoch=6 architecture=[219] train_loss=0.279574 val_loss=0.287403 best=0.284859 es=0/5
[2026-05-18 03:38:37] [representation][ae_alt_width][cand_218_d1_w219] epoch=7 architecture=[219] train_loss=0.278904 val_loss=0.285060 best=0.284859 es=0/5
[2026-05-18 03:38:39] [representation][ae_alt_width][cand_218_d1_w219] epoch=8 architecture=[219] train_loss=0.279000 val_loss=0.287939 best=0.284859 es=1/5
[2026-05-18 03:38:42] [representation][ae_alt_width][cand_218_d1_w219] epoch=9 architecture=[219] train_loss=0.279666 val_loss=0.295064 best=0.284859 es=2/5
[2026-05-18 03:38:49] [representation][ae_alt_width][cand_218_d1_w219] epoch=10 architecture=[219] train_loss=0.282498 val_loss=0.288570 best=0.284859 es=3/5
[2026-05-18 03:38:52] [representation][ae_alt_width][cand_218_d1_w219] epoch=11 architecture=[219] train_loss=0.279337 val_loss=0.286225 best=0.284859 es=4/5
[2026-05-18 03:38:54] [representation][ae_alt_width][cand_218_d1_w219] epoch=12 architecture=[219] train_loss=0.278818 val_loss=0.289283 best=0.284859 es=5/5
