task,row_type,phase,architecture,best_val,best_epoch,final_epoch,test_loss,test_acc
anomaly,ablation_stl,stl_ablation_d03_w064_64_64_64,"[64, 64, 64]",0.010256814770400524,102,107,0.48912473035633036,
anomaly,ablation_stl,stl_ablation_d03_w096_96_96_96,"[96, 96, 96]",0.00405289838090539,93,98,0.4672207202702672,
anomaly,ablation_stl,stl_ablation_d03_w128_128_128_128,"[128, 128, 128]",0.0033929545897990465,73,78,0.37995177407172054,
anomaly,ablation_stl,stl_ablation_d03_w160_160_160_160,"[160, 160, 160]",0.002790166065096855,59,64,0.3712836959370606,
anomaly,ablation_stl,stl_ablation_d03_w192_192_192_192,"[192, 192, 192]",0.0020633828826248646,60,65,0.3529086033224175,
anomaly,ablation_stl,stl_ablation_d03_w224_224_224_224,"[224, 224, 224]",0.0022846658248454332,46,51,0.31911409331673785,
anomaly,ablation_stl,stl_ablation_d03_w256_256_256_256,"[256, 256, 256]",0.0025322753936052322,36,41,0.31641262035374307,
anomaly,ablation_stl,stl_ablation_d04_w064_64_64_64_64,"[64, 64, 64, 64]",0.013113060034811497,98,103,0.5106653109800938,
anomaly,ablation_stl,stl_ablation_d04_w096_96_96_96_96,"[96, 96, 96, 96]",0.005052030552178621,93,98,0.41653500084142403,
anomaly,ablation_stl,stl_ablation_d04_w128_128_128_128_128,"[128, 128, 128, 128]",0.0026808346156030893,95,100,0.43292463372876866,
anomaly,ablation_stl,stl_ablation_d04_w160_160_160_160_160,"[160, 160, 160, 160]",0.003989499062299728,47,52,0.36680771142684954,
anomaly,ablation_stl,stl_ablation_d04_w192_192_192_192_192,"[192, 192, 192, 192]",0.0028957866597920656,52,57,0.35178000210579025,
anomaly,ablation_stl,stl_ablation_d04_w224_224_224_224_224,"[224, 224, 224, 224]",0.002687962492927909,42,47,0.3301662170785021,
anomaly,ablation_stl,stl_ablation_d04_w256_256_256_256_256,"[256, 256, 256, 256]",0.002560612978413701,36,41,0.3048363012593801,
anomaly,ablation_stl,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",0.02710985206067562,64,69,0.48003169989573974,
anomaly,ablation_stl,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",0.007241253741085529,86,91,0.37993497772677703,
anomaly,ablation_stl,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",0.004867760464549065,69,74,0.35984741867627806,
anomaly,ablation_stl,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",0.0038067016284912825,64,69,0.3365903368158469,
anomaly,ablation_stl,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",0.004309035837650299,40,45,0.33120904924459144,
anomaly,ablation_stl,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",0.003933235537260771,39,44,0.3198221520914604,
anomaly,ablation_stl,stl_ablation_d06_w256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256]",0.0033680216874927282,40,45,0.3101997468084196,
anomaly,ablation_stl,stl_ablation_d08_w064_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64]",0.02296413667500019,92,97,0.4487273354010911,
anomaly,ablation_stl,stl_ablation_d08_w096_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96]",0.013082710094749928,60,65,0.362576827660532,
anomaly,ablation_stl,stl_ablation_d08_w128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128]",0.006314888596534729,68,73,0.36158172007105716,
anomaly,ablation_stl,stl_ablation_d08_w160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160]",0.00597816426306963,51,56,0.3514412673112109,
anomaly,ablation_stl,stl_ablation_d08_w192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192]",0.004941156134009361,43,48,0.33749142880735294,
anomaly,ablation_stl,stl_ablation_d08_w224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224]",0.005374820437282324,33,38,0.3268306193428728,
anomaly,ablation_stl,stl_ablation_d08_w256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256]",0.004741627257317305,34,39,0.2946902842288259,
anomaly,ablation_stl,stl_ablation_d10_w064_64_64_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",0.023153578862547874,101,106,0.4468893893924166,
anomaly,ablation_stl,stl_ablation_d10_w096_96_96_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",0.008161584846675396,113,118,0.39636311948230674,
anomaly,ablation_stl,stl_ablation_d10_w128_128_128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",0.0076371789909899235,71,76,0.3628191048312201,
anomaly,ablation_stl,stl_ablation_d10_w160_160_160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]",0.006538905203342438,56,61,0.33878677894965675,
