[2026-05-20 12:12:59] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:12:59] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_033_d1_w34/training_log.txt
[2026-05-20 12:12:59] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_033_d1_w34/training_stats.csv
[2026-05-20 12:12:59] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=33 search_phase=width architecture=[34]
[2026-05-20 12:13:01] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=1 architecture=[34] train_loss=0.227870 val_loss=0.217913 best=0.217913 es=0/5
[2026-05-20 12:13:04] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=2 architecture=[34] train_loss=0.225755 val_loss=0.216157 best=0.216157 es=0/5
[2026-05-20 12:13:07] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=3 architecture=[34] train_loss=0.223981 val_loss=0.214491 best=0.214491 es=0/5
[2026-05-20 12:13:10] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=4 architecture=[34] train_loss=0.222182 val_loss=0.212569 best=0.212569 es=0/5
[2026-05-20 12:13:13] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=5 architecture=[34] train_loss=0.220101 val_loss=0.210870 best=0.210870 es=0/5
[2026-05-20 12:13:16] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=6 architecture=[34] train_loss=0.218359 val_loss=0.209218 best=0.209218 es=0/5
[2026-05-20 12:13:19] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=7 architecture=[34] train_loss=0.216890 val_loss=0.207553 best=0.207553 es=0/5
[2026-05-20 12:13:22] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=8 architecture=[34] train_loss=0.215566 val_loss=0.206274 best=0.206274 es=0/5
[2026-05-20 12:13:25] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=9 architecture=[34] train_loss=0.214367 val_loss=0.205087 best=0.205087 es=0/5
[2026-05-20 12:13:28] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=10 architecture=[34] train_loss=0.213502 val_loss=0.204223 best=0.204223 es=0/5
[2026-05-20 12:13:30] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=11 architecture=[34] train_loss=0.212783 val_loss=0.203691 best=0.203691 es=0/5
[2026-05-20 12:13:33] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=12 architecture=[34] train_loss=0.212196 val_loss=0.203158 best=0.203158 es=0/5
[2026-05-20 12:13:36] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=13 architecture=[34] train_loss=0.211711 val_loss=0.202648 best=0.202648 es=0/5
[2026-05-20 12:13:39] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=14 architecture=[34] train_loss=0.211282 val_loss=0.202262 best=0.202262 es=0/5
[2026-05-20 12:13:42] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=15 architecture=[34] train_loss=0.210933 val_loss=0.202121 best=0.202121 es=0/5
[2026-05-20 12:13:45] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=16 architecture=[34] train_loss=0.210678 val_loss=0.201941 best=0.201941 es=0/5
[2026-05-20 12:13:48] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=17 architecture=[34] train_loss=0.210521 val_loss=0.201782 best=0.201782 es=0/5
[2026-05-20 12:13:51] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=18 architecture=[34] train_loss=0.210174 val_loss=0.201781 best=0.201782 es=1/5
[2026-05-20 12:13:54] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=19 architecture=[34] train_loss=0.210048 val_loss=0.201822 best=0.201782 es=2/5
[2026-05-20 12:13:56] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=20 architecture=[34] train_loss=0.209853 val_loss=0.201441 best=0.201441 es=0/5
[2026-05-20 12:13:59] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=21 architecture=[34] train_loss=0.209796 val_loss=0.201520 best=0.201441 es=1/5
[2026-05-20 12:14:02] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=22 architecture=[34] train_loss=0.209568 val_loss=0.201318 best=0.201318 es=0/5
[2026-05-20 12:14:05] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=23 architecture=[34] train_loss=0.209496 val_loss=0.201331 best=0.201318 es=1/5
[2026-05-20 12:14:07] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=24 architecture=[34] train_loss=0.209374 val_loss=0.201477 best=0.201318 es=2/5
[2026-05-20 12:14:10] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=25 architecture=[34] train_loss=0.209227 val_loss=0.201558 best=0.201318 es=3/5
[2026-05-20 12:14:13] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=26 architecture=[34] train_loss=0.209201 val_loss=0.201481 best=0.201318 es=4/5
[2026-05-20 12:14:16] [autoencoding][ae_width_to_depth][cand_033_d1_w34] epoch=27 architecture=[34] train_loss=0.209116 val_loss=0.201489 best=0.201318 es=5/5
