[2026-05-20 08:55:56] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:55:56] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_029_d1_w30/training_log.txt
[2026-05-20 08:55:56] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_029_d1_w30/training_stats.csv
[2026-05-20 08:55:56] [CANDIDATE] task=autoencoding phase=ae_alt_width index=29 search_phase=width architecture=[30]
[2026-05-20 08:55:58] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=1 architecture=[30] train_loss=0.305850 val_loss=0.302843 best=0.301745 es=0/5
[2026-05-20 08:56:00] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=2 architecture=[30] train_loss=0.302396 val_loss=0.301290 best=0.301290 es=0/5
[2026-05-20 08:56:03] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=3 architecture=[30] train_loss=0.300763 val_loss=0.299911 best=0.299911 es=0/5
[2026-05-20 08:56:05] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=4 architecture=[30] train_loss=0.299456 val_loss=0.298860 best=0.298860 es=0/5
[2026-05-20 08:56:07] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=5 architecture=[30] train_loss=0.298282 val_loss=0.297656 best=0.297656 es=0/5
[2026-05-20 08:56:09] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=6 architecture=[30] train_loss=0.296987 val_loss=0.296491 best=0.296491 es=0/5
[2026-05-20 08:56:11] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=7 architecture=[30] train_loss=0.295612 val_loss=0.294983 best=0.294983 es=0/5
[2026-05-20 08:56:13] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=8 architecture=[30] train_loss=0.294118 val_loss=0.293609 best=0.293609 es=0/5
[2026-05-20 08:56:15] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=9 architecture=[30] train_loss=0.292764 val_loss=0.292220 best=0.292220 es=0/5
[2026-05-20 08:56:18] [autoencoding][ae_alt_width][cand_029_d1_w30] epoch=10 architecture=[30] train_loss=0.291443 val_loss=0.290990 best=0.290990 es=0/5
