[2026-06-14 02:27:25] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 02:27:25] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_282_d3_w95/training_log.txt
[2026-06-14 02:27:25] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_282_d3_w95/training_stats.csv
[2026-06-14 02:27:25] Epoch 1 | architecture=[95, 94, 94] train_loss=0.004832 val_loss=0.001887 best=0.001887 es=0/10
[2026-06-14 02:27:25] Epoch 1 | architecture=[95, 94, 94] train_loss=0.002720 val_loss=0.002207 best=0.002207 es=0/10
[2026-06-14 02:27:26] Epoch 1 | architecture=[95, 94, 94] train_loss=0.004471 val_loss=0.002033 best=0.002033 es=0/10
[2026-06-14 02:27:26] Epoch 1 | architecture=[95, 94, 94] train_loss=0.001765 val_loss=0.001397 best=0.001397 es=0/10
[2026-06-14 02:27:26] Epoch 1 | architecture=[95, 94, 94] train_loss=0.002055 val_loss=0.002401 best=0.002401 es=0/10
[2026-06-14 02:27:26] Epoch 1 | architecture=[95, 94, 94] train_loss=0.002662 val_loss=0.001928 best=0.001928 es=0/10
[2026-06-14 02:27:27] Epoch 1 | architecture=[95, 94, 94] train_loss=0.002053 val_loss=0.000673 best=0.000673 es=0/10
[2026-06-14 02:27:27] Epoch 1 | architecture=[95, 94, 94] train_loss=0.002397 val_loss=0.001541 best=0.001541 es=0/10
[2026-06-14 02:27:28] Epoch 1 | architecture=[95, 94, 94] train_loss=0.002429 val_loss=0.000873 best=0.000873 es=0/10
[2026-06-14 02:27:28] Epoch 1 | architecture=[95, 94, 94] train_loss=0.002510 val_loss=0.000869 best=0.000869 es=0/10
[2026-06-14 02:27:28] Epoch 1 | architecture=[95, 94, 94] train_loss=0.000746 val_loss=0.000874 best=0.000874 es=0/10
[2026-06-14 02:27:28] Epoch 1 | architecture=[95, 94, 94] train_loss=0.001473 val_loss=0.001047 best=0.001047 es=0/10
[2026-06-14 02:27:28] Epoch 1 | architecture=[95, 94, 94] train_loss=0.001361 val_loss=0.001041 best=0.001041 es=0/10
[2026-06-14 02:27:29] Epoch 1 | architecture=[95, 94, 94] train_loss=0.001233 val_loss=0.000767 best=0.000767 es=0/10
[2026-06-14 02:27:29] Epoch 1 | architecture=[95, 94, 94] train_loss=0.001930 val_loss=0.000675 best=0.000675 es=0/10
[2026-06-14 02:27:30] Epoch 1 | architecture=[95, 94, 94] train_loss=0.001050 val_loss=0.000696 best=0.000696 es=0/10
[2026-06-14 02:27:30] Epoch 1 | architecture=[95, 94, 94] train_loss=0.001969 val_loss=0.000950 best=0.000950 es=0/10
