[2026-06-14 03:34:25] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 03:34:25] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_718_d6_w120/training_log.txt
[2026-06-14 03:34:25] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_718_d6_w120/training_stats.csv
[2026-06-14 03:34:26] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.004147 val_loss=0.002723 best=0.002723 es=0/10
[2026-06-14 03:34:26] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.003325 val_loss=0.005416 best=0.005416 es=0/10
[2026-06-14 03:34:26] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.004479 val_loss=0.002578 best=0.002578 es=0/10
[2026-06-14 03:34:26] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.002290 val_loss=0.001410 best=0.001410 es=0/10
[2026-06-14 03:34:27] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.001873 val_loss=0.005606 best=0.005606 es=0/10
[2026-06-14 03:34:27] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.002600 val_loss=0.003047 best=0.003047 es=0/10
[2026-06-14 03:34:27] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.001684 val_loss=0.000558 best=0.000558 es=0/10
[2026-06-14 03:34:27] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.000841 val_loss=0.001433 best=0.001433 es=0/10
[2026-06-14 03:34:28] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.002437 val_loss=0.001506 best=0.001506 es=0/10
[2026-06-14 03:34:28] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.001495 val_loss=0.000344 best=0.000344 es=0/10
[2026-06-14 03:34:28] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.001063 val_loss=0.001092 best=0.001092 es=0/10
[2026-06-14 03:34:29] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.001168 val_loss=0.001858 best=0.001858 es=0/10
[2026-06-14 03:34:29] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.001855 val_loss=0.000952 best=0.000952 es=0/10
[2026-06-14 03:34:29] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.002551 val_loss=0.000234 best=0.000234 es=0/10
[2026-06-14 03:34:30] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.000864 val_loss=0.000222 best=0.000222 es=0/10
[2026-06-14 03:34:30] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.000988 val_loss=0.000324 best=0.000324 es=0/10
[2026-06-14 03:34:30] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.001631 val_loss=0.000185 best=0.000185 es=0/10
[2026-06-14 03:34:30] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.001240 val_loss=0.000291 best=0.000291 es=0/10
[2026-06-14 03:34:31] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.000895 val_loss=0.000312 best=0.000312 es=0/10
[2026-06-14 03:34:31] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.000662 val_loss=0.000393 best=0.000393 es=0/10
[2026-06-14 03:34:31] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.002919 val_loss=0.000323 best=0.000323 es=0/10
[2026-06-14 03:34:32] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.000785 val_loss=0.000351 best=0.000351 es=0/10
[2026-06-14 03:34:32] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.000881 val_loss=0.000347 best=0.000347 es=0/10
[2026-06-14 03:34:33] Epoch 1 | architecture=[120, 120, 120, 120, 120, 119] train_loss=0.001341 val_loss=0.000169 best=0.000169 es=0/10
