[2026-05-20 09:40:09] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:40:09] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_085_d1_w86/training_log.txt
[2026-05-20 09:40:09] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_085_d1_w86/training_stats.csv
[2026-05-20 09:40:09] [CANDIDATE] task=autoencoding phase=ae_alt_width index=85 search_phase=width architecture=[86]
[2026-05-20 09:40:12] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=1 architecture=[86] train_loss=0.003114 val_loss=0.002041 best=0.001727 es=0/5
[2026-05-20 09:40:14] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=2 architecture=[86] train_loss=0.002333 val_loss=0.001826 best=0.001727 es=0/5
[2026-05-20 09:40:16] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=3 architecture=[86] train_loss=0.002164 val_loss=0.001754 best=0.001727 es=1/5
[2026-05-20 09:40:19] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=4 architecture=[86] train_loss=0.002327 val_loss=0.001788 best=0.001727 es=2/5
[2026-05-20 09:40:21] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=5 architecture=[86] train_loss=0.002181 val_loss=0.001710 best=0.001710 es=0/5
[2026-05-20 09:40:23] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=6 architecture=[86] train_loss=0.002089 val_loss=0.001717 best=0.001710 es=1/5
[2026-05-20 09:40:25] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=7 architecture=[86] train_loss=0.002146 val_loss=0.001801 best=0.001710 es=2/5
[2026-05-20 09:40:28] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=8 architecture=[86] train_loss=0.002138 val_loss=0.001700 best=0.001710 es=3/5
[2026-05-20 09:40:30] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=9 architecture=[86] train_loss=0.002163 val_loss=0.001701 best=0.001710 es=4/5
[2026-05-20 09:40:32] [autoencoding][ae_alt_width][cand_085_d1_w86] epoch=10 architecture=[86] train_loss=0.002068 val_loss=0.001717 best=0.001710 es=5/5
