[2026-05-16 22:04:15] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 22:04:15] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_048_d2_w32/training_log.txt
[2026-05-16 22:04:15] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_048_d2_w32/training_stats.csv
[2026-05-16 22:04:18] [representation][random][cand_048_d2_w32] epoch=1 train_loss=1.086132 val_loss=0.974372 best=0.974372 es=0/5
[2026-05-16 22:04:21] [representation][random][cand_048_d2_w32] epoch=2 train_loss=0.925817 val_loss=0.882262 best=0.882262 es=0/5
[2026-05-16 22:04:24] [representation][random][cand_048_d2_w32] epoch=3 train_loss=0.834150 val_loss=0.800539 best=0.800539 es=0/5
[2026-05-16 22:04:27] [representation][random][cand_048_d2_w32] epoch=4 train_loss=0.767473 val_loss=0.737333 best=0.737333 es=0/5
[2026-05-16 22:04:31] [representation][random][cand_048_d2_w32] epoch=5 train_loss=0.712325 val_loss=0.685030 best=0.685030 es=0/5
[2026-05-16 22:04:34] [representation][random][cand_048_d2_w32] epoch=6 train_loss=0.664703 val_loss=0.639471 best=0.639471 es=0/5
[2026-05-16 22:04:37] [representation][random][cand_048_d2_w32] epoch=7 train_loss=0.621834 val_loss=0.597190 best=0.597190 es=0/5
[2026-05-16 22:04:40] [representation][random][cand_048_d2_w32] epoch=8 train_loss=0.583415 val_loss=0.561109 best=0.561109 es=0/5
[2026-05-16 22:04:43] [representation][random][cand_048_d2_w32] epoch=9 train_loss=0.548722 val_loss=0.527848 best=0.527848 es=0/5
[2026-05-16 22:04:46] [representation][random][cand_048_d2_w32] epoch=10 train_loss=0.516802 val_loss=0.496720 best=0.496720 es=0/5
[2026-05-16 22:04:49] [representation][random][cand_048_d2_w32] epoch=11 train_loss=0.487769 val_loss=0.467859 best=0.467859 es=0/5
[2026-05-16 22:04:52] [representation][random][cand_048_d2_w32] epoch=12 train_loss=0.461274 val_loss=0.443393 best=0.443393 es=0/5
[2026-05-16 22:04:55] [representation][random][cand_048_d2_w32] epoch=13 train_loss=0.437628 val_loss=0.420814 best=0.420814 es=0/5
