[2026-05-16 10:35:50] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 10:35:50] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_006_d2_w8/training_log.txt
[2026-05-16 10:35:50] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_006_d2_w8/training_stats.csv
[2026-05-16 10:35:53] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=1 train_loss=0.792534 val_loss=0.771847 best=0.771847 es=0/5
[2026-05-16 10:35:55] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=2 train_loss=0.769343 val_loss=0.769800 best=0.769800 es=0/5
[2026-05-16 10:35:58] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=3 train_loss=0.760423 val_loss=0.764675 best=0.764675 es=0/5
[2026-05-16 10:36:00] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=4 train_loss=0.755268 val_loss=0.760577 best=0.760577 es=0/5
[2026-05-16 10:36:03] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=5 train_loss=0.752033 val_loss=0.757955 best=0.757955 es=0/5
[2026-05-16 10:36:05] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=6 train_loss=0.749853 val_loss=0.756187 best=0.756187 es=0/5
[2026-05-16 10:36:08] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=7 train_loss=0.748292 val_loss=0.754729 best=0.754729 es=0/5
[2026-05-16 10:36:10] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=8 train_loss=0.747028 val_loss=0.753618 best=0.753618 es=0/5
[2026-05-16 10:36:13] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=9 train_loss=0.746015 val_loss=0.752621 best=0.752621 es=0/5
[2026-05-16 10:36:15] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=10 train_loss=0.745045 val_loss=0.751738 best=0.751738 es=0/5
[2026-05-16 10:36:18] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=11 train_loss=0.744113 val_loss=0.750877 best=0.750877 es=0/5
[2026-05-16 10:36:20] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=12 train_loss=0.743227 val_loss=0.750004 best=0.750004 es=0/5
[2026-05-16 10:36:23] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=13 train_loss=0.742348 val_loss=0.749154 best=0.749154 es=0/5
[2026-05-16 10:36:26] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=14 train_loss=0.741492 val_loss=0.748274 best=0.748274 es=0/5
[2026-05-16 10:36:28] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=15 train_loss=0.740568 val_loss=0.747440 best=0.747440 es=0/5
[2026-05-16 10:36:31] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=16 train_loss=0.739674 val_loss=0.746589 best=0.746589 es=0/5
[2026-05-16 10:36:33] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=17 train_loss=0.738787 val_loss=0.745732 best=0.745732 es=0/5
[2026-05-16 10:36:36] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=18 train_loss=0.737909 val_loss=0.744912 best=0.744912 es=0/5
[2026-05-16 10:36:38] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=19 train_loss=0.737075 val_loss=0.744107 best=0.744107 es=0/5
[2026-05-16 10:36:41] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=20 train_loss=0.736207 val_loss=0.743310 best=0.743310 es=0/5
[2026-05-16 10:36:43] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=21 train_loss=0.735459 val_loss=0.742563 best=0.742563 es=0/5
[2026-05-16 10:36:46] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=22 train_loss=0.734656 val_loss=0.741882 best=0.741882 es=0/5
[2026-05-16 10:36:49] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=23 train_loss=0.733896 val_loss=0.741096 best=0.741096 es=0/5
[2026-05-16 10:36:51] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=24 train_loss=0.733253 val_loss=0.740519 best=0.740519 es=0/5
[2026-05-16 10:36:54] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=25 train_loss=0.732583 val_loss=0.739877 best=0.739877 es=0/5
[2026-05-16 10:36:56] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=26 train_loss=0.731995 val_loss=0.739310 best=0.739310 es=0/5
[2026-05-16 10:36:59] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=27 train_loss=0.731434 val_loss=0.738721 best=0.738721 es=0/5
[2026-05-16 10:37:01] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=28 train_loss=0.730804 val_loss=0.738217 best=0.738217 es=0/5
[2026-05-16 10:37:04] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=29 train_loss=0.730307 val_loss=0.737683 best=0.737683 es=0/5
[2026-05-16 10:37:06] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=30 train_loss=0.729801 val_loss=0.737231 best=0.737231 es=0/5
[2026-05-16 10:37:09] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=31 train_loss=0.729362 val_loss=0.736858 best=0.736858 es=0/5
[2026-05-16 10:37:12] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=32 train_loss=0.729041 val_loss=0.736459 best=0.736459 es=0/5
[2026-05-16 10:37:15] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=33 train_loss=0.728591 val_loss=0.736075 best=0.736075 es=0/5
[2026-05-16 10:37:18] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=34 train_loss=0.728189 val_loss=0.735725 best=0.735725 es=0/5
[2026-05-16 10:37:21] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=35 train_loss=0.727924 val_loss=0.735466 best=0.735466 es=0/5
[2026-05-16 10:37:25] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=36 train_loss=0.727681 val_loss=0.735271 best=0.735271 es=0/5
[2026-05-16 10:37:28] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=37 train_loss=0.727490 val_loss=0.735012 best=0.735012 es=0/5
[2026-05-16 10:37:31] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=38 train_loss=0.727230 val_loss=0.734803 best=0.734803 es=0/5
[2026-05-16 10:37:35] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=39 train_loss=0.727047 val_loss=0.734649 best=0.734649 es=0/5
[2026-05-16 10:37:38] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=40 train_loss=0.726978 val_loss=0.734532 best=0.734532 es=0/5
[2026-05-16 10:37:41] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=41 train_loss=0.726771 val_loss=0.734343 best=0.734343 es=0/5
[2026-05-16 10:37:44] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=42 train_loss=0.726650 val_loss=0.734248 best=0.734343 es=1/5
[2026-05-16 10:37:47] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=43 train_loss=0.726550 val_loss=0.734123 best=0.734123 es=0/5
[2026-05-16 10:37:51] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=44 train_loss=0.726454 val_loss=0.734015 best=0.734015 es=0/5
[2026-05-16 10:37:54] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=45 train_loss=0.726353 val_loss=0.733907 best=0.733907 es=0/5
[2026-05-16 10:37:57] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=46 train_loss=0.726230 val_loss=0.733773 best=0.733773 es=0/5
[2026-05-16 10:38:00] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=47 train_loss=0.726203 val_loss=0.733635 best=0.733635 es=0/5
[2026-05-16 10:38:04] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=48 train_loss=0.725995 val_loss=0.733549 best=0.733635 es=1/5
[2026-05-16 10:38:07] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=49 train_loss=0.725909 val_loss=0.733456 best=0.733456 es=0/5
[2026-05-16 10:38:10] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=50 train_loss=0.725782 val_loss=0.733344 best=0.733344 es=0/5
[2026-05-16 10:38:14] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=51 train_loss=0.725698 val_loss=0.733267 best=0.733344 es=1/5
[2026-05-16 10:38:17] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=52 train_loss=0.725655 val_loss=0.733132 best=0.733132 es=0/5
[2026-05-16 10:38:19] [representation][ae_width_to_depth][cand_006_d2_w8] epoch=53 train_loss=0.725512 val_loss=0.733050 best=0.733132 es=1/5
