[2026-06-11 02:03:48] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 02:03:48] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_736_d6_w123/training_log.txt
[2026-06-11 02:03:48] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_736_d6_w123/training_stats.csv
[2026-06-11 02:03:48] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.007836 val_loss=0.003552 best=0.003552 es=0/10
[2026-06-11 02:03:48] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.002525 val_loss=0.004193 best=0.004193 es=0/10
[2026-06-11 02:03:49] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.004587 val_loss=0.005120 best=0.005120 es=0/10
[2026-06-11 02:03:49] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.003994 val_loss=0.003353 best=0.003353 es=0/10
[2026-06-11 02:03:49] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.001842 val_loss=0.003804 best=0.003804 es=0/10
[2026-06-11 02:03:49] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.002469 val_loss=0.002123 best=0.002123 es=0/10
[2026-06-11 02:03:50] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.002532 val_loss=0.001208 best=0.001208 es=0/10
[2026-06-11 02:03:50] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.001399 val_loss=0.002583 best=0.002583 es=0/10
[2026-06-11 02:03:50] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.001545 val_loss=0.002179 best=0.002179 es=0/10
[2026-06-11 02:03:50] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.001325 val_loss=0.001516 best=0.001516 es=0/10
[2026-06-11 02:03:51] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.000775 val_loss=0.001749 best=0.001749 es=0/10
[2026-06-11 02:03:51] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.000970 val_loss=0.001105 best=0.001105 es=0/10
[2026-06-11 02:03:51] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.003024 val_loss=0.000362 best=0.000362 es=0/10
[2026-06-11 02:03:51] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.002307 val_loss=0.000589 best=0.000589 es=0/10
[2026-06-11 02:03:52] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.001392 val_loss=0.000883 best=0.000883 es=0/10
[2026-06-11 02:03:52] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.001837 val_loss=0.000752 best=0.000752 es=0/10
[2026-06-11 02:03:52] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.000569 val_loss=0.000326 best=0.000326 es=0/10
[2026-06-11 02:03:52] Epoch 1 | architecture=[123, 123, 123, 123, 123, 122] train_loss=0.001198 val_loss=0.000964 best=0.000964 es=0/10
