[2026-05-20 12:19:25] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:19:25] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_038_d1_w39/training_log.txt
[2026-05-20 12:19:25] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_038_d1_w39/training_stats.csv
[2026-05-20 12:19:25] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=38 search_phase=width architecture=[39]
[2026-05-20 12:19:27] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=1 architecture=[39] train_loss=0.136100 val_loss=0.122205 best=0.121506 es=0/5
[2026-05-20 12:19:30] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=2 architecture=[39] train_loss=0.134183 val_loss=0.120836 best=0.120836 es=0/5
[2026-05-20 12:19:33] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=3 architecture=[39] train_loss=0.133166 val_loss=0.119891 best=0.119891 es=0/5
[2026-05-20 12:19:36] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=4 architecture=[39] train_loss=0.132004 val_loss=0.118734 best=0.118734 es=0/5
[2026-05-20 12:19:39] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=5 architecture=[39] train_loss=0.130861 val_loss=0.117294 best=0.117294 es=0/5
[2026-05-20 12:19:42] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=6 architecture=[39] train_loss=0.129399 val_loss=0.115877 best=0.115877 es=0/5
[2026-05-20 12:19:45] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=7 architecture=[39] train_loss=0.127733 val_loss=0.114151 best=0.114151 es=0/5
[2026-05-20 12:19:48] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=8 architecture=[39] train_loss=0.126168 val_loss=0.112691 best=0.112691 es=0/5
[2026-05-20 12:19:51] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=9 architecture=[39] train_loss=0.124698 val_loss=0.111305 best=0.111305 es=0/5
[2026-05-20 12:19:54] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=10 architecture=[39] train_loss=0.123440 val_loss=0.110051 best=0.110051 es=0/5
[2026-05-20 12:19:57] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=11 architecture=[39] train_loss=0.122453 val_loss=0.109159 best=0.109159 es=0/5
[2026-05-20 12:20:00] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=12 architecture=[39] train_loss=0.121746 val_loss=0.108361 best=0.108361 es=0/5
[2026-05-20 12:20:02] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=13 architecture=[39] train_loss=0.120949 val_loss=0.107995 best=0.107995 es=0/5
[2026-05-20 12:20:05] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=14 architecture=[39] train_loss=0.120509 val_loss=0.107560 best=0.107560 es=0/5
[2026-05-20 12:20:08] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=15 architecture=[39] train_loss=0.120193 val_loss=0.107013 best=0.107013 es=0/5
[2026-05-20 12:20:11] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=16 architecture=[39] train_loss=0.119847 val_loss=0.106910 best=0.106910 es=0/5
[2026-05-20 12:20:14] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=17 architecture=[39] train_loss=0.119647 val_loss=0.106420 best=0.106420 es=0/5
[2026-05-20 12:20:17] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=18 architecture=[39] train_loss=0.119425 val_loss=0.106321 best=0.106420 es=1/5
[2026-05-20 12:20:20] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=19 architecture=[39] train_loss=0.119381 val_loss=0.106278 best=0.106278 es=0/5
[2026-05-20 12:20:23] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=20 architecture=[39] train_loss=0.119204 val_loss=0.106250 best=0.106278 es=1/5
[2026-05-20 12:20:26] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=21 architecture=[39] train_loss=0.119040 val_loss=0.106086 best=0.106086 es=0/5
[2026-05-20 12:20:28] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=22 architecture=[39] train_loss=0.118974 val_loss=0.106032 best=0.106086 es=1/5
[2026-05-20 12:20:31] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=23 architecture=[39] train_loss=0.118939 val_loss=0.105769 best=0.105769 es=0/5
[2026-05-20 12:20:34] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=24 architecture=[39] train_loss=0.118821 val_loss=0.105725 best=0.105769 es=1/5
[2026-05-20 12:20:37] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=25 architecture=[39] train_loss=0.118825 val_loss=0.105703 best=0.105769 es=2/5
[2026-05-20 12:20:40] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=26 architecture=[39] train_loss=0.118806 val_loss=0.105866 best=0.105769 es=3/5
[2026-05-20 12:20:43] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=27 architecture=[39] train_loss=0.118786 val_loss=0.105519 best=0.105519 es=0/5
[2026-05-20 12:20:45] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=28 architecture=[39] train_loss=0.118708 val_loss=0.105472 best=0.105519 es=1/5
[2026-05-20 12:20:48] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=29 architecture=[39] train_loss=0.118624 val_loss=0.105562 best=0.105519 es=2/5
[2026-05-20 12:20:51] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=30 architecture=[39] train_loss=0.118495 val_loss=0.105605 best=0.105519 es=3/5
[2026-05-20 12:20:54] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=31 architecture=[39] train_loss=0.118537 val_loss=0.105587 best=0.105519 es=4/5
[2026-05-20 12:20:57] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=32 architecture=[39] train_loss=0.118472 val_loss=0.105391 best=0.105391 es=0/5
[2026-05-20 12:21:00] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=33 architecture=[39] train_loss=0.118424 val_loss=0.105478 best=0.105391 es=1/5
[2026-05-20 12:21:02] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=34 architecture=[39] train_loss=0.118473 val_loss=0.105349 best=0.105391 es=2/5
[2026-05-20 12:21:05] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=35 architecture=[39] train_loss=0.118480 val_loss=0.105450 best=0.105391 es=3/5
[2026-05-20 12:21:08] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=36 architecture=[39] train_loss=0.118575 val_loss=0.105617 best=0.105391 es=4/5
[2026-05-20 12:21:11] [autoencoding][ae_width_to_depth][cand_038_d1_w39] epoch=37 architecture=[39] train_loss=0.118425 val_loss=0.105619 best=0.105391 es=5/5
