timestamp,model,mode,epoch,width,depth,train_loss,val_loss,best_val,es_counter
2025-12-15 19:02:18,adp_resnet,width_only,1,1,2,1.6501547733942667,1.5914166202545166,1.5914166202545166,0
2025-12-15 19:03:11,adp_resnet,width_only,2,1,2,1.5576931122673883,1.5237472066879272,1.5237472066879272,0
2025-12-15 19:04:04,adp_resnet,width_only,3,1,2,1.5023220740424261,1.4653494140625,1.4653494140625,0
2025-12-15 19:04:59,adp_resnet,width_only,4,1,2,1.4613674773110283,1.424547435951233,1.424547435951233,0
2025-12-15 19:05:54,adp_resnet,width_only,5,1,2,1.4268766390270657,1.3879830976486207,1.3879830976486207,0
2025-12-15 19:06:49,adp_resnet,width_only,6,1,2,1.3943316532982721,1.3571588035583495,1.3571588035583495,0
2025-12-15 19:07:47,adp_resnet,width_only,7,1,2,1.3628972584194607,1.3240734601974486,1.3240734601974486,0
2025-12-15 19:08:40,adp_resnet,width_only,8,1,2,1.3348410794787937,1.2968010021209717,1.2968010021209717,0
2025-12-15 19:09:36,adp_resnet,width_only,9,1,2,1.3072694956673516,1.2717260564804078,1.2717260564804078,0
2025-12-15 19:10:32,adp_resnet,width_only,10,1,2,1.282606341573927,1.2422168720245361,1.2422168720245361,0
2025-12-15 19:11:28,adp_resnet,width_only,11,1,2,1.254709566646152,1.222720802307129,1.222720802307129,0
2025-12-15 19:12:29,adp_resnet,width_only,12,1,2,1.2308981344858805,1.1959377908706665,1.1959377908706665,0
2025-12-15 19:13:24,adp_resnet,width_only,13,1,2,1.2119482560051813,1.178202555847168,1.178202555847168,0
2025-12-15 19:14:15,adp_resnet,width_only,14,1,2,1.1973169120152791,1.1565841609954834,1.1565841609954834,0
2025-12-15 19:15:07,adp_resnet,width_only,15,1,2,1.1896143655141194,1.1654585481643678,1.1565841609954834,1
2025-12-15 19:16:00,adp_resnet,width_only,16,1,2,1.1783538522084553,1.1721955841064453,1.1565841609954834,2
2025-12-15 19:16:52,adp_resnet,width_only,17,1,2,1.1733434570524428,1.155616645050049,1.155616645050049,0
2025-12-15 19:17:44,adp_resnet,width_only,18,1,2,1.163480932744344,1.1401910911560058,1.1401910911560058,0
2025-12-15 19:18:40,adp_resnet,width_only,19,1,2,1.1641648885938856,1.1362988130569458,1.1362988130569458,0
2025-12-15 19:19:32,adp_resnet,width_only,20,1,2,1.1560655851152208,1.1411903768539429,1.1362988130569458,1
2025-12-15 19:20:24,adp_resnet,width_only,21,1,2,1.1513706503338283,1.1795785186767578,1.1362988130569458,2
2025-12-15 19:21:20,adp_resnet,width_only,22,1,2,1.1440314235899183,1.1164794124603272,1.1164794124603272,0
2025-12-15 19:22:13,adp_resnet,width_only,23,1,2,1.1415671352386474,1.1207753095626831,1.1164794124603272,1
2025-12-15 19:23:09,adp_resnet,width_only,24,1,2,1.129527759552002,1.1466551414489745,1.1164794124603272,2
2025-12-15 19:24:01,adp_resnet,width_only,25,1,2,1.1322077792697482,1.121815854072571,1.1164794124603272,3
2025-12-15 19:24:53,adp_resnet,width_only,26,1,2,1.1288457954830593,1.1093559270858764,1.1093559270858764,0
2025-12-15 19:25:48,adp_resnet,width_only,27,1,2,1.1307427667617798,1.1961684881210328,1.1093559270858764,1
2025-12-15 19:26:49,adp_resnet,width_only,28,1,2,1.1210122839397854,1.1061475011825561,1.1061475011825561,0
2025-12-15 19:27:46,adp_resnet,width_only,29,1,2,1.1250557717005412,1.1016140029907227,1.1016140029907227,0
2025-12-15 19:28:44,adp_resnet,width_only,30,1,2,1.1210376270718045,1.1004424711227416,1.1004424711227416,0
2025-12-15 19:29:45,adp_resnet,width_only,31,1,2,1.1198835575527615,1.0879444038391113,1.0879444038391113,0
2025-12-15 19:30:45,adp_resnet,width_only,32,1,2,1.1221927905400595,1.0896914215087892,1.0879444038391113,1
2025-12-15 19:31:38,adp_resnet,width_only,33,1,2,1.1127048952738443,1.0964974878311158,1.0879444038391113,2
2025-12-15 19:32:35,adp_resnet,width_only,34,1,2,1.1163882457945082,1.1023407247543335,1.0879444038391113,3
2025-12-15 19:33:27,adp_resnet,width_only,35,1,2,1.1112108781814576,1.0962646957397462,1.0879444038391113,4
2025-12-15 19:34:18,adp_resnet,width_only,36,1,2,1.1092606070624458,1.084005719947815,1.084005719947815,0
2025-12-15 19:35:11,adp_resnet,width_only,37,1,2,1.1054777490827772,1.0878280782699585,1.084005719947815,1
2025-12-15 19:36:08,adp_resnet,width_only,38,1,2,1.1033895269817777,1.0606534774780274,1.0606534774780274,0
2025-12-15 19:37:01,adp_resnet,width_only,39,1,2,1.1001438523398506,1.0847296295166016,1.0606534774780274,1
2025-12-15 19:37:54,adp_resnet,width_only,40,1,2,1.1040755075878568,1.1100880443572998,1.0606534774780274,2
2025-12-15 19:38:49,adp_resnet,width_only,41,1,2,1.1016921392440795,1.0775904684066773,1.0606534774780274,3
2025-12-15 19:39:44,adp_resnet,width_only,42,1,2,1.097710252041287,1.0797920621871948,1.0606534774780274,4
2025-12-15 19:40:37,adp_resnet,width_only,43,1,2,1.0965090950012206,1.078561766242981,1.0606534774780274,5
2025-12-15 19:41:30,adp_resnet,width_only,44,1,2,1.0941438329484727,1.0640618244171143,1.0606534774780274,6
2025-12-15 19:42:22,adp_resnet,width_only,45,1,2,1.0979100868225098,1.0703557886123658,1.0606534774780274,7
2025-12-15 19:43:15,adp_resnet,width_only,46,1,2,1.0921255651897854,1.0780853612899781,1.0606534774780274,8
2025-12-15 19:44:07,adp_resnet,width_only,47,1,2,1.0921678216086494,1.0758583644866944,1.0606534774780274,9
2025-12-15 19:44:59,adp_resnet,width_only,48,1,2,1.0909285968356663,1.0731435649871826,1.0606534774780274,10
2025-12-15 19:45:54,adp_resnet,width_only,49,1,2,1.1041511193169489,1.089541127204895,1.089541127204895,0
2025-12-15 19:46:47,adp_resnet,width_only,50,1,2,1.1061211699591742,1.08723273563385,1.08723273563385,0
2025-12-15 19:47:46,adp_resnet,width_only,51,1,2,1.0994882621765136,1.1136538131713867,1.08723273563385,1
2025-12-15 19:48:44,adp_resnet,width_only,52,1,2,1.099108169470893,1.0662379463195801,1.0662379463195801,0
2025-12-15 19:49:37,adp_resnet,width_only,53,1,2,1.096626001209683,1.0934503744125366,1.0662379463195801,1
2025-12-15 19:50:32,adp_resnet,width_only,54,1,2,1.0987034486982556,1.0641229429244996,1.0641229429244996,0
