[2025-12-15 19:01:20] Initialized ContinuousLogger for adp_resnet (Mode: width_only)
[2025-12-15 19:01:20] Logs: results_adp_resnet_cifar10_class5_exk1_w1d2_trials5_patience10\training_log.txt
[2025-12-15 19:01:20] CSV: results_adp_resnet_cifar10_class5_exk1_w1d2_trials5_patience10\training_stats.csv
[2025-12-15 19:01:20] [INITIAL TRAINING]
[2025-12-15 19:02:18]   Epoch 001/10000000000000000000 | train=1.6502 | val=1.5914 | best=1.5914 | ES=0/10
[2025-12-15 19:03:11]   Epoch 002/10000000000000000000 | train=1.5577 | val=1.5237 | best=1.5237 | ES=0/10
[2025-12-15 19:04:04]   Epoch 003/10000000000000000000 | train=1.5023 | val=1.4653 | best=1.4653 | ES=0/10
[2025-12-15 19:04:59]   Epoch 004/10000000000000000000 | train=1.4614 | val=1.4245 | best=1.4245 | ES=0/10
[2025-12-15 19:05:54]   Epoch 005/10000000000000000000 | train=1.4269 | val=1.3880 | best=1.3880 | ES=0/10
[2025-12-15 19:06:49]   Epoch 006/10000000000000000000 | train=1.3943 | val=1.3572 | best=1.3572 | ES=0/10
[2025-12-15 19:07:47]   Epoch 007/10000000000000000000 | train=1.3629 | val=1.3241 | best=1.3241 | ES=0/10
[2025-12-15 19:08:40]   Epoch 008/10000000000000000000 | train=1.3348 | val=1.2968 | best=1.2968 | ES=0/10
[2025-12-15 19:09:36]   Epoch 009/10000000000000000000 | train=1.3073 | val=1.2717 | best=1.2717 | ES=0/10
[2025-12-15 19:10:32]   Epoch 010/10000000000000000000 | train=1.2826 | val=1.2422 | best=1.2422 | ES=0/10
[2025-12-15 19:11:28]   Epoch 011/10000000000000000000 | train=1.2547 | val=1.2227 | best=1.2227 | ES=0/10
[2025-12-15 19:12:29]   Epoch 012/10000000000000000000 | train=1.2309 | val=1.1959 | best=1.1959 | ES=0/10
[2025-12-15 19:13:24]   Epoch 013/10000000000000000000 | train=1.2119 | val=1.1782 | best=1.1782 | ES=0/10
[2025-12-15 19:14:15]   Epoch 014/10000000000000000000 | train=1.1973 | val=1.1566 | best=1.1566 | ES=0/10
[2025-12-15 19:15:07]   Epoch 015/10000000000000000000 | train=1.1896 | val=1.1655 | best=1.1566 | ES=1/10
[2025-12-15 19:16:00]   Epoch 016/10000000000000000000 | train=1.1784 | val=1.1722 | best=1.1566 | ES=2/10
[2025-12-15 19:16:52]   Epoch 017/10000000000000000000 | train=1.1733 | val=1.1556 | best=1.1556 | ES=0/10
[2025-12-15 19:17:44]   Epoch 018/10000000000000000000 | train=1.1635 | val=1.1402 | best=1.1402 | ES=0/10
[2025-12-15 19:18:40]   Epoch 019/10000000000000000000 | train=1.1642 | val=1.1363 | best=1.1363 | ES=0/10
[2025-12-15 19:19:32]   Epoch 020/10000000000000000000 | train=1.1561 | val=1.1412 | best=1.1363 | ES=1/10
[2025-12-15 19:20:24]   Epoch 021/10000000000000000000 | train=1.1514 | val=1.1796 | best=1.1363 | ES=2/10
[2025-12-15 19:21:20]   Epoch 022/10000000000000000000 | train=1.1440 | val=1.1165 | best=1.1165 | ES=0/10
[2025-12-15 19:22:13]   Epoch 023/10000000000000000000 | train=1.1416 | val=1.1208 | best=1.1165 | ES=1/10
[2025-12-15 19:23:09]   Epoch 024/10000000000000000000 | train=1.1295 | val=1.1467 | best=1.1165 | ES=2/10
[2025-12-15 19:24:01]   Epoch 025/10000000000000000000 | train=1.1322 | val=1.1218 | best=1.1165 | ES=3/10
[2025-12-15 19:24:53]   Epoch 026/10000000000000000000 | train=1.1288 | val=1.1094 | best=1.1094 | ES=0/10
[2025-12-15 19:25:48]   Epoch 027/10000000000000000000 | train=1.1307 | val=1.1962 | best=1.1094 | ES=1/10
[2025-12-15 19:26:49]   Epoch 028/10000000000000000000 | train=1.1210 | val=1.1061 | best=1.1061 | ES=0/10
[2025-12-15 19:27:46]   Epoch 029/10000000000000000000 | train=1.1251 | val=1.1016 | best=1.1016 | ES=0/10
[2025-12-15 19:28:44]   Epoch 030/10000000000000000000 | train=1.1210 | val=1.1004 | best=1.1004 | ES=0/10
[2025-12-15 19:29:45]   Epoch 031/10000000000000000000 | train=1.1199 | val=1.0879 | best=1.0879 | ES=0/10
[2025-12-15 19:30:45]   Epoch 032/10000000000000000000 | train=1.1222 | val=1.0897 | best=1.0879 | ES=1/10
[2025-12-15 19:31:38]   Epoch 033/10000000000000000000 | train=1.1127 | val=1.0965 | best=1.0879 | ES=2/10
[2025-12-15 19:32:35]   Epoch 034/10000000000000000000 | train=1.1164 | val=1.1023 | best=1.0879 | ES=3/10
[2025-12-15 19:33:27]   Epoch 035/10000000000000000000 | train=1.1112 | val=1.0963 | best=1.0879 | ES=4/10
[2025-12-15 19:34:18]   Epoch 036/10000000000000000000 | train=1.1093 | val=1.0840 | best=1.0840 | ES=0/10
[2025-12-15 19:35:11]   Epoch 037/10000000000000000000 | train=1.1055 | val=1.0878 | best=1.0840 | ES=1/10
[2025-12-15 19:36:08]   Epoch 038/10000000000000000000 | train=1.1034 | val=1.0607 | best=1.0607 | ES=0/10
[2025-12-15 19:37:01]   Epoch 039/10000000000000000000 | train=1.1001 | val=1.0847 | best=1.0607 | ES=1/10
[2025-12-15 19:37:54]   Epoch 040/10000000000000000000 | train=1.1041 | val=1.1101 | best=1.0607 | ES=2/10
[2025-12-15 19:38:49]   Epoch 041/10000000000000000000 | train=1.1017 | val=1.0776 | best=1.0607 | ES=3/10
[2025-12-15 19:39:44]   Epoch 042/10000000000000000000 | train=1.0977 | val=1.0798 | best=1.0607 | ES=4/10
[2025-12-15 19:40:37]   Epoch 043/10000000000000000000 | train=1.0965 | val=1.0786 | best=1.0607 | ES=5/10
[2025-12-15 19:41:30]   Epoch 044/10000000000000000000 | train=1.0941 | val=1.0641 | best=1.0607 | ES=6/10
[2025-12-15 19:42:22]   Epoch 045/10000000000000000000 | train=1.0979 | val=1.0704 | best=1.0607 | ES=7/10
[2025-12-15 19:43:15]   Epoch 046/10000000000000000000 | train=1.0921 | val=1.0781 | best=1.0607 | ES=8/10
[2025-12-15 19:44:07]   Epoch 047/10000000000000000000 | train=1.0922 | val=1.0759 | best=1.0607 | ES=9/10
[2025-12-15 19:44:59]   Epoch 048/10000000000000000000 | train=1.0909 | val=1.0731 | best=1.0607 | ES=10/10
[2025-12-15 19:45:54]   Epoch 001/10000000000000000000 | train=1.1042 | val=1.0895 | best=1.0895 | ES=0/10
[2025-12-15 19:46:47]   Epoch 002/10000000000000000000 | train=1.1061 | val=1.0872 | best=1.0872 | ES=0/10
[2025-12-15 19:47:46]   Epoch 003/10000000000000000000 | train=1.0995 | val=1.1137 | best=1.0872 | ES=1/10
[2025-12-15 19:48:44]   Epoch 004/10000000000000000000 | train=1.0991 | val=1.0662 | best=1.0662 | ES=0/10
[2025-12-15 19:49:37]   Epoch 005/10000000000000000000 | train=1.0966 | val=1.0935 | best=1.0662 | ES=1/10
