[2026-05-20 09:35:08] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:35:08] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_073_d1_w74/training_log.txt
[2026-05-20 09:35:08] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_073_d1_w74/training_stats.csv
[2026-05-20 09:35:08] [CANDIDATE] task=autoencoding phase=ae_alt_width index=73 search_phase=width architecture=[74]
[2026-05-20 09:35:10] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=1 architecture=[74] train_loss=0.003855 val_loss=0.002624 best=0.002290 es=0/5
[2026-05-20 09:35:12] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=2 architecture=[74] train_loss=0.002946 val_loss=0.002388 best=0.002290 es=0/5
[2026-05-20 09:35:15] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=3 architecture=[74] train_loss=0.002694 val_loss=0.002318 best=0.002290 es=1/5
[2026-05-20 09:35:17] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=4 architecture=[74] train_loss=0.002760 val_loss=0.002316 best=0.002290 es=2/5
[2026-05-20 09:35:20] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=5 architecture=[74] train_loss=0.002690 val_loss=0.002283 best=0.002283 es=0/5
[2026-05-20 09:35:22] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=6 architecture=[74] train_loss=0.002730 val_loss=0.002294 best=0.002283 es=1/5
[2026-05-20 09:35:24] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=7 architecture=[74] train_loss=0.002831 val_loss=0.002175 best=0.002175 es=0/5
[2026-05-20 09:35:27] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=8 architecture=[74] train_loss=0.002560 val_loss=0.002185 best=0.002175 es=1/5
[2026-05-20 09:35:29] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=9 architecture=[74] train_loss=0.002995 val_loss=0.002268 best=0.002175 es=2/5
[2026-05-20 09:35:31] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=10 architecture=[74] train_loss=0.003022 val_loss=0.002409 best=0.002175 es=3/5
[2026-05-20 09:35:34] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=11 architecture=[74] train_loss=0.002749 val_loss=0.002190 best=0.002175 es=4/5
[2026-05-20 09:35:36] [autoencoding][ae_alt_width][cand_073_d1_w74] epoch=12 architecture=[74] train_loss=0.002618 val_loss=0.002198 best=0.002175 es=5/5
