[2026-06-13 21:27:36] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:27:36] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_619_d6_w116/training_log.txt
[2026-06-13 21:27:36] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_619_d6_w116/training_stats.csv
[2026-06-13 21:27:36] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.004702 val_loss=0.003052 best=0.003052 es=0/10
[2026-06-13 21:27:36] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.004427 val_loss=0.003210 best=0.003210 es=0/10
[2026-06-13 21:27:36] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.002568 val_loss=0.002158 best=0.002158 es=0/10
[2026-06-13 21:27:36] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.005207 val_loss=0.001127 best=0.001127 es=0/10
[2026-06-13 21:27:37] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.002451 val_loss=0.002026 best=0.002026 es=0/10
[2026-06-13 21:27:37] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.004147 val_loss=0.001799 best=0.001799 es=0/10
[2026-06-13 21:27:37] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.001709 val_loss=0.001507 best=0.001507 es=0/10
[2026-06-13 21:27:37] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.001342 val_loss=0.002186 best=0.002186 es=0/10
[2026-06-13 21:27:37] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.002640 val_loss=0.002049 best=0.002049 es=0/10
[2026-06-13 21:27:38] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.001166 val_loss=0.001516 best=0.001516 es=0/10
[2026-06-13 21:27:38] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.004039 val_loss=0.001279 best=0.001279 es=0/10
[2026-06-13 21:27:38] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.002086 val_loss=0.000707 best=0.000707 es=0/10
[2026-06-13 21:27:38] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.006860 val_loss=0.001588 best=0.001588 es=0/10
[2026-06-13 21:27:39] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.002299 val_loss=0.001489 best=0.001489 es=0/10
[2026-06-13 21:27:39] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.002709 val_loss=0.001307 best=0.001307 es=0/10
[2026-06-13 21:27:39] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.001254 val_loss=0.000854 best=0.000854 es=0/10
[2026-06-13 21:27:39] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.000386 val_loss=0.001028 best=0.001028 es=0/10
[2026-06-13 21:27:39] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.001322 val_loss=0.001199 best=0.001199 es=0/10
[2026-06-13 21:27:40] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.001142 val_loss=0.001071 best=0.001071 es=0/10
[2026-06-13 21:27:40] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.001388 val_loss=0.000906 best=0.000906 es=0/10
[2026-06-13 21:27:40] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.000879 val_loss=0.000961 best=0.000961 es=0/10
[2026-06-13 21:27:40] Epoch 1 | architecture=[116, 116, 116, 116, 116, 40] train_loss=0.001743 val_loss=0.000933 best=0.000933 es=0/10
