[2026-05-16 16:22:10] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 16:22:10] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_513_d6_w512/training_log.txt
[2026-05-16 16:22:10] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_513_d6_w512/training_stats.csv
[2026-05-16 16:22:14] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=1 train_loss=2.338424 val_loss=0.554109 best=0.554109 es=0/5
[2026-05-16 16:22:20] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=2 train_loss=0.101602 val_loss=0.132164 best=0.132164 es=0/5
[2026-05-16 16:22:25] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=3 train_loss=0.043501 val_loss=0.049402 best=0.049402 es=0/5
[2026-05-16 16:22:30] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=4 train_loss=0.025938 val_loss=0.034082 best=0.034082 es=0/5
[2026-05-16 16:22:36] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=5 train_loss=0.018342 val_loss=0.025704 best=0.025704 es=0/5
[2026-05-16 16:22:41] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=6 train_loss=0.012392 val_loss=0.014169 best=0.014169 es=0/5
[2026-05-16 16:22:45] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=7 train_loss=0.012181 val_loss=0.038302 best=0.014169 es=1/5
[2026-05-16 16:22:51] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=8 train_loss=0.019624 val_loss=0.030759 best=0.014169 es=2/5
[2026-05-16 16:22:56] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=9 train_loss=0.014633 val_loss=0.036634 best=0.014169 es=3/5
[2026-05-16 16:23:01] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=10 train_loss=0.012334 val_loss=0.026646 best=0.014169 es=4/5
[2026-05-16 16:23:06] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=11 train_loss=0.014128 val_loss=0.010695 best=0.010695 es=0/5
[2026-05-16 16:23:11] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=12 train_loss=0.008063 val_loss=0.008951 best=0.008951 es=0/5
[2026-05-16 16:23:16] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=13 train_loss=0.005429 val_loss=0.005948 best=0.005948 es=0/5
[2026-05-16 16:23:21] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=14 train_loss=0.006867 val_loss=0.012791 best=0.005948 es=1/5
[2026-05-16 16:23:27] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=15 train_loss=0.009107 val_loss=0.011676 best=0.005948 es=2/5
[2026-05-16 16:23:33] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=16 train_loss=0.012166 val_loss=0.014137 best=0.005948 es=3/5
[2026-05-16 16:23:38] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=17 train_loss=0.009239 val_loss=0.009555 best=0.005948 es=4/5
[2026-05-16 16:23:43] [representation][ae_width_to_depth][cand_513_d6_w512] epoch=18 train_loss=0.017947 val_loss=0.030665 best=0.005948 es=5/5
