[2026-05-16 19:24:48] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 19:24:48] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_021_d5_w54/training_log.txt
[2026-05-16 19:24:48] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_021_d5_w54/training_stats.csv
[2026-05-16 19:24:51] [representation][random][cand_021_d5_w54] epoch=1 train_loss=0.974052 val_loss=0.980661 best=0.980661 es=0/5
[2026-05-16 19:24:53] [representation][random][cand_021_d5_w54] epoch=2 train_loss=0.761588 val_loss=0.779293 best=0.779293 es=0/5
[2026-05-16 19:24:56] [representation][random][cand_021_d5_w54] epoch=3 train_loss=0.647388 val_loss=0.602715 best=0.602715 es=0/5
[2026-05-16 19:24:58] [representation][random][cand_021_d5_w54] epoch=4 train_loss=0.559441 val_loss=0.507875 best=0.507875 es=0/5
[2026-05-16 19:25:01] [representation][random][cand_021_d5_w54] epoch=5 train_loss=0.487633 val_loss=0.442670 best=0.442670 es=0/5
[2026-05-16 19:25:03] [representation][random][cand_021_d5_w54] epoch=6 train_loss=0.427201 val_loss=0.388299 best=0.388299 es=0/5
[2026-05-16 19:25:06] [representation][random][cand_021_d5_w54] epoch=7 train_loss=0.374761 val_loss=0.338701 best=0.338701 es=0/5
[2026-05-16 19:25:09] [representation][random][cand_021_d5_w54] epoch=8 train_loss=0.328196 val_loss=0.293587 best=0.293587 es=0/5
[2026-05-16 19:25:11] [representation][random][cand_021_d5_w54] epoch=9 train_loss=0.287858 val_loss=0.256518 best=0.256518 es=0/5
[2026-05-16 19:25:14] [representation][random][cand_021_d5_w54] epoch=10 train_loss=0.252525 val_loss=0.220971 best=0.220971 es=0/5
[2026-05-16 19:25:16] [representation][random][cand_021_d5_w54] epoch=11 train_loss=0.222297 val_loss=0.193300 best=0.193300 es=0/5
[2026-05-16 19:25:19] [representation][random][cand_021_d5_w54] epoch=12 train_loss=0.198708 val_loss=0.169793 best=0.169793 es=0/5
[2026-05-16 19:25:21] [representation][random][cand_021_d5_w54] epoch=13 train_loss=0.175975 val_loss=0.150358 best=0.150358 es=0/5
[2026-05-16 19:25:24] [representation][random][cand_021_d5_w54] epoch=14 train_loss=0.156866 val_loss=0.134099 best=0.134099 es=0/5
[2026-05-16 19:25:27] [representation][random][cand_021_d5_w54] epoch=15 train_loss=0.141042 val_loss=0.120330 best=0.120330 es=0/5
[2026-05-16 19:25:29] [representation][random][cand_021_d5_w54] epoch=16 train_loss=0.129310 val_loss=0.109606 best=0.109606 es=0/5
[2026-05-16 19:25:32] [representation][random][cand_021_d5_w54] epoch=17 train_loss=0.118744 val_loss=0.102521 best=0.102521 es=0/5
[2026-05-16 19:25:34] [representation][random][cand_021_d5_w54] epoch=18 train_loss=0.111539 val_loss=0.095440 best=0.095440 es=0/5
[2026-05-16 19:25:37] [representation][random][cand_021_d5_w54] epoch=19 train_loss=0.105131 val_loss=0.088687 best=0.088687 es=0/5
[2026-05-16 19:25:39] [representation][random][cand_021_d5_w54] epoch=20 train_loss=0.099349 val_loss=0.084878 best=0.084878 es=0/5
[2026-05-16 19:25:42] [representation][random][cand_021_d5_w54] epoch=21 train_loss=0.093950 val_loss=0.078919 best=0.078919 es=0/5
[2026-05-16 19:25:44] [representation][random][cand_021_d5_w54] epoch=22 train_loss=0.089523 val_loss=0.076651 best=0.076651 es=0/5
[2026-05-16 19:25:47] [representation][random][cand_021_d5_w54] epoch=23 train_loss=0.086523 val_loss=0.073131 best=0.073131 es=0/5
[2026-05-16 19:25:49] [representation][random][cand_021_d5_w54] epoch=24 train_loss=0.082092 val_loss=0.070569 best=0.070569 es=0/5
[2026-05-16 19:25:52] [representation][random][cand_021_d5_w54] epoch=25 train_loss=0.079566 val_loss=0.066975 best=0.066975 es=0/5
[2026-05-16 19:25:55] [representation][random][cand_021_d5_w54] epoch=26 train_loss=0.076467 val_loss=0.065597 best=0.065597 es=0/5
[2026-05-16 19:25:57] [representation][random][cand_021_d5_w54] epoch=27 train_loss=0.072729 val_loss=0.063824 best=0.063824 es=0/5
[2026-05-16 19:26:00] [representation][random][cand_021_d5_w54] epoch=28 train_loss=0.070881 val_loss=0.061620 best=0.061620 es=0/5
[2026-05-16 19:26:02] [representation][random][cand_021_d5_w54] epoch=29 train_loss=0.068517 val_loss=0.060562 best=0.060562 es=0/5
[2026-05-16 19:26:05] [representation][random][cand_021_d5_w54] epoch=30 train_loss=0.066215 val_loss=0.058155 best=0.058155 es=0/5
[2026-05-16 19:26:07] [representation][random][cand_021_d5_w54] epoch=31 train_loss=0.063968 val_loss=0.058290 best=0.058155 es=1/5
[2026-05-16 19:26:10] [representation][random][cand_021_d5_w54] epoch=32 train_loss=0.062891 val_loss=0.056123 best=0.056123 es=0/5
[2026-05-16 19:26:12] [representation][random][cand_021_d5_w54] epoch=33 train_loss=0.061039 val_loss=0.055246 best=0.055246 es=0/5
[2026-05-16 19:26:15] [representation][random][cand_021_d5_w54] epoch=34 train_loss=0.059798 val_loss=0.055760 best=0.055246 es=1/5
