[2026-06-14 02:40:26] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 02:40:26] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_360_d4_w96/training_log.txt
[2026-06-14 02:40:26] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_360_d4_w96/training_stats.csv
[2026-06-14 02:40:26] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.006145 val_loss=0.004937 best=0.004937 es=0/10
[2026-06-14 02:40:27] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.002170 val_loss=0.005381 best=0.005381 es=0/10
[2026-06-14 02:40:27] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.005507 val_loss=0.001692 best=0.001692 es=0/10
[2026-06-14 02:40:27] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.002631 val_loss=0.002413 best=0.002413 es=0/10
[2026-06-14 02:40:27] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001417 val_loss=0.004427 best=0.004427 es=0/10
[2026-06-14 02:40:28] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.002912 val_loss=0.002382 best=0.002382 es=0/10
[2026-06-14 02:40:28] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.002041 val_loss=0.000737 best=0.000737 es=0/10
[2026-06-14 02:40:29] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001312 val_loss=0.000751 best=0.000751 es=0/10
[2026-06-14 02:40:29] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001121 val_loss=0.000850 best=0.000850 es=0/10
[2026-06-14 02:40:29] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.000698 val_loss=0.001457 best=0.001457 es=0/10
[2026-06-14 02:40:29] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001266 val_loss=0.001429 best=0.001429 es=0/10
[2026-06-14 02:40:30] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.000924 val_loss=0.000707 best=0.000707 es=0/10
[2026-06-14 02:40:30] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001130 val_loss=0.000410 best=0.000410 es=0/10
[2026-06-14 02:40:30] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001258 val_loss=0.000507 best=0.000507 es=0/10
[2026-06-14 02:40:31] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.000788 val_loss=0.000629 best=0.000629 es=0/10
[2026-06-14 02:40:31] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.000550 val_loss=0.000674 best=0.000674 es=0/10
[2026-06-14 02:40:31] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001367 val_loss=0.000683 best=0.000683 es=0/10
[2026-06-14 02:40:32] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.002140 val_loss=0.000409 best=0.000409 es=0/10
[2026-06-14 02:40:32] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.002009 val_loss=0.000569 best=0.000569 es=0/10
[2026-06-14 02:40:32] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001062 val_loss=0.000938 best=0.000938 es=0/10
[2026-06-14 02:40:33] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001848 val_loss=0.000558 best=0.000558 es=0/10
[2026-06-14 02:40:33] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.001700 val_loss=0.000386 best=0.000386 es=0/10
[2026-06-14 02:40:33] Epoch 1 | architecture=[96, 96, 96, 73] train_loss=0.000674 val_loss=0.000471 best=0.000471 es=0/10
