[2026-05-16 17:39:34] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 17:39:34] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_009_d3_w4/training_log.txt
[2026-05-16 17:39:34] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_009_d3_w4/training_stats.csv
[2026-05-16 17:39:37] [representation][random][cand_009_d3_w4] epoch=1 train_loss=1.144941 val_loss=1.099684 best=1.099684 es=0/5
[2026-05-16 17:39:39] [representation][random][cand_009_d3_w4] epoch=2 train_loss=1.093053 val_loss=1.086351 best=1.086351 es=0/5
[2026-05-16 17:39:42] [representation][random][cand_009_d3_w4] epoch=3 train_loss=1.068091 val_loss=1.069667 best=1.069667 es=0/5
[2026-05-16 17:39:44] [representation][random][cand_009_d3_w4] epoch=4 train_loss=1.054039 val_loss=1.056447 best=1.056447 es=0/5
[2026-05-16 17:39:47] [representation][random][cand_009_d3_w4] epoch=5 train_loss=1.043805 val_loss=1.046826 best=1.046826 es=0/5
[2026-05-16 17:39:49] [representation][random][cand_009_d3_w4] epoch=6 train_loss=1.035176 val_loss=1.038791 best=1.038791 es=0/5
[2026-05-16 17:39:51] [representation][random][cand_009_d3_w4] epoch=7 train_loss=1.027329 val_loss=1.031267 best=1.031267 es=0/5
[2026-05-16 17:39:54] [representation][random][cand_009_d3_w4] epoch=8 train_loss=1.019787 val_loss=1.023905 best=1.023905 es=0/5
[2026-05-16 17:39:56] [representation][random][cand_009_d3_w4] epoch=9 train_loss=1.012250 val_loss=1.016533 best=1.016533 es=0/5
[2026-05-16 17:39:59] [representation][random][cand_009_d3_w4] epoch=10 train_loss=1.004693 val_loss=1.009072 best=1.009072 es=0/5
[2026-05-16 17:40:01] [representation][random][cand_009_d3_w4] epoch=11 train_loss=0.997070 val_loss=1.001575 best=1.001575 es=0/5
[2026-05-16 17:40:04] [representation][random][cand_009_d3_w4] epoch=12 train_loss=0.989697 val_loss=0.994509 best=0.994509 es=0/5
[2026-05-16 17:40:06] [representation][random][cand_009_d3_w4] epoch=13 train_loss=0.982853 val_loss=0.987954 best=0.987954 es=0/5
[2026-05-16 17:40:09] [representation][random][cand_009_d3_w4] epoch=14 train_loss=0.976338 val_loss=0.981562 best=0.981562 es=0/5
[2026-05-16 17:40:11] [representation][random][cand_009_d3_w4] epoch=15 train_loss=0.970127 val_loss=0.975629 best=0.975629 es=0/5
[2026-05-16 17:40:14] [representation][random][cand_009_d3_w4] epoch=16 train_loss=0.964300 val_loss=0.970104 best=0.970104 es=0/5
[2026-05-16 17:40:16] [representation][random][cand_009_d3_w4] epoch=17 train_loss=0.958853 val_loss=0.964718 best=0.964718 es=0/5
[2026-05-16 17:40:19] [representation][random][cand_009_d3_w4] epoch=18 train_loss=0.953671 val_loss=0.959715 best=0.959715 es=0/5
[2026-05-16 17:40:21] [representation][random][cand_009_d3_w4] epoch=19 train_loss=0.948815 val_loss=0.954896 best=0.954896 es=0/5
[2026-05-16 17:40:24] [representation][random][cand_009_d3_w4] epoch=20 train_loss=0.944099 val_loss=0.950571 best=0.950571 es=0/5
[2026-05-16 17:40:26] [representation][random][cand_009_d3_w4] epoch=21 train_loss=0.939700 val_loss=0.946188 best=0.946188 es=0/5
[2026-05-16 17:40:28] [representation][random][cand_009_d3_w4] epoch=22 train_loss=0.935456 val_loss=0.941979 best=0.941979 es=0/5
[2026-05-16 17:40:31] [representation][random][cand_009_d3_w4] epoch=23 train_loss=0.931378 val_loss=0.937922 best=0.937922 es=0/5
[2026-05-16 17:40:33] [representation][random][cand_009_d3_w4] epoch=24 train_loss=0.927365 val_loss=0.933952 best=0.933952 es=0/5
[2026-05-16 17:40:36] [representation][random][cand_009_d3_w4] epoch=25 train_loss=0.923472 val_loss=0.930019 best=0.930019 es=0/5
[2026-05-16 17:40:38] [representation][random][cand_009_d3_w4] epoch=26 train_loss=0.919631 val_loss=0.926395 best=0.926395 es=0/5
[2026-05-16 17:40:40] [representation][random][cand_009_d3_w4] epoch=27 train_loss=0.916093 val_loss=0.922743 best=0.922743 es=0/5
