[2026-05-18 03:10:42] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:10:42] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_184_d1_w185/training_log.txt
[2026-05-18 03:10:42] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_184_d1_w185/training_stats.csv
[2026-05-18 03:10:42] [CANDIDATE] task=representation phase=ae_alt_width index=184 search_phase=width architecture=[185]
[2026-05-18 03:10:49] [representation][ae_alt_width][cand_184_d1_w185] epoch=1 architecture=[185] train_loss=0.320371 val_loss=0.309583 best=0.305306 es=0/5
[2026-05-18 03:10:52] [representation][ae_alt_width][cand_184_d1_w185] epoch=2 architecture=[185] train_loss=0.301737 val_loss=0.307835 best=0.305306 es=0/5
[2026-05-18 03:10:54] [representation][ae_alt_width][cand_184_d1_w185] epoch=3 architecture=[185] train_loss=0.300374 val_loss=0.307991 best=0.305306 es=1/5
[2026-05-18 03:10:57] [representation][ae_alt_width][cand_184_d1_w185] epoch=4 architecture=[185] train_loss=0.301242 val_loss=0.307782 best=0.305306 es=2/5
[2026-05-18 03:11:03] [representation][ae_alt_width][cand_184_d1_w185] epoch=5 architecture=[185] train_loss=0.299292 val_loss=0.305731 best=0.305306 es=0/5
[2026-05-18 03:11:06] [representation][ae_alt_width][cand_184_d1_w185] epoch=6 architecture=[185] train_loss=0.299316 val_loss=0.304118 best=0.304118 es=0/5
[2026-05-18 03:11:08] [representation][ae_alt_width][cand_184_d1_w185] epoch=7 architecture=[185] train_loss=0.298779 val_loss=0.308224 best=0.304118 es=1/5
[2026-05-18 03:11:11] [representation][ae_alt_width][cand_184_d1_w185] epoch=8 architecture=[185] train_loss=0.300057 val_loss=0.309566 best=0.304118 es=2/5
[2026-05-18 03:11:13] [representation][ae_alt_width][cand_184_d1_w185] epoch=9 architecture=[185] train_loss=0.300292 val_loss=0.308372 best=0.304118 es=3/5
[2026-05-18 03:11:20] [representation][ae_alt_width][cand_184_d1_w185] epoch=10 architecture=[185] train_loss=0.300294 val_loss=0.305506 best=0.304118 es=4/5
[2026-05-18 03:11:22] [representation][ae_alt_width][cand_184_d1_w185] epoch=11 architecture=[185] train_loss=0.298599 val_loss=0.306377 best=0.304118 es=5/5
