[2026-06-12 21:41:18] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 21:41:18] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_550_d5_w111/training_log.txt
[2026-06-12 21:41:18] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_550_d5_w111/training_stats.csv
[2026-06-12 21:41:18] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.004793 val_loss=0.000962 best=0.000962 es=0/10
[2026-06-12 21:41:18] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.002324 val_loss=0.004022 best=0.004022 es=0/10
[2026-06-12 21:41:18] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.004263 val_loss=0.002025 best=0.002025 es=0/10
[2026-06-12 21:41:19] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.002361 val_loss=0.000993 best=0.000993 es=0/10
[2026-06-12 21:41:19] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.001802 val_loss=0.001493 best=0.001493 es=0/10
[2026-06-12 21:41:19] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.003248 val_loss=0.000631 best=0.000631 es=0/10
[2026-06-12 21:41:19] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000954 val_loss=0.000893 best=0.000893 es=0/10
[2026-06-12 21:41:20] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.002177 val_loss=0.001296 best=0.001296 es=0/10
[2026-06-12 21:41:20] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.001201 val_loss=0.000690 best=0.000690 es=0/10
[2026-06-12 21:41:20] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000676 val_loss=0.000439 best=0.000439 es=0/10
[2026-06-12 21:41:20] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.001146 val_loss=0.000561 best=0.000561 es=0/10
[2026-06-12 21:41:21] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.001124 val_loss=0.000340 best=0.000340 es=0/10
[2026-06-12 21:41:21] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000801 val_loss=0.000378 best=0.000378 es=0/10
[2026-06-12 21:41:21] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.001045 val_loss=0.000566 best=0.000566 es=0/10
[2026-06-12 21:41:21] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.001278 val_loss=0.000646 best=0.000646 es=0/10
[2026-06-12 21:41:21] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000768 val_loss=0.000340 best=0.000340 es=0/10
[2026-06-12 21:41:22] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000396 val_loss=0.000305 best=0.000305 es=0/10
[2026-06-12 21:41:22] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000584 val_loss=0.000269 best=0.000269 es=0/10
[2026-06-12 21:41:22] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000919 val_loss=0.000267 best=0.000267 es=0/10
[2026-06-12 21:41:22] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000523 val_loss=0.000301 best=0.000301 es=0/10
[2026-06-12 21:41:23] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000851 val_loss=0.000340 best=0.000340 es=0/10
[2026-06-12 21:41:23] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000781 val_loss=0.000210 best=0.000210 es=0/10
[2026-06-12 21:41:23] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.001265 val_loss=0.000193 best=0.000193 es=0/10
[2026-06-12 21:41:23] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000790 val_loss=0.000201 best=0.000201 es=0/10
[2026-06-12 21:41:23] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000523 val_loss=0.000237 best=0.000237 es=0/10
[2026-06-12 21:41:24] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000519 val_loss=0.000240 best=0.000240 es=0/10
[2026-06-12 21:41:24] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.001483 val_loss=0.000317 best=0.000317 es=0/10
[2026-06-12 21:41:24] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000590 val_loss=0.000167 best=0.000167 es=0/10
[2026-06-12 21:41:24] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000264 val_loss=0.000179 best=0.000179 es=0/10
[2026-06-12 21:41:25] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000211 val_loss=0.000149 best=0.000149 es=0/10
[2026-06-12 21:41:25] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000752 val_loss=0.000185 best=0.000185 es=0/10
[2026-06-12 21:41:25] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.001234 val_loss=0.000337 best=0.000337 es=0/10
[2026-06-12 21:41:25] Epoch 1 | architecture=[111, 110, 110, 110, 110] train_loss=0.000719 val_loss=0.000235 best=0.000235 es=0/10
