task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail
simulation,stl_ablation_r01_d10_w0031_31_31_31_31_31_31_31_31_31_31,0,cand_000_d10_w31,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",1.1228381395339966,17,27,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1_param_10pow04_06/simulation/_children/stl_ablation_r01_d10_w0031_31_31_31_31_31_31_31_31_31_31/simulation/stl_ablation_r01_d10_w0031_31_31_31_31_31_31_31_31_31_31/cand_000_d10_w31/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1_param_10pow04_06/simulation/_children/stl_ablation_r01_d10_w0031_31_31_31_31_31_31_31_31_31_31/simulation/stl_ablation_r01_d10_w0031_31_31_31_31_31_31_31_31_31_31/cand_000_d10_w31/checkpoint_last.pt,True,stl_ablation_r01_d10_w0031_31_31_31_31_31_31_31_31_31_31,0,0
