task,repeat,ablation_phase,ablation_architecture,ablation_parameter_count,ablation_best_val,reference_kind,reference_phase,reference_architecture,reference_best_val,winner,winner_value
denoising,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.007166413713369497,adp,ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.0028221183732265857,adp,0.0028221183732265857
denoising,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.007166413713369497,adp,ae_alt_width,[54],0.0008199942890532851,adp,0.0008199942890532851
denoising,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.007166413713369497,adp,ae_width_to_depth,[54],0.0009473693990331499,adp,0.0009473693990331499
denoising,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.007166413713369497,paired_stl,stl_from_ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.008895457736336465,ablation_stl,0.007166413713369497
denoising,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.007166413713369497,paired_stl,stl_from_ae_alt_width,[54],0.02836939498250111,ablation_stl,0.007166413713369497
denoising,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.007166413713369497,paired_stl,stl_from_ae_width_to_depth,[54],0.02918747294844156,ablation_stl,0.007166413713369497
denoising,2,stl_ablation_r02_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0069697766543916195,adp,ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.0028221183732265857,adp,0.0028221183732265857
denoising,2,stl_ablation_r02_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0069697766543916195,adp,ae_alt_width,[54],0.0008199942890532851,adp,0.0008199942890532851
denoising,2,stl_ablation_r02_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0069697766543916195,adp,ae_width_to_depth,[54],0.0009473693990331499,adp,0.0009473693990331499
denoising,2,stl_ablation_r02_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0069697766543916195,paired_stl,stl_from_ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.008895457736336465,ablation_stl,0.0069697766543916195
denoising,2,stl_ablation_r02_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0069697766543916195,paired_stl,stl_from_ae_alt_width,[54],0.02836939498250111,ablation_stl,0.0069697766543916195
denoising,2,stl_ablation_r02_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0069697766543916195,paired_stl,stl_from_ae_width_to_depth,[54],0.02918747294844156,ablation_stl,0.0069697766543916195
denoising,3,stl_ablation_r03_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.006233768487701062,adp,ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.0028221183732265857,adp,0.0028221183732265857
denoising,3,stl_ablation_r03_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.006233768487701062,adp,ae_alt_width,[54],0.0008199942890532851,adp,0.0008199942890532851
denoising,3,stl_ablation_r03_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.006233768487701062,adp,ae_width_to_depth,[54],0.0009473693990331499,adp,0.0009473693990331499
denoising,3,stl_ablation_r03_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.006233768487701062,paired_stl,stl_from_ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.008895457736336465,ablation_stl,0.006233768487701062
denoising,3,stl_ablation_r03_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.006233768487701062,paired_stl,stl_from_ae_alt_width,[54],0.02836939498250111,ablation_stl,0.006233768487701062
denoising,3,stl_ablation_r03_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.006233768487701062,paired_stl,stl_from_ae_width_to_depth,[54],0.02918747294844156,ablation_stl,0.006233768487701062
denoising,4,stl_ablation_r04_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.005982881858720803,adp,ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.0028221183732265857,adp,0.0028221183732265857
denoising,4,stl_ablation_r04_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.005982881858720803,adp,ae_alt_width,[54],0.0008199942890532851,adp,0.0008199942890532851
denoising,4,stl_ablation_r04_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.005982881858720803,adp,ae_width_to_depth,[54],0.0009473693990331499,adp,0.0009473693990331499
denoising,4,stl_ablation_r04_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.005982881858720803,paired_stl,stl_from_ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.008895457736336465,ablation_stl,0.005982881858720803
denoising,4,stl_ablation_r04_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.005982881858720803,paired_stl,stl_from_ae_alt_width,[54],0.02836939498250111,ablation_stl,0.005982881858720803
denoising,4,stl_ablation_r04_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.005982881858720803,paired_stl,stl_from_ae_width_to_depth,[54],0.02918747294844156,ablation_stl,0.005982881858720803
denoising,5,stl_ablation_r05_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.006886040462225117,adp,ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.0028221183732265857,adp,0.0028221183732265857
denoising,5,stl_ablation_r05_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.006886040462225117,adp,ae_alt_width,[54],0.0008199942890532851,adp,0.0008199942890532851
