[2026-05-18 01:54:51] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:54:51] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_078_d1_w79/training_log.txt
[2026-05-18 01:54:51] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_078_d1_w79/training_stats.csv
[2026-05-18 01:54:51] [CANDIDATE] task=representation phase=ae_alt_width index=78 search_phase=width architecture=[79]
[2026-05-18 01:54:55] [representation][ae_alt_width][cand_078_d1_w79] epoch=1 architecture=[79] train_loss=0.391430 val_loss=0.386810 best=0.383247 es=0/5
[2026-05-18 01:54:58] [representation][ae_alt_width][cand_078_d1_w79] epoch=2 architecture=[79] train_loss=0.382795 val_loss=0.385297 best=0.383247 es=0/5
[2026-05-18 01:55:00] [representation][ae_alt_width][cand_078_d1_w79] epoch=3 architecture=[79] train_loss=0.380824 val_loss=0.386265 best=0.383247 es=1/5
[2026-05-18 01:55:03] [representation][ae_alt_width][cand_078_d1_w79] epoch=4 architecture=[79] train_loss=0.381500 val_loss=0.383359 best=0.383247 es=0/5
[2026-05-18 01:55:08] [representation][ae_alt_width][cand_078_d1_w79] epoch=5 architecture=[79] train_loss=0.380476 val_loss=0.384191 best=0.383247 es=1/5
[2026-05-18 01:55:10] [representation][ae_alt_width][cand_078_d1_w79] epoch=6 architecture=[79] train_loss=0.380440 val_loss=0.383368 best=0.383247 es=2/5
[2026-05-18 01:55:12] [representation][ae_alt_width][cand_078_d1_w79] epoch=7 architecture=[79] train_loss=0.380611 val_loss=0.383254 best=0.383247 es=0/5
[2026-05-18 01:55:15] [representation][ae_alt_width][cand_078_d1_w79] epoch=8 architecture=[79] train_loss=0.380120 val_loss=0.382757 best=0.382757 es=0/5
[2026-05-18 01:55:17] [representation][ae_alt_width][cand_078_d1_w79] epoch=9 architecture=[79] train_loss=0.380757 val_loss=0.383422 best=0.382757 es=1/5
[2026-05-18 01:55:22] [representation][ae_alt_width][cand_078_d1_w79] epoch=10 architecture=[79] train_loss=0.380424 val_loss=0.383636 best=0.382757 es=2/5
[2026-05-18 01:55:25] [representation][ae_alt_width][cand_078_d1_w79] epoch=11 architecture=[79] train_loss=0.379755 val_loss=0.382813 best=0.382757 es=3/5
[2026-05-18 01:55:27] [representation][ae_alt_width][cand_078_d1_w79] epoch=12 architecture=[79] train_loss=0.379586 val_loss=0.383132 best=0.382757 es=4/5
[2026-05-18 01:55:29] [representation][ae_alt_width][cand_078_d1_w79] epoch=13 architecture=[79] train_loss=0.379975 val_loss=0.382665 best=0.382757 es=5/5
